0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
W.P. PUTRAJAYA,Putrajaya,77**,77**,77**,77**,76**,77**,78**,78**,79**,79**,80**,81**,82**,82**,82**,81**,81**,82**,82**,83**,84**,85**,87**,88**
SELANGOR,Kuala Selangor,62**,62**,61**,62**,61**,60**,59**,59**,60**,61**,61**,60**,61**,62**,62**,63**,63**,65**,68**,71**,71**,72**,72**,73**
SELANGOR,Petaling Jaya,60**,60**,60**,60**,59**,59**,59**,60**,60**,60**,61**,62**,63**,63**,63**,64**,64**,65**,65**,65**,65**,65**,65**,65**
SELANGOR,Shah Alam,71**,71**,70**,70**,71**,71**,71**,71**,71**,71**,71**,71**,72**,73**,73**,74**,74**,75**,75**,77**,78**,78**,79**,80**
SELANGOR,Klang,65**,64**,65**,64**,64**,65**,65**,67**,67**,67**,68**,68**,69**,69**,68**,67**,66**,66**,67**,68**,69**,70**,72**,72**
SELANGOR,Banting,69**,69**,68**,68**,68**,68**,69**,69**,70**,70**,70**,70**,68**,66**,63**,61**,61**,62**,63**,64**,65**,66**,67**,68**
NEGERI SEMBILAN,Nilai,62**,61**,61**,60**,60**,60**,61**,62**,64**,65**,66**,67**,67**,67**,66**,66**,67**,68**,81a,70**,71**,72**,74**,75**
NEGERI SEMBILAN,Seremban,54**,54**,56**,57**,57**,59**,61**,63**,65**,66**,68**,67**,67**,67**,67**,67**,68**,68**,69**,70**,70**,71**,72**,72**
NEGERI SEMBILAN,Port Dickson,44**,44**,44**,45**,45**,46**,49**,50**,51**,52**,52**,53**,53**,54**,54**,56**,57**,58**,59**,61**,62**,63**,64**,65**
MELAKA,Alor Gajah,57**,57**,57**,57**,58**,58**,58**,58**,59**,59**,60**,61**,60**,60**,59**,59**,60**,61**,62**,62**,62**,63**,63**,64**
MELAKA,Bukit Rambai,53**,54**,54**,54**,54**,55**,56**,56**,56**,57**,57**,58**,59**,60**,61**,62**,64**,66**,67**,69**,70**,70**,72**,73**
MELAKA,Bandaraya Melaka,52**,52**,52**,53**,53**,54**,54**,55**,55**,55**,55**,57**,57**,57**,58**,59**,61**,63**,64**,65**,66**,68**,69**,70**
JOHOR,Segamat,56**,57**,59**,59**,59**,59**,60**,61**,62**,63**,65**,65**,65**,66**,66**,65**,65**,66**,67**,67**,71**,70**,70**,70**
JOHOR,Batu Pahat,44**,45**,46**,48**,50**,50**,51**,52**,53**,53**,53**,55**,55**,57**,58**,58**,59**,59**,60**,60**,61**,61**,61**,62**
JOHOR,Kluang,55**,56**,55**,56**,56**,57**,58**,59**,59**,60**,61**,62**,63**,64**,65**,66**,67**,67**,67**,67**,67**,67**,67**,67**
JOHOR,Larkin,67**,67**,68**,68**,68**,68**,69**,69**,70**,70**,71**,72**,73**,73**,74**,74**,74**,74**,75**,76**,77**,78**,80**,81**
JOHOR,Pasir Gudang,76**,77**,79**,80**,79**,80**,81**,81**,83**,83**,83**,84**,85**,85**,86**,86**,87**,88**,88**,89**,90**,91**,91**,92**
JOHOR,Pengerang,50**,48**,50**,51**,51**,52**,53**,54**,55**,56**,57**,58**,58**,59**,60**,61**,62**,63**,63**,64**,64**,65**,65**,66**
JOHOR,Kota Tinggi,52**,52**,53**,53**,54**,54**,55**,56**,58**,59**,59**,60**,61**,61**,62**,63**,64**,64**,65**,66**,66**,68**,69**,69**
JOHOR,Tangkak,57**,57**,56**,57**,57**,58**,58**,58**,58**,58**,59**,59**,60**,60**,60**,61**,62**,62**,63**,64**,64**,64**,64**,64**
PAHANG,Rompin,52**,52**,53**,52**,51**,51**,52**,52**,53**,53**,53**,53**,53**,53**,53**,52**,52**,52**,50**,49**,49**,48**,47**,47**
PAHANG,Temerloh,52**,52**,53**,53**,54**,54**,55**,56**,56**,56**,57**,59**,61**,62**,62**,63**,63**,63**,63**,63**,63**,63**,63**,63**
PAHANG,Jerantut,51**,52**,52**,53**,54**,53**,54**,54**,54**,53**,54**,55**,57**,58**,58**,58**,58**,58**,58**,58**,57**,57**,56**,57**
PAHANG,Indera Mahkota Kuantan,62**,60**,61**,60**,61**,61**,62**,63**,64**,65**,65**,66**,66**,68**,68**,68**,69**,69**,67**,68**,70**,68**,70**,71**
PAHANG,Balok Baru Kuantan,59**,58**,58**,58**,58**,58**,59**,60**,59**,59**,59**,59**,59**,59**,59**,58**,59**,59**,60**,61**,61**,61**,62**,62**
TERENGGANU,Kemaman,54**,54**,54**,55**,55**,55**,56**,57**,58**,58**,58**,59**,59**,60**,60**,59**,60**,60**,61**,62**,62**,62**,62**,62**
TERENGGANU,Paka,49**,45**,43**,43**,44**,48**,50**,51**,52**,53**,53**,53**,53**,53**,54**,54**,55**,55**,56**,56**,57**,58**,58**,59**
TERENGGANU,Kuala Terengganu,52**,53**,52**,51**,52**,53**,53**,54**,53**,53**,53**,53**,53**,53**,53**,54**,54**,54**,55**,55**,55**,56**,56**,55**
TERENGGANU,Besut,41**,39**,38**,38**,37**,38**,38**,37**,24**,33**,33**,34**,36**,37**,38**,37**,37**,38**,38**,39**,39**,40**,40**,41**
KELANTAN,Tanah Merah,22**,21**,21**,20**,20**,21**,20**,21**,21**,21**,22**,25**,26**,27**,27**,28**,28**,28**,28**,29**,29**,28**,27**,27**
KELANTAN,Kota Bharu,38**,38**,39**,38**,40**,42**,41**,40**,38**,36**,37**,39**,40**,43**,46**,47**,47**,47**,46**,47**,46**,48**,47**,48**
SABAH,Tawau,58**,58**,58**,57**,57**,55**,55**,54**,54**,53**,52**,51**,49**,46**,42**,39**,38**,38**,38**,36**,37**,36**,36**,37**
SABAH,Sandakan,36**,35**,34**,34**,34**,33**,32**,32**,31**,32**,31**,31**,33**,34**,36**,36**,36**,36**,36**,35**,33**,33**,33**,34**
SABAH,Kota Kinabalu,48**,48**,49**,47**,48**,46**,45**,39**,40**,38**,41**,43**,42**,39**,37**,37**,35**,34**,33**,34**,33**,32**,32**,32**
SABAH,Kimanis,15**,15**,15**,16**,16**,17**,17**,16**,16**,15**,15**,15**,14**,12**,12**,12**,12**,13**,11**,10&,10&,11**,12**,12**
SABAH,Keningau,39**,39**,39**,39**,38**,40**,39**,37**,36**,36**,37**,36**,39**,40**,40**,40**,40**,41**,41**,42**,42**,42**,40**,41**
W.P. LABUAN,Labuan,51**,52**,52**,52**,52**,52**,52**,52**,51**,43**,40**,38**,36**,33**,32**,32**,33**,33**,34**,34**,34**,33**,33**,32**
SARAWAK,Limbang,33**,33**,34**,33**,32**,32**,32**,32**,31**,30**,30**,31**,32**,33**,33**,32**,32**,32**,31**,32**,32**,31**,31**,31**
SARAWAK,ILP Miri,50**,49**,49**,49**,48**,48**,46**,45**,43**,43**,41**,40**,39**,37**,37**,35**,33**,32**,30**,29**,28**,27**,27**,27**
SARAWAK,Miri,48**,48**,47**,49**,47**,45**,46**,44**,42**,41**,41**,40**,37**,37**,35**,34**,32**,30**,29**,27**,27**,27**,26**,26**
SARAWAK,Samalaju,39**,37**,37**,37**,39**,40**,41**,40**,40**,41**,41**,42**,45**,47**,49**,51**,54**,54**,54**,55**,55**,55**,55**,56**
SARAWAK,Bintulu,52**,51**,52**,52**,52**,51**,51**,48**,44**,45**,45**,47**,47**,50**,53**,54**,54**,55**,55**,55**,55**,55**,55**,55**
SARAWAK,Mukah,31**,30**,31**,31**,34**,34**,34**,33**,36**,36**,36**,37**,37**,36**,35**,36**,37**,37**,39**,40**,42**,44**,45**,45**
SARAWAK,Kapit,49**,47**,46**,46**,46**,49**,40**,39**,37**,37**,33**,31**,32**,33**,32**,31**,31**,31**,32**,33**,32**,32**,33**,34**
SARAWAK,Sibu,43**,43**,42**,40**,40**,40**,40**,38**,34**,32**,31**,30**,27**,28**,30**,31**,32**,33**,34**,35**,36**,37**,37**,38**
SARAWAK,Sarikei,49**,49**,50**,49**,49**,47**,46**,43**,41**,40**,37**,35**,33**,30**,28**,28**,29**,29**,30**,30**,30**,31**,32**,32**
SARAWAK,Sri Aman,63**,63**,62**,62**,61**,60**,60**,59**,59**,58**,57**,56**,54**,53**,52**,52**,52**,52**,52**,52**,52**,52**,53**,53**
SARAWAK,Samarahan,64**,65**,64**,64**,64**,63**,63**,62**,62**,62**,62**,62**,63**,64**,64**,65**,65**,65**,65**,65**,65**,65**,65**,65**
SARAWAK,Kuching,82**,82**,82**,82**,80**,80**,80**,80**,79**,80**,81**,81**,82**,83**,84**,84**,85**,85**,86**,86**,86**,87**,87**,87**
