UMUR_KSH,NEGERI_SEMASA,DAERAH_SEMASA,STRATA_SEMASA,JANTINA,KSH_PAKAIAN,KSH_PERUMAHAN,KSH_BRG_THN_LAMA,KSH_PENGANGKUTAN,KSH_LAIN_LAIN,KSH_MAKANAN_TOTAL,KSH_INDIVIDU_MIN,KSH_INDIVIDU_MAX,KSH_INDIVIDU_MEAN,DI_MIN,DI_MAX,DI_MEAN,DI_BANTUAN_MIN,DI_BANTUAN_MAX,DI_BANTUAN_MEAN,DI_BERSIH_MIN,DI_BERSIH_MAX,DI_BERSIH_MEAN,DI_BERSIH_BANTUAN_MIN,DI_BERSIH_BANTUAN_MAX,DI_BERSIH_BANTUAN_MEAN,,,,,,,,,,,,,,,,,,
10-12 tahun,08,0812,02,1,25.76,241.57,49.59,113.4,194.11,345.73,970.17,970.17,970.17,0,472.64,0.421247772,0,650.51,80.33397504,-970.17,-497.53,-969.7487522,-970.1718462,-319.6618462,-889.8378711,,,,,,,,,,,,,,,,,,
10-12 tahun,08,0812,02,2,25.76,241.57,49.59,113.4,194.11,342.51,966.95,966.95,966.95,0,0,0,0,649.47,71.60283734,-966.95,-966.95,-966.95,-966.9510297,-317.4810297,-895.3481923,,,,,,,,,,,,,,,,,,
10-12 tahun,08,0813,02,1,25.76,241.57,49.59,113.4,194.11,367.47,991.91,991.91,991.91,0,0,0,0,650.51,84.8387316,-991.91,-991.91,-991.91,-991.9104532,-341.4004532,-907.0717216,,,,,,,,,,,,,,,,,,
10-12 tahun,08,0813,02,2,25.76,241.57,49.59,113.4,194.11,364.21,988.65,988.65,988.65,0,0,0,0,649.47,89.79334889,-988.65,-988.65,-988.65,-988.6470172,-339.1770172,-898.8536683,,,,,,,,,,,,,,,,,,
10-12 tahun,09,0901,01,1,33.82,289.09,18.46,85.92,151.72,363.84,942.84,942.84,942.84,0,0,0,0,783.85,51.28353032,-942.84,-942.84,-942.84,-942.8435248,-158.9935248,-891.5599944,,,,,,,,,,,,,,,,,,
10-12 tahun,09,0901,01,2,33.82,289.09,18.46,85.92,151.72,360.63,939.64,939.64,939.64,0,400,0.132275132,0,5108.85,36.41178571,-939.64,-539.64,-939.5077249,-939.6385384,4169.211462,-903.2267526,,,,,,,,,,,,,,,,,,
10-12 tahun,09,0901,02,1,24.4,180.26,2.61,99.05,156.68,362.26,825.26,825.26,825.26,0,0,0,0,4975.51,77.7959322,-825.26,-825.26,-825.26,-825.2596016,4150.250398,-747.4636694,,,,,,,,,,,,,,,,,,
10-12 tahun,09,0901,02,2,24.4,180.26,2.61,99.05,156.68,359.02,822.02,822.02,822.02,0,0,0,0,720,61.43600271,-822.02,-822.02,-822.02,-822.0205196,-102.0205196,-760.5845169,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1001,01,1,34.28,650.56,45.16,114.17,314.08,391.22,1549.47,1549.47,1549.47,0,0,0,0,642.18,18.13945896,-1549.47,-1549.47,-1549.47,-1549.466403,-907.2864034,-1531.326944,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1001,01,2,34.28,650.56,45.16,114.17,314.08,388.03,1546.28,1546.28,1546.28,0,0,0,0,642.18,12.45216372,-1546.28,-1546.28,-1546.28,-1546.278465,-904.0984648,-1533.826301,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1001,02,1,27.18,256.19,25.84,102.76,283.38,399.97,1095.32,1095.32,1095.32,0,0,0,0,650.51,33.61494959,-1095.32,-1095.32,-1095.32,-1095.316971,-444.806971,-1061.702021,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1001,02,2,27.18,256.19,25.84,102.76,283.38,396.68,1092.03,1092.03,1092.03,0,0,0,0,642.18,20.54726368,-1092.03,-1092.03,-1092.03,-1092.031616,-449.8516164,-1071.484353,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1002,01,1,34.28,650.56,45.16,114.17,314.08,404.35,1562.59,1562.59,1562.59,0,2780,0.105675296,0,5455.51,26.83586688,-1562.59,1217.41,-1562.484325,-1562.594601,3892.915399,-1535.758734,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1002,01,2,34.28,650.56,45.16,114.17,314.08,401.21,1559.46,1559.46,1559.46,0,0,0,0,6155.51,23.08002053,-1559.46,-1559.46,-1559.46,-1559.457806,4596.052194,-1536.377785,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1002,02,1,27.18,256.19,25.84,102.76,283.38,403.44,1098.79,1098.79,1098.79,0,0,0,0,500.51,155.7286585,-1098.79,-1098.79,-1098.79,-1098.792884,-598.2828842,-943.0642257,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1002,02,2,27.18,256.19,25.84,102.76,283.38,400.31,1095.66,1095.66,1095.66,0,0,0,0,500.51,180.4521538,-1095.66,-1095.66,-1095.66,-1095.656089,-595.146089,-915.2039352,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1003,01,1,34.28,650.56,45.16,114.17,314.08,386.94,1545.19,1545.19,1545.19,0,0,0,0,642.18,11.58473373,-1545.19,-1545.19,-1545.19,-1545.186715,-903.006715,-1533.601981,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1003,01,2,34.28,650.56,45.16,114.17,314.08,383.76,1542,1542,1542,0,0,0,0,640.39,10.1477136,-1542,-1542,-1542,-1542.004865,-901.6148649,-1531.857151,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1003,02,1,27.18,256.19,25.84,102.76,283.38,402.8,1098.15,1098.15,1098.15,0,0,0,0,736.66,49.39077974,-1098.15,-1098.15,-1098.15,-1098.154006,-361.4940064,-1048.763227,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1003,02,2,27.18,256.19,25.84,102.76,283.38,399.78,1095.13,1095.13,1095.13,0,0,0,0,649.47,42.8107799,-1095.13,-1095.13,-1095.13,-1095.128022,-445.6580219,-1052.317242,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1004,01,1,34.28,650.56,45.16,114.17,314.08,396.35,1554.59,1554.59,1554.59,0,1550,0.34475089,0,1550,16.16351423,-1554.59,-4.59,-1554.245249,-1554.591204,-4.591203638,-1538.427689,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1004,01,2,34.28,650.56,45.16,114.17,314.08,393.21,1551.46,1551.46,1551.46,0,0,0,0,640.39,8.672514764,-1551.46,-1551.46,-1551.46,-1551.455626,-911.0656261,-1542.783111,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1004,01,3,34.28,650.56,45.16,114.17,314.08,394.78,1553.02,1553.02,1553.02,0,0,0,7.81,7.81,7.81,-1553.02,-1553.02,-1553.02,-1545.213415,-1545.213415,-1545.213415,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1004,02,1,27.18,256.19,25.84,102.76,283.38,397.41,1092.76,1092.76,1092.76,0,0,0,0,5508.33,56.58793744,-1092.76,-1092.76,-1092.76,-1092.763637,4415.566363,-1036.175699,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1004,02,2,27.18,256.19,25.84,102.76,283.38,394.28,1089.63,1089.63,1089.63,0,0,0,0,736.14,42.140117,-1089.63,-1089.63,-1089.63,-1089.628059,-353.4880594,-1047.487942,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1005,01,1,34.28,650.56,45.16,114.17,314.08,413.86,1572.11,1572.11,1572.11,0,0,0,0,4967.18,16.84195063,-1572.11,-1572.11,-1572.11,-1572.107351,3395.072649,-1555.2654,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1005,01,2,34.28,650.56,45.16,114.17,314.08,410.62,1568.86,1568.86,1568.86,-9929,0,-0.250732323,-9929,6155.51,11.03961212,-11497.86,-1568.86,-1569.110732,-11497.86096,4586.649037,-1557.82135,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1006,01,1,34.28,650.56,45.16,114.17,314.08,390.67,1548.92,1548.92,1548.92,0,0,0,0,641.14,25.23467153,-1548.92,-1548.92,-1548.92,-1548.918201,-907.7782012,-1523.68353,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1006,01,2,34.28,650.56,45.16,114.17,314.08,387.38,1545.63,1545.63,1545.63,0,0,0,0,500.51,23.11508257,-1545.63,-1545.63,-1545.63,-1545.626758,-1045.116758,-1522.511675,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1006,02,1,27.18,256.19,25.84,102.76,283.38,399.97,1095.32,1095.32,1095.32,0,0,0,0,649.47,71.84992908,-1095.32,-1095.32,-1095.32,-1095.316971,-445.846971,-1023.467042,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1006,02,2,27.18,256.19,25.84,102.76,283.38,396.68,1092.03,1092.03,1092.03,0,0,0,0,649.47,63.00934714,-1092.03,-1092.03,-1092.03,-1092.031616,-442.5616164,-1029.022269,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1007,01,1,34.28,650.56,45.16,114.17,314.08,405.79,1564.03,1564.03,1564.03,0,0,0,0,642.18,14.20639363,-1564.03,-1564.03,-1564.03,-1564.033193,-921.8531932,-1549.8268,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1007,01,2,34.28,650.56,45.16,114.17,314.08,402.76,1561.01,1561.01,1561.01,0,0,0,0,642.18,9.941579955,-1561.01,-1561.01,-1561.01,-1561.007209,-918.8272087,-1551.065629,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1007,02,1,27.18,256.19,25.84,102.76,283.38,377.75,1073.1,1073.1,1073.1,0,0,0,0,1816.14,55.59820771,-1073.1,-1073.1,-1073.1,-1073.098906,743.0410936,-1017.500699,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1007,02,2,27.18,256.19,25.84,102.76,283.38,374.72,1070.07,1070.07,1070.07,0,0,0,0,650.51,47.44945936,-1070.07,-1070.07,-1070.07,-1070.072922,-419.5629219,-1022.623463,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1008,01,1,34.28,650.56,45.16,114.17,314.08,409.04,1567.28,1567.28,1567.28,-100,2608,0.095754429,-100,2608,19.27709301,-1667.28,1040.72,-1567.184246,-1667.284324,1040.715676,-1548.007231,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1008,01,2,34.28,650.56,45.16,114.17,314.08,405.89,1564.13,1564.13,1564.13,0,0,0,0,5450.51,13.79155534,-1564.13,-1564.13,-1564.13,-1564.132916,3886.377084,-1550.341361,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1008,02,1,27.18,256.19,25.84,102.76,283.38,375.94,1071.29,1071.29,1071.29,0,0,0,0,5108.85,36.89874955,-1071.29,-1071.29,-1071.29,-1071.286637,4037.563363,-1034.387887,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1008,02,2,27.18,256.19,25.84,102.76,283.38,372.65,1068,1068,1068,0,0,0,0,648.72,28.63187603,-1068,-1068,-1068,-1068.001282,-419.2812821,-1039.369406,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1009,01,1,34.28,650.56,45.16,114.17,314.08,399.04,1557.29,1557.29,1557.29,0,0,0,0,650.51,13.23871692,-1557.29,-1557.29,-1557.29,-1557.289223,-906.7792227,-1544.050506,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1009,01,2,34.28,650.56,45.16,114.17,314.08,395.85,1554.09,1554.09,1554.09,0,0,0,0,642.18,13.31695734,-1554.09,-1554.09,-1554.09,-1554.090325,-911.9103248,-1540.773367,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1009,02,1,27.18,256.19,25.84,102.76,283.38,399.97,1095.32,1095.32,1095.32,0,0,0,0,4100.51,48.06488141,-1095.32,-1095.32,-1095.32,-1095.316971,3005.193029,-1047.25209,,,,,,,,,,,,,,,,,,
10-12 tahun,10,1009,02,2,27.18,256.19,25.84,102.76,283.38,396.68,1092.03,1092.03,1092.03,0,0,0,0,4975.51,39.65135086,-1092.03,-1092.03,-1092.03,-1092.031616,3883.478384,-1052.380266,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1101,01,1,33.9,396.14,43.05,116.99,221.69,354.82,1166.58,1166.58,1166.58,0,0,0,0,650.51,26.95279299,-1166.58,-1166.58,-1166.58,-1166.584702,-516.0747016,-1139.631909,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1101,01,2,33.9,396.14,43.05,116.99,221.69,351.24,1163,1163,1163,0,0,0,0,650.51,27.13174941,-1163,-1163,-1163,-1163.002228,-512.4922282,-1135.870479,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1101,02,1,28.61,231.33,26.11,120.9,219.4,341.61,967.97,967.97,967.97,0,0,0,0,4975.51,144.353106,-967.97,-967.97,-967.97,-967.9659027,4007.544097,-823.6127966,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1101,02,2,28.61,231.33,26.11,120.9,219.4,338.18,964.54,964.54,964.54,0,0,0,0,4975.51,137.3870587,-964.54,-964.54,-964.54,-964.5368595,4010.973141,-827.1498008,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1102,01,1,33.9,396.14,43.05,116.99,221.69,360.25,1172.01,1172.01,1172.01,0,0,0,0,4963.02,68.56935577,-1172.01,-1172.01,-1172.01,-1172.011736,3791.008264,-1103.44238,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1102,01,2,33.9,396.14,43.05,116.99,221.69,357.08,1168.84,1168.84,1168.84,0,0,0,0,699.47,67.1597455,-1168.84,-1168.84,-1168.84,-1168.838409,-469.3684095,-1101.678664,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1102,02,1,28.61,231.33,26.11,120.9,219.4,351.2,977.55,977.55,977.55,0,0,0,0,5117.18,89.53907692,-977.55,-977.55,-977.55,-977.5506952,4139.629305,-888.0116183,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1102,02,2,28.61,231.33,26.11,120.9,219.4,348.02,974.38,974.38,974.38,0,0,0,0,5108.33,87.8028407,-974.38,-974.38,-974.38,-974.377369,4133.952631,-886.5745283,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1103,01,1,33.9,396.14,43.05,116.99,221.69,359.82,1171.59,1171.59,1171.59,0,0,0,0,725.51,67.71381616,-1171.59,-1171.59,-1171.59,-1171.585135,-446.0751348,-1103.871319,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1103,01,2,33.9,396.14,43.05,116.99,221.69,356.57,1168.34,1168.34,1168.34,0,0,0,0,649.47,63.27050622,-1168.34,-1168.34,-1168.34,-1168.337529,-518.8675289,-1105.067023,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1103,02,1,28.61,231.33,26.11,120.9,219.4,362.57,988.92,988.92,988.92,0,0,0,0,650.51,78.06301466,-988.92,-988.92,-988.92,-988.9201018,-338.4101018,-910.8570872,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1103,02,2,28.61,231.33,26.11,120.9,219.4,359.41,985.76,985.76,985.76,0,0,0,0,4975.51,78.76227648,-985.76,-985.76,-985.76,-985.7638234,3989.746177,-907.0015469,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1104,01,1,33.9,396.14,43.05,116.99,221.69,355.66,1167.42,1167.42,1167.42,0,0,0,0,4972.18,80.69173823,-1167.42,-1167.42,-1167.42,-1167.424844,3804.755156,-1086.733106,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1104,01,2,33.9,396.14,43.05,116.99,221.69,352.48,1164.24,1164.24,1164.24,0,0,0,0,5117.18,80.74483245,-1164.24,-1164.24,-1164.24,-1164.244212,3952.935788,-1083.499379,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1104,02,1,28.61,231.33,26.11,120.9,219.4,347.47,973.82,973.82,973.82,0,0,0,0,737.18,80.13704942,-973.82,-973.82,-973.82,-973.8198838,-236.6398838,-893.6828344,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1104,02,2,28.61,231.33,26.11,120.9,219.4,344.29,970.64,970.64,970.64,0,0,0,0,1833.33,79.7916129,-970.64,-970.64,-970.64,-970.6392514,862.6907486,-890.8476385,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1105,01,1,33.9,396.14,43.05,116.99,221.69,355.71,1167.47,1167.47,1167.47,0,0,0,0,633.33,17.49663004,-1167.47,-1167.47,-1167.47,-1167.47477,-534.14477,-1149.97814,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1105,01,2,33.9,396.14,43.05,116.99,221.69,352.41,1164.18,1164.18,1164.18,0,0,0,0,633.85,21.1839498,-1164.18,-1164.18,-1164.18,-1164.176021,-530.3260207,-1142.992071,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1105,02,1,28.61,231.33,26.11,120.9,219.4,347.52,973.87,973.87,973.87,0,0,0,0,2423.72,101.7529951,-973.87,-973.87,-973.87,-973.8698095,1449.85019,-872.1168144,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1105,02,2,28.61,231.33,26.11,120.9,219.4,344.22,970.57,970.57,970.57,0,0,0,0,3041.14,97.2175,-970.57,-970.57,-970.57,-970.5710602,2070.56894,-873.3535602,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1106,01,1,33.9,396.14,43.05,116.99,221.69,359.55,1171.31,1171.31,1171.31,0,0,0,0,642.18,67.70578652,-1171.31,-1171.31,-1171.31,-1171.309393,-529.1293934,-1103.603607,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1106,01,2,33.9,396.14,43.05,116.99,221.69,356.29,1168.05,1168.05,1168.05,0,0,0,0,500.51,70.74970297,-1168.05,-1168.05,-1168.05,-1168.054481,-667.5444813,-1097.304778,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1106,02,1,28.61,231.33,26.11,120.9,219.4,352.42,978.77,978.77,978.77,0,0,0,0,650.51,135.9639793,-978.77,-978.77,-978.77,-978.7724244,-328.2624244,-842.808445,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1106,02,2,28.61,231.33,26.11,120.9,219.4,349.16,975.52,975.52,975.52,0,0,0,0,942.18,126.8557751,-975.52,-975.52,-975.52,-975.5175123,-33.33751226,-848.6617372,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1107,02,1,28.61,231.33,26.11,120.9,219.4,341.61,967.97,967.97,967.97,0,0,0,0,5450.51,150.8622842,-967.97,-967.97,-967.97,-967.9659027,4482.544097,-817.1036184,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1107,02,2,28.61,231.33,26.11,120.9,219.4,338.18,964.54,964.54,964.54,0,0,0,0,5450.51,162.8348654,-964.54,-964.54,-964.54,-964.5368595,4485.973141,-801.701994,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1108,01,1,33.9,396.14,43.05,116.99,221.69,355.66,1167.42,1167.42,1167.42,0,0,0,0,3033.85,80.98507266,-1167.42,-1167.42,-1167.42,-1167.424844,1866.425156,-1086.439772,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1108,01,2,33.9,396.14,43.05,116.99,221.69,352.48,1164.24,1164.24,1164.24,0,648.89,0.18125419,0,650.51,69.25528212,-1164.24,-515.35,-1164.058746,-1164.244212,-513.7342119,-1094.98893,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1108,02,1,28.61,231.33,26.11,120.9,219.4,347.47,973.82,973.82,973.82,0,0,0,0,720,134.0352645,-973.82,-973.82,-973.82,-973.8198838,-253.8198838,-839.7846193,,,,,,,,,,,,,,,,,,
10-12 tahun,11,1108,02,2,28.61,231.33,26.11,120.9,219.4,344.29,970.64,970.64,970.64,0,0,0,0,2550,141.2294737,-970.64,-970.64,-970.64,-970.6392514,1579.360749,-829.4097777,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1201,01,1,34.79,737.22,50.82,110.94,252.19,324.49,1510.44,1510.44,1510.44,0,0,0,0,4967.18,87.25916469,-1510.44,-1510.44,-1510.44,-1510.441398,3456.738602,-1423.182233,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1201,01,2,34.79,737.22,50.82,110.94,252.19,321.12,1507.07,1507.07,1507.07,0,3293.92,0.643595154,0,4975.51,85.03830598,-1507.07,1786.85,-1506.426405,-1507.070804,3468.439196,-1422.032498,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1201,02,1,27.45,450.85,28.68,100.49,228.33,336.43,1172.23,1172.23,1172.23,0,0,0,0,736.66,93.47816817,-1172.23,-1172.23,-1172.23,-1172.225506,-435.5655061,-1078.747338,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1201,02,2,27.45,450.85,28.68,100.49,228.33,333.15,1168.95,1168.95,1168.95,0,0,0,0,744.47,72.44275287,-1168.95,-1168.95,-1168.95,-1168.951111,-424.4811108,-1096.508358,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1202,01,1,34.79,737.22,50.82,110.94,252.19,350.5,1536.45,1536.45,1536.45,0,0,0,0,743.72,81.04690369,-1536.45,-1536.45,-1536.45,-1536.451401,-792.7314012,-1455.404498,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1202,01,2,34.79,737.22,50.82,110.94,252.19,347.33,1533.29,1533.29,1533.29,0,0,0,0,744.47,79.36173182,-1533.29,-1533.29,-1533.29,-1533.289034,-788.8190343,-1453.927302,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1202,02,1,27.45,450.85,28.68,100.49,228.33,347.85,1183.65,1183.65,1183.65,0,0,0,0,737.18,86.52198014,-1183.65,-1183.65,-1183.65,-1183.646903,-446.4669031,-1097.124923,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1202,02,2,27.45,450.85,28.68,100.49,228.33,344.69,1180.48,1180.48,1180.48,0,0,0,0,745.51,80.42830977,-1180.48,-1180.48,-1180.48,-1180.484536,-434.9745362,-1100.056226,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1203,01,1,34.79,737.22,50.82,110.94,252.19,340.58,1526.54,1526.54,1526.54,0,0,0,0,736.66,62.98007143,-1526.54,-1526.54,-1526.54,-1526.535524,-789.8755242,-1463.555453,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1203,01,2,34.79,737.22,50.82,110.94,252.19,337.31,1523.26,1523.26,1523.26,0,0,0,0,728.33,79.76150852,-1523.26,-1523.26,-1523.26,-1523.261129,-794.9311289,-1443.49962,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1203,02,1,27.45,450.85,28.68,100.49,228.33,336.43,1172.23,1172.23,1172.23,0,0,0,0,745.51,166.1578803,-1172.23,-1172.23,-1172.23,-1172.225506,-426.7155061,-1006.067626,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1203,02,2,27.45,450.85,28.68,100.49,228.33,333.15,1168.95,1168.95,1168.95,0,0,0,0,744.47,149.6680143,-1168.95,-1168.95,-1168.95,-1168.951111,-424.4811108,-1019.283097,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1204,01,1,34.79,737.22,50.82,110.94,252.19,358.37,1544.32,1544.32,1544.32,0,0,0,0,1045.51,102.6149709,-1544.32,-1544.32,-1544.32,-1544.323059,-498.8130585,-1441.708088,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1204,01,2,34.79,737.22,50.82,110.94,252.19,353.81,1539.77,1539.77,1539.77,0,0,0,0,736.66,102.8962841,-1539.77,-1539.77,-1539.77,-1539.766425,-803.1064251,-1436.870141,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1204,02,1,27.45,450.85,28.68,100.49,228.33,383.24,1219.04,1219.04,1219.04,0,0,0,0,745.51,138.7488179,-1219.04,-1219.04,-1219.04,-1219.035189,-473.5251891,-1080.286371,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1204,02,2,27.45,450.85,28.68,100.49,228.33,379.98,1215.78,1215.78,1215.78,0,0,0,0,744.47,138.4915303,-1215.78,-1215.78,-1215.78,-1215.781495,-471.3114947,-1077.289964,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1205,01,1,34.79,737.22,50.82,110.94,252.19,387.63,1573.59,1573.59,1573.59,0,0,0,0,737.18,98.0965,-1573.59,-1573.59,-1573.59,-1573.585057,-836.4050573,-1475.488557,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1205,01,2,34.79,737.22,50.82,110.94,252.19,384.38,1570.33,1570.33,1570.33,0,0,0,0,595.51,121.5560274,-1570.33,-1570.33,-1570.33,-1570.331363,-974.8213629,-1448.775335,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1205,02,1,27.45,450.85,28.68,100.49,228.33,383.24,1219.04,1219.04,1219.04,0,0,0,0,736.66,208.8150875,-1219.04,-1219.04,-1219.04,-1219.035189,-482.3751891,-1010.220102,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1205,02,2,27.45,450.85,28.68,100.49,228.33,379.98,1215.78,1215.78,1215.78,0,0,0,0,5537.18,220.1322926,-1215.78,-1215.78,-1215.78,-1215.781495,4321.398505,-995.6492022,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1206,02,1,27.45,450.85,28.68,100.49,228.33,378.81,1214.61,1214.61,1214.61,0,0,0,0,745.51,148.5476766,-1214.61,-1214.61,-1214.61,-1214.607189,-469.0971891,-1066.059513,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1206,02,2,27.45,450.85,28.68,100.49,228.33,375.55,1211.35,1211.35,1211.35,0,0,0,0,736.66,145.1091631,-1211.35,-1211.35,-1211.35,-1211.353495,-474.6934947,-1066.244332,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1207,01,1,34.79,737.22,50.82,110.94,252.19,332.96,1518.91,1518.91,1518.91,0,0,0,0,4975.51,54.32629948,-1518.91,-1518.91,-1518.91,-1518.912722,3456.597278,-1464.586423,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1207,01,2,34.79,737.22,50.82,110.94,252.19,329.59,1515.54,1515.54,1515.54,0,0,0,0,4967.18,51.90855003,-1515.54,-1515.54,-1515.54,-1515.540911,3451.639089,-1463.632361,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1207,02,1,27.45,450.85,28.68,100.49,228.33,337.11,1172.9,1172.9,1172.9,0,0,0,0,737.18,132.8478061,-1172.9,-1172.9,-1172.9,-1172.904884,-435.7248843,-1040.057078,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1207,02,2,27.45,450.85,28.68,100.49,228.33,333.56,1169.36,1169.36,1169.36,0,0,0,0,1307.05,112.615674,-1169.36,-1169.36,-1169.36,-1169.36016,137.6898404,-1056.744486,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1208,01,1,34.79,737.22,50.82,110.94,252.19,365.58,1551.54,1551.54,1551.54,0,0,0,0,737.18,67.28315603,-1551.54,-1551.54,-1551.54,-1551.535907,-814.3559068,-1484.252751,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1208,01,2,34.79,737.22,50.82,110.94,252.19,362.01,1547.97,1547.97,1547.97,0,0,0,0,595.51,57.06628788,-1547.97,-1547.97,-1547.97,-1547.969264,-952.4592635,-1490.902976,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1208,02,1,27.45,450.85,28.68,100.49,228.33,364.75,1200.55,1200.55,1200.55,0,0,0,0,5545.51,235.9836417,-1200.55,-1200.55,-1200.55,-1200.546889,4344.963111,-964.563247,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1208,02,2,27.45,450.85,28.68,100.49,228.33,361.18,1196.98,1196.98,1196.98,0,0,0,0,5545.51,226.2390844,-1196.98,-1196.98,-1196.98,-1196.980245,4348.529755,-970.741161,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1209,01,1,34.79,737.22,50.82,110.94,252.19,366.49,1552.44,1552.44,1552.44,0,0,0,0,4967.18,113.3933962,-1552.44,-1552.44,-1552.44,-1552.444107,3414.735893,-1439.050711,,,,,,,,,,,,,,,,,,
10-12 tahun,12,1209,01,2,34.79,737.22,50.82,110.94,252.19,363.01,1548.97,1548.97,1548.97,0,0,0,0,727.81,59.51188406,-1548.97,-1548.97,-1548.97,-1548.965138,-821.1551383,-1489.453254,,,,,,,,,,,,,,,,,,
