state,district,year,variable,value
Sarawak,Lawas,2021,multiple,17
Sarawak,Limbang,2021,multiple,64
Sarawak,Lubok Antu,2021,multiple,0
Sarawak,Lundu,2021,multiple,12
Sarawak,Maradong,2021,multiple,24
Sarawak,Marudi,2021,multiple,1
Sarawak,Matu,2021,multiple,11
Sarawak,Miri,2021,multiple,315
Sarawak,Mukah,2021,multiple,42
Sarawak,Pakan,2021,multiple,4
Sarawak,Saratok,2021,multiple,7
Sarawak,Sarikei,2021,multiple,105
Sarawak,Selangau,2021,multiple,2
Sarawak,Serian,2021,multiple,30
Sarawak,Sibu,2021,multiple,204
Sarawak,Simunjan,2021,multiple,18
Sarawak,Song,2021,multiple,2
Sarawak,Sri Aman,2021,multiple,62
Sarawak,Tatau,2021,multiple,7
Sarawak,Overall,2021,multiple,1749
Selangor,Gombak,2021,multiple,720
Selangor,Hulu Langat,2021,multiple,766
Selangor,Hulu Selangor,2021,multiple,260
Selangor,Klang,2021,multiple,1051
Selangor,Kuala Langat,2021,multiple,279
Selangor,Kuala Selangor,2021,multiple,249
Selangor,Petaling,2021,multiple,433
Selangor,Sabak Bernam,2021,multiple,179
Selangor,Sepang,2021,multiple,168
Selangor,Shah Alam,2021,multiple,505
Selangor,Subang Jaya,2021,multiple,631
Selangor,Overall,2021,multiple,5241
Terengganu,Besut,2021,multiple,297
Terengganu,Dungun,2021,multiple,232
Terengganu,Hulu Terengganu,2021,multiple,82
Terengganu,Kemaman,2021,multiple,221
Terengganu,Kuala Terengganu,2021,multiple,445
Terengganu,Marang,2021,multiple,129
Terengganu,Setiu,2021,multiple,57
Terengganu,Overall,2021,multiple,1463
W.P Kuala Lumpur,W.P Kuala Lumpur,2021,multiple,1410
W.P Labuan,W.P Labuan,2021,multiple,88
W.P Putrajaya,W.P Putrajaya,2021,multiple,87
 Overall,Overall,2021,multiple,28890
