state,district,year,variable,value
Sabah,Tawau,2021,mental,306
Sabah,Telupid,2021,mental,4
Sabah,Tenom,2021,mental,73
Sabah,Tongod,2021,mental,20
Sabah,Tuaran,2021,mental,50
Sabah,Overall,2021,mental,3029
Sarawak,Bau,2021,mental,98
Sarawak,Belaga,2021,mental,20
Sarawak,Betong,2021,mental,125
Sarawak,Bintulu,2021,mental,242
Sarawak,Dalat,2021,mental,20
Sarawak,Daro,2021,mental,8
Sarawak,Julau,2021,mental,9
Sarawak,Kanowit,2021,mental,36
Sarawak,Kapit,2021,mental,117
Sarawak,Kota Samarahan,2021,mental,394
Sarawak,Kuching,2021,mental,1622
Sarawak,Lawas,2021,mental,9
Sarawak,Limbang,2021,mental,120
Sarawak,Lubok Antu,2021,mental,5
Sarawak,Lundu,2021,mental,34
Sarawak,Maradong,2021,mental,54
Sarawak,Marudi,2021,mental,3
Sarawak,Matu,2021,mental,2
Sarawak,Miri,2021,mental,542
Sarawak,Mukah,2021,mental,100
Sarawak,Pakan,2021,mental,3
Sarawak,Saratok,2021,mental,10
Sarawak,Sarikei,2021,mental,183
Sarawak,Selangau,2021,mental,1
Sarawak,Serian,2021,mental,189
Sarawak,Sibu,2021,mental,663
Sarawak,Simunjan,2021,mental,47
Sarawak,Song,2021,mental,12
Sarawak,Sri Aman,2021,mental,156
Sarawak,Tatau,2021,mental,15
Sarawak,Overall,2021,mental,4839
Selangor,Gombak,2021,mental,872
Selangor,Hulu Langat,2021,mental,1260
Selangor,Hulu Selangor,2021,mental,346
Selangor,Klang,2021,mental,1142
Selangor,Kuala Langat,2021,mental,319
Selangor,Kuala Selangor,2021,mental,309
Selangor,Petaling,2021,mental,824
Selangor,Sabak Bernam,2021,mental,245
Selangor,Sepang,2021,mental,136
Selangor,Shah Alam,2021,mental,422
Selangor,Subang Jaya,2021,mental,816
Selangor,Overall,2021,mental,6691
Terengganu,Besut,2021,mental,341
Terengganu,Dungun,2021,mental,272
Terengganu,Hulu Terengganu,2021,mental,226
Terengganu,Kemaman,2021,mental,308
Terengganu,Kuala Terengganu,2021,mental,784
Terengganu,Marang,2021,mental,203
Terengganu,Setiu,2021,mental,115
Terengganu,Overall,2021,mental,2249
W.P Kuala Lumpur,W.P Kuala Lumpur,2021,mental,2971
W.P Labuan,W.P Labuan,2021,mental,100
W.P Putrajaya,W.P Putrajaya,2021,mental,96
 Overall,Overall,2021,mental,51599
Johor,Batu Pahat,2018,multiple,326
Johor,Johor Bahru,2018,multiple,1000
Johor,Kluang,2018,multiple,175
Johor,Kota Tinggi,2018,multiple,179
Johor,Kulaijaya,2018,multiple,153
Johor,Ledang,2018,multiple,176
Johor,Mersing,2018,multiple,75
Johor,Muar,2018,multiple,287
Johor,Pontian,2018,multiple,136
Johor,Segamat,2018,multiple,231
Johor,Overall,2018,multiple,2738
Kedah,Baling,2018,multiple,102
Kedah,Bandar Baharu,2018,multiple,85
Kedah,Kota Setar,2018,multiple,344
Kedah,Kuala Muda,2018,multiple,557
Kedah,Kubang Pasu,2018,multiple,203
Kedah,Kulim,2018,multiple,251
Kedah,Padang Terap,2018,multiple,75
Kedah,Pendang,2018,multiple,91
Kedah,Pokok Sena,2018,multiple,53
Kedah,Pulau Langkawi,2018,multiple,127
Kedah,Sik,2018,multiple,69
Kedah,Yan,2018,multiple,79
Kedah,Overall,2018,multiple,2036
Kelantan,Jajahah Jeli,2018,multiple,83
Kelantan,Bachok,2018,multiple,124
Kelantan,Gua Musang,2018,multiple,123
Kelantan,Kota Bharu,2018,multiple,616
Kelantan,Kuala Krai,2018,multiple,88
Kelantan,Machang,2018,multiple,93
Kelantan,Pasir Mas,2018,multiple,224
Kelantan,Pasir Puteh,2018,multiple,121
Kelantan,Tanah Merah,2018,multiple,104
Kelantan,Tumpat,2018,multiple,203
Kelantan,Overall,2018,multiple,1779
Melaka,Alor Gajah,2018,multiple,169
Melaka,Jasin,2018,multiple,210
Melaka,Melaka Tengah,2018,multiple,345
Melaka,Overall,2018,multiple,724
Negeri Sembilan,Jelebu,2018,multiple,61
Negeri Sembilan,Jempol,2018,multiple,156
Negeri Sembilan,Kuala Pilah,2018,multiple,99
Negeri Sembilan,Port Dickson,2018,multiple,131
Negeri Sembilan,Rembau,2018,multiple,62
Negeri Sembilan,Seremban,2018,multiple,485
Negeri Sembilan,Tampin,2018,multiple,103
Negeri Sembilan,Overall,2018,multiple,1097
Pahang,Bentong,2018,multiple,85
Pahang,Bera,2018,multiple,98
Pahang,Cameron Highlands,2018,multiple,26
Pahang,Jerantut,2018,multiple,149
Pahang,Kuantan,2018,multiple,303
Pahang,Lipis,2018,multiple,95
Pahang,Maran,2018,multiple,144
Pahang,Pekan,2018,multiple,154
Pahang,Raub,2018,multiple,74
Pahang,Rompin,2018,multiple,112
Pahang,Temerloh,2018,multiple,175
Pahang,Overall,2018,multiple,1415
Perak,Batang Padang,2018,multiple,126
Perak,Hilir Perak,2018,multiple,207
Perak,Kampar,2018,multiple,124
Perak,Kerian,2018,multiple,120
Perak,Kinta,2018,multiple,687
Perak,Kuala Kangsar,2018,multiple,158
Perak,Larut/ Matang/ Selama,2018,multiple,281
Perak,Manjung,2018,multiple,241
Perak,Perak Tengah,2018,multiple,141
Perak,Bagan Datuk,2018,multiple,0
Perak,Overall,2018,multiple,2166
Perlis,Perlis,2018,multiple,216
Pulau Pinang,Barat Daya,2018,multiple,151
Pulau Pinang,Seberang Perai Selatan,2018,multiple,125
Pulau Pinang,Seberang Perai Tengah,2018,multiple,250
Pulau Pinang,Seberang Perai Utara,2018,multiple,269
Pulau Pinang,Timur Laut,2018,multiple,308
Pulau Pinang,Overall,2018,multiple,1103
Sabah,Beaufort,2018,multiple,85
Sabah,Beluran,2018,multiple,27
Sabah,Kemabong,2018,multiple,2
Sabah,Keningau,2018,multiple,74
Sabah,Kota Belud,2018,multiple,78
Sabah,Kota Kinabalu,2018,multiple,294
Sabah,Kota Kinabatangan,2018,multiple,22
Sabah,Kota Marudu,2018,multiple,59
Sabah,Kuala Penyu,2018,multiple,13
Sabah,Kunak,2018,multiple,25
Sabah,Lahad Datu,2018,multiple,52
Sabah,Matunggong,2018,multiple,18
Sabah,Membakut,2018,multiple,28
Sabah,Menumbok,2018,multiple,11
Sabah,Nabawan,2018,multiple,56
Sabah,Papar,2018,multiple,31
Sabah,Penampang,2018,multiple,49
Sabah,Pitas,2018,multiple,42
Sabah,Putatan,2018,multiple,38
Sabah,Ranau,2018,multiple,114
Sabah,Sandakan,2018,multiple,157
Sabah,Semporna,2018,multiple,43
Sabah,Sipitang,2018,multiple,12
Sabah,Sook,2018,multiple,29
Sabah,Tambunan,2018,multiple,30
Sabah,Tamparuli,2018,multiple,31
Sabah,Tawau,2018,multiple,182
Sabah,Telupid,2018,multiple,3
Sabah,Tenom,2018,multiple,47
Sabah,Tongod,2018,multiple,45
Sabah,Tuaran,2018,multiple,59
Sabah,Overall,2018,multiple,1838
Sarawak,Bau,2018,multiple,18
Sarawak,Belaga,2018,multiple,3
Sarawak,Betong,2018,multiple,93
Sarawak,Bintulu,2018,multiple,78
Sarawak,Dalat,2018,multiple,6
Sarawak,Daro,2018,multiple,4
Sarawak,Julau,2018,multiple,3
Sarawak,Kanowit,2018,multiple,5
Sarawak,Kapit,2018,multiple,47
Sarawak,Kota Samarahan,2018,multiple,83
Sarawak,Kuching,2018,multiple,258
Sarawak,Limbang,2018,multiple,56
Sarawak,Lubok Antu,2018,multiple,0
Sarawak,Lundu,2018,multiple,11
Sarawak,Maradong,2018,multiple,23
Sarawak,Marudi,2018,multiple,0
Sarawak,Matu,2018,multiple,10
Sarawak,Miri,2018,multiple,252
Sarawak,Mukah,2018,multiple,37
Sarawak,Pakan,2018,multiple,0
Sarawak,Saratok,2018,multiple,2
Sarawak,Sarikei,2018,multiple,89
Sarawak,Selangau,2018,multiple,3
Sarawak,Serian,2018,multiple,17
Sarawak,Sibu,2018,multiple,161
Sarawak,Simunjan,2018,multiple,16
Sarawak,Song,2018,multiple,2
Sarawak,Sri Aman,2018,multiple,61
Sarawak,Tatau,2018,multiple,7
Sarawak,Overall,2018,multiple,1360
Selangor,Gombak,2018,multiple,590
Selangor,Hulu Langat,2018,multiple,608
Selangor,Hulu Selangor,2018,multiple,224
Selangor,Klang,2018,multiple,853
Selangor,Kuala Langat,2018,multiple,223
Selangor,Kuala Selangor,2018,multiple,230
Selangor,Petaling,2018,multiple,372
Selangor,Sabak Bernam,2018,multiple,155
Selangor,Sepang,2018,multiple,134
Selangor,Shah Alam,2018,multiple,367
Selangor,Subang Jaya,2018,multiple,443
Selangor,Overall,2018,multiple,4199
Terengganu,Besut,2018,multiple,244
Terengganu,Dungun,2018,multiple,201
Terengganu,Hulu Terengganu,2018,multiple,68
Terengganu,Kemaman,2018,multiple,148
Terengganu,Kuala Terengganu,2018,multiple,357
Terengganu,Marang,2018,multiple,102
Terengganu,Setiu,2018,multiple,52
Terengganu,Overall,2018,multiple,1172
W.P Kuala Lumpur,W.P Kuala Lumpur,2018,multiple,1118
W.P Labuan,W.P Labuan,2018,multiple,72
W.P Putrajaya,W.P Putrajaya,2018,multiple,39
 Overall,Overall,2018,multiple,23072
Johor,Batu Pahat,2019,multiple,350
Johor,Johor Bahru,2019,multiple,1126
Johor,Kluang,2019,multiple,195
Johor,Kota Tinggi,2019,multiple,199
Johor,Kulaijaya,2019,multiple,179
Johor,Ledang,2019,multiple,184
Johor,Mersing,2019,multiple,79
Johor,Muar,2019,multiple,319
Johor,Pontian,2019,multiple,143
Johor,Segamat,2019,multiple,260
Johor,Overall,2019,multiple,3034
Kedah,Baling,2019,multiple,117
Kedah,Bandar Baharu,2019,multiple,85
Kedah,Kota Setar,2019,multiple,371
Kedah,Kuala Muda,2019,multiple,628
Kedah,Kubang Pasu,2019,multiple,254
Kedah,Kulim,2019,multiple,269
Kedah,Padang Terap,2019,multiple,76
Kedah,Pendang,2019,multiple,98
Kedah,Pokok Sena,2019,multiple,64
Kedah,Pulau Langkawi,2019,multiple,140
Kedah,Sik,2019,multiple,72
Kedah,Yan,2019,multiple,84
Kedah,Overall,2019,multiple,2258
Kelantan,Jajahah Jeli,2019,multiple,91
Kelantan,Bachok,2019,multiple,138
Kelantan,Gua Musang,2019,multiple,135
Kelantan,Kota Bharu,2019,multiple,666
Kelantan,Kuala Krai,2019,multiple,102
Kelantan,Machang,2019,multiple,103
Kelantan,Pasir Mas,2019,multiple,251
Kelantan,Pasir Puteh,2019,multiple,131
Kelantan,Tanah Merah,2019,multiple,113
Kelantan,Tumpat,2019,multiple,218
Kelantan,Overall,2019,multiple,1948
Melaka,Alor Gajah,2019,multiple,178
Melaka,Jasin,2019,multiple,237
Melaka,Melaka Tengah,2019,multiple,392
Melaka,Overall,2019,multiple,807
Negeri Sembilan,Jelebu,2019,multiple,59
Negeri Sembilan,Jempol,2019,multiple,177
Negeri Sembilan,Kuala Pilah,2019,multiple,102
Negeri Sembilan,Port Dickson,2019,multiple,158
Negeri Sembilan,Rembau,2019,multiple,64
Negeri Sembilan,Seremban,2019,multiple,556
Negeri Sembilan,Tampin,2019,multiple,107
Negeri Sembilan,Overall,2019,multiple,1223
Pahang,Bentong,2019,multiple,97
Pahang,Bera,2019,multiple,105
Pahang,Cameron Highlands,2019,multiple,25
Pahang,Jerantut,2019,multiple,155
Pahang,Kuantan,2019,multiple,381
Pahang,Lipis,2019,multiple,96
Pahang,Maran,2019,multiple,156
Pahang,Pekan,2019,multiple,166
Pahang,Raub,2019,multiple,78
Pahang,Rompin,2019,multiple,124
Pahang,Temerloh,2019,multiple,193
Pahang,Overall,2019,multiple,1576
Perak,Batang Padang,2019,multiple,136
Perak,Hilir Perak,2019,multiple,223
Perak,Hulu Perak,2019,multiple,83
Perak,Kampar,2019,multiple,124
Perak,Kerian,2019,multiple,125
Perak,Kinta,2019,multiple,747
Perak,Kuala Kangsar,2019,multiple,165
Perak,Larut/ Matang/ Selama,2019,multiple,307
Perak,Manjung,2019,multiple,253
Perak,Perak Tengah,2019,multiple,146
Perak,Bagan Datuk,2019,multiple,0
Perak,Overall,2019,multiple,2309
Perlis,Perlis,2019,multiple,263
Pulau Pinang,Barat Daya,2019,multiple,160
Pulau Pinang,Seberang Perai Selatan,2019,multiple,137
Pulau Pinang,Seberang Perai Tengah,2019,multiple,280
Pulau Pinang,Seberang Perai Utara,2019,multiple,286
Pulau Pinang,Timur Laut,2019,multiple,359
Pulau Pinang,Overall,2019,multiple,1222
Sabah,Beaufort,2019,multiple,92
Sabah,Beluran,2019,multiple,31
Sabah,Kemabong,2019,multiple,1
Sabah,Keningau,2019,multiple,89
Sabah,Kota Belud,2019,multiple,86
Sabah,Kota Kinabalu,2019,multiple,335
Sabah,Kota Kinabatangan,2019,multiple,22
Sabah,Kota Marudu,2019,multiple,70
Sabah,Kuala Penyu,2019,multiple,12
Sabah,Kudat,2019,multiple,84
Sabah,Kunak,2019,multiple,25
Sabah,Lahad Datu,2019,multiple,65
Sabah,Matunggong,2019,multiple,24
Sabah,Membakut,2019,multiple,30
Sabah,Menumbok,2019,multiple,11
Sabah,Nabawan,2019,multiple,58
Sabah,Papar,2019,multiple,39
Sabah,Penampang,2019,multiple,51
Sabah,Pitas,2019,multiple,46
Sabah,Putatan,2019,multiple,42
Sabah,Ranau,2019,multiple,122
Sabah,Sandakan,2019,multiple,192
Sabah,Semporna,2019,multiple,51
Sabah,Sipitang,2019,multiple,11
Sabah,Sook,2019,multiple,31
Sabah,Tamparuli,2019,multiple,34
Sabah,Tawau,2019,multiple,213
Sabah,Telupid,2019,multiple,5
Sabah,Tenom,2019,multiple,51
Sabah,Tuaran,2019,multiple,64
Sabah,Overall,2019,multiple,2064
Sarawak,Bau,2019,multiple,19
Sarawak,Belaga,2019,multiple,2
Sarawak,Betong,2019,multiple,101
Sarawak,Bintulu,2019,multiple,88
Sarawak,Dalat,2019,multiple,5
Sarawak,Daro,2019,multiple,3
Sarawak,Julau,2019,multiple,2
Sarawak,Kanowit,2019,multiple,6
Sarawak,Kapit,2019,multiple,52
Sarawak,Kota Samarahan,2019,multiple,107
Sarawak,Kuching,2019,multiple,292
Sarawak,Limbang,2019,multiple,59
Sarawak,Lubok Antu,2019,multiple,0
Sarawak,Lundu,2019,multiple,10
Sarawak,Maradong,2019,multiple,22
Sarawak,Marudi,2019,multiple,0
Sarawak,Miri,2019,multiple,271
Sarawak,Mukah,2019,multiple,43
Sarawak,Pakan,2019,multiple,0
Sarawak,Saratok,2019,multiple,1
Sarawak,Sarikei,2019,multiple,94
Sarawak,Selangau,2019,multiple,2
Sarawak,Serian,2019,multiple,25
Sarawak,Sibu,2019,multiple,176
Sarawak,Simunjan,2019,multiple,15
Sarawak,Song,2019,multiple,1
Sarawak,Sri Aman,2019,multiple,60
Sarawak,Tatau,2019,multiple,7
Sarawak,Overall,2019,multiple,1487
Selangor,Gombak,2019,multiple,636
Selangor,Hulu Langat,2019,multiple,672
Selangor,Hulu Selangor,2019,multiple,238
Selangor,Klang,2019,multiple,919
Selangor,Kuala Langat,2019,multiple,252
Selangor,Kuala Selangor,2019,multiple,238
Selangor,Petaling,2019,multiple,398
Selangor,Sabak Bernam,2019,multiple,166
Selangor,Sepang,2019,multiple,152
Selangor,Shah Alam,2019,multiple,414
Selangor,Subang Jaya,2019,multiple,552
Selangor,Overall,2019,multiple,4637
Terengganu,Besut,2019,multiple,271
Terengganu,Dungun,2019,multiple,210
Terengganu,Hulu Terengganu,2019,multiple,77
Terengganu,Kemaman,2019,multiple,181
Terengganu,Kuala Terengganu,2019,multiple,392
Terengganu,Marang,2019,multiple,108
Terengganu,Setiu,2019,multiple,51
Terengganu,Overall,2019,multiple,1290
W.P Kuala Lumpur,W.P Kuala Lumpur,2019,multiple,1236
W.P Labuan,W.P Labuan,2019,multiple,79
 Overall,Overall,2019,multiple,25489
Johor,Batu Pahat,2020,multiple,368
Johor,Johor Bahru,2020,multiple,1207
Johor,Kluang,2020,multiple,208
Johor,Kota Tinggi,2020,multiple,227
Johor,Kulaijaya,2020,multiple,193
Johor,Ledang,2020,multiple,195
Johor,Mersing,2020,multiple,88
Johor,Muar,2020,multiple,350
Johor,Pontian,2020,multiple,153
Johor,Segamat,2020,multiple,293
Johor,Overall,2020,multiple,3282
Kedah,Baling,2020,multiple,125
Kedah,Bandar Baharu,2020,multiple,92
Kedah,Kota Setar,2020,multiple,390
Kedah,Kuala Muda,2020,multiple,662
Kedah,Kubang Pasu,2020,multiple,268
Kedah,Kulim,2020,multiple,298
Kedah,Padang Terap,2020,multiple,84
Kedah,Pendang,2020,multiple,114
Kedah,Pokok Sena,2020,multiple,74
Kedah,Pulau Langkawi,2020,multiple,142
Kedah,Sik,2020,multiple,79
Kedah,Yan,2020,multiple,88
Kedah,Overall,2020,multiple,2416
Kelantan,Jajahah Jeli,2020,multiple,96
Kelantan,Bachok,2020,multiple,171
Kelantan,Gua Musang,2020,multiple,148
Kelantan,Kota Bharu,2020,multiple,698
Kelantan,Kuala Krai,2020,multiple,107
Kelantan,Machang,2020,multiple,114
Kelantan,Pasir Mas,2020,multiple,273
Kelantan,Pasir Puteh,2020,multiple,147
Kelantan,Tanah Merah,2020,multiple,136
Kelantan,Tumpat,2020,multiple,233
Kelantan,Overall,2020,multiple,2123
Melaka,Alor Gajah,2020,multiple,186
Melaka,Jasin,2020,multiple,251
Melaka,Melaka Tengah,2020,multiple,446
Melaka,Overall,2020,multiple,883
Negeri Sembilan,Jelebu,2020,multiple,61
Negeri Sembilan,Jempol,2020,multiple,191
Negeri Sembilan,Kuala Pilah,2020,multiple,105
Negeri Sembilan,Port Dickson,2020,multiple,170
Negeri Sembilan,Rembau,2020,multiple,67
Negeri Sembilan,Seremban,2020,multiple,601
Negeri Sembilan,Tampin,2020,multiple,118
Negeri Sembilan,Overall,2020,multiple,1313
Pahang,Bentong,2020,multiple,103
Pahang,Bera,2020,multiple,108
Pahang,Cameron Highlands,2020,multiple,27
Pahang,Jerantut,2020,multiple,163
Pahang,Kuantan,2020,multiple,409
Pahang,Lipis,2020,multiple,102
Pahang,Maran,2020,multiple,162
Pahang,Pekan,2020,multiple,175
Pahang,Raub,2020,multiple,83
Pahang,Rompin,2020,multiple,131
Pahang,Temerloh,2020,multiple,209
Pahang,Overall,2020,multiple,1672
Perak,Batang Padang,2020,multiple,144
Perak,Hilir Perak,2020,multiple,230
Perak,Hulu Perak,2020,multiple,86
Perak,Kampar,2020,multiple,134
Perak,Kerian,2020,multiple,134
Perak,Kinta,2020,multiple,788
Perak,Kuala Kangsar,2020,multiple,178
Perak,Larut/ Matang/ Selama,2020,multiple,330
Perak,Manjung,2020,multiple,275
Perak,Perak Tengah,2020,multiple,150
Perak,Bagan Datuk,2020,multiple,0
Perak,Overall,2020,multiple,2449
Perlis,Perlis,2020,multiple,289
Pulau Pinang,Barat Daya,2020,multiple,167
Pulau Pinang,Seberang Perai Selatan,2020,multiple,140
Pulau Pinang,Seberang Perai Tengah,2020,multiple,292
Pulau Pinang,Seberang Perai Utara,2020,multiple,297
Pulau Pinang,Timur Laut,2020,multiple,387
Pulau Pinang,Overall,2020,multiple,1283
Sabah,Beaufort,2020,multiple,97
Sabah,Beluran,2020,multiple,34
Sabah,Kemabong,2020,multiple,2
Sabah,Keningau,2020,multiple,97
Sabah,Kota Belud,2020,multiple,92
Sabah,Kota Kinabalu,2020,multiple,353
Sabah,Kota Kinabatangan,2020,multiple,27
Sabah,Kota Marudu,2020,multiple,78
Sabah,Kuala Penyu,2020,multiple,13
Sabah,Kudat,2020,multiple,89
Sabah,Kunak,2020,multiple,26
Sabah,Lahad Datu,2020,multiple,75
Sabah,Matunggong,2020,multiple,28
Sabah,Membakut,2020,multiple,42
Sabah,Menumbok,2020,multiple,11
Sabah,Nabawan,2020,multiple,59
Sabah,Papar,2020,multiple,44
Sabah,Penampang,2020,multiple,53
Sabah,Pitas,2020,multiple,53
Sabah,Putatan,2020,multiple,55
Sabah,Ranau,2020,multiple,132
Sabah,Sandakan,2020,multiple,208
Sabah,Semporna,2020,multiple,57
Sabah,Sipitang,2020,multiple,12
Sabah,Tambunan,2020,multiple,36
Sabah,Tamparuli,2020,multiple,35
Sabah,Tawau,2020,multiple,224
Sabah,Telupid,2020,multiple,5
Sabah,Tenom,2020,multiple,53
Sabah,Tongod,2020,multiple,52
Sabah,Tuaran,2020,multiple,72
Sabah,Overall,2020,multiple,2246
Sarawak,Bau,2020,multiple,23
Sarawak,Belaga,2020,multiple,3
Sarawak,Betong,2020,multiple,106
Sarawak,Bintulu,2020,multiple,95
Sarawak,Dalat,2020,multiple,5
Sarawak,Daro,2020,multiple,4
Sarawak,Julau,2020,multiple,4
Sarawak,Kanowit,2020,multiple,7
Sarawak,Kapit,2020,multiple,55
Sarawak,Kota Samarahan,2020,multiple,115
Sarawak,Kuching,2020,multiple,322
Sarawak,Lawas,2020,multiple,16
Sarawak,Limbang,2020,multiple,66
Sarawak,Lubok Antu,2020,multiple,0
Sarawak,Lundu,2020,multiple,11
Sarawak,Maradong,2020,multiple,24
Sarawak,Marudi,2020,multiple,0
Sarawak,Matu,2020,multiple,9
Sarawak,Miri,2020,multiple,307
Sarawak,Mukah,2020,multiple,43
Sarawak,Pakan,2020,multiple,4
Sarawak,Saratok,2020,multiple,6
Sarawak,Sarikei,2020,multiple,99
Sarawak,Selangau,2020,multiple,3
Sarawak,Serian,2020,multiple,25
Sarawak,Sibu,2020,multiple,203
Sarawak,Simunjan,2020,multiple,15
Sarawak,Song,2020,multiple,2
Sarawak,Sri Aman,2020,multiple,62
Sarawak,Overall,2020,multiple,1641
Selangor,Gombak,2020,multiple,680
Selangor,Hulu Langat,2020,multiple,714
Selangor,Hulu Selangor,2020,multiple,253
Selangor,Klang,2020,multiple,989
Selangor,Kuala Langat,2020,multiple,265
Selangor,Kuala Selangor,2020,multiple,253
Selangor,Petaling,2020,multiple,415
Selangor,Sabak Bernam,2020,multiple,182
Selangor,Sepang,2020,multiple,161
Selangor,Shah Alam,2020,multiple,464
Selangor,Subang Jaya,2020,multiple,592
Selangor,Overall,2020,multiple,4968
Terengganu,Besut,2020,multiple,278
Terengganu,Dungun,2020,multiple,218
Terengganu,Hulu Terengganu,2020,multiple,79
Terengganu,Kemaman,2020,multiple,205
Terengganu,Kuala Terengganu,2020,multiple,415
Terengganu,Marang,2020,multiple,114
Terengganu,Setiu,2020,multiple,56
Terengganu,Overall,2020,multiple,1365
W.P Kuala Lumpur,W.P Kuala Lumpur,2020,multiple,1330
W.P Labuan,W.P Labuan,2020,multiple,82
W.P Putrajaya,W.P Putrajaya,2020,multiple,75
 Overall,Overall,2020,multiple,27417
Johor,Batu Pahat,2021,multiple,383
Johor,Johor Bahru,2021,multiple,1267
Johor,Kluang,2021,multiple,218
Johor,Kota Tinggi,2021,multiple,226
Johor,Kulaijaya,2021,multiple,204
Johor,Ledang,2021,multiple,203
Johor,Mersing,2021,multiple,91
Johor,Muar,2021,multiple,360
Johor,Pontian,2021,multiple,153
Johor,Segamat,2021,multiple,301
Johor,Overall,2021,multiple,3406
Kedah,Baling,2021,multiple,133
Kedah,Bandar Baharu,2021,multiple,93
Kedah,Kota Setar,2021,multiple,416
Kedah,Kuala Muda,2021,multiple,693
Kedah,Kubang Pasu,2021,multiple,286
Kedah,Kulim,2021,multiple,321
Kedah,Padang Terap,2021,multiple,95
Kedah,Pendang,2021,multiple,122
Kedah,Pokok Sena,2021,multiple,83
Kedah,Pulau Langkawi,2021,multiple,146
Kedah,Sik,2021,multiple,82
Kedah,Yan,2021,multiple,100
Kedah,Overall,2021,multiple,2570
Kelantan,Jajahah Jeli,2021,multiple,102
Kelantan,Bachok,2021,multiple,187
Kelantan,Gua Musang,2021,multiple,154
Kelantan,Kota Bharu,2021,multiple,730
Kelantan,Kuala Krai,2021,multiple,118
Kelantan,Machang,2021,multiple,116
Kelantan,Pasir Mas,2021,multiple,273
Kelantan,Pasir Puteh,2021,multiple,162
Kelantan,Tanah Merah,2021,multiple,149
Kelantan,Tumpat,2021,multiple,239
Kelantan,Overall,2021,multiple,2230
Melaka,Alor Gajah,2021,multiple,192
Melaka,Jasin,2021,multiple,260
Melaka,Melaka Tengah,2021,multiple,458
Melaka,Overall,2021,multiple,910
Negeri Sembilan,Jelebu,2021,multiple,63
Negeri Sembilan,Jempol,2021,multiple,207
Negeri Sembilan,Kuala Pilah,2021,multiple,114
Negeri Sembilan,Port Dickson,2021,multiple,179
Negeri Sembilan,Rembau,2021,multiple,69
Negeri Sembilan,Seremban,2021,multiple,634
Negeri Sembilan,Tampin,2021,multiple,127
Negeri Sembilan,Overall,2021,multiple,1393
Pahang,Bentong,2021,multiple,115
Pahang,Bera,2021,multiple,116
Pahang,Cameron Highlands,2021,multiple,31
Pahang,Jerantut,2021,multiple,176
Pahang,Kuantan,2021,multiple,398
Pahang,Lipis,2021,multiple,107
Pahang,Maran,2021,multiple,178
Pahang,Pekan,2021,multiple,188
Pahang,Raub,2021,multiple,96
Pahang,Rompin,2021,multiple,143
Pahang,Temerloh,2021,multiple,228
Pahang,Overall,2021,multiple,1776
Perak,Bagan Datuk,2021,multiple,3
Perak,Batang Padang,2021,multiple,152
Perak,Hilir Perak,2021,multiple,224
Perak,Hulu Perak,2021,multiple,92
Perak,Kampar,2021,multiple,133
Perak,Kerian,2021,multiple,140
Perak,Kinta,2021,multiple,837
Perak,Kuala Kangsar,2021,multiple,180
Perak,Larut/ Matang/ Selama,2021,multiple,339
Perak,Manjung,2021,multiple,273
Perak,Muallim,2021,multiple,1
Perak,Perak Tengah,2021,multiple,149
Perak,Overall,2021,multiple,2523
Perlis,Perlis,2021,multiple,305
Pulau Pinang,Barat Daya,2021,multiple,179
Pulau Pinang,Seberang Perai Selatan,2021,multiple,158
Pulau Pinang,Seberang Perai Tengah,2021,multiple,301
Pulau Pinang,Seberang Perai Utara,2021,multiple,303
Pulau Pinang,Timur Laut,2021,multiple,393
Pulau Pinang,Overall,2021,multiple,1334
Sabah,Beaufort,2021,multiple,97
Sabah,Beluran,2021,multiple,35
Sabah,Kemabong,2021,multiple,2
Sabah,Keningau,2021,multiple,103
Sabah,Kota Belud,2021,multiple,93
Sabah,Kota Kinabalu,2021,multiple,386
Sabah,Kota Kinabatangan,2021,multiple,29
Sabah,Kota Marudu,2021,multiple,83
Sabah,Kuala Penyu,2021,multiple,13
Sabah,Kudat,2021,multiple,91
Sabah,Kunak,2021,multiple,32
Sabah,Lahad Datu,2021,multiple,86
Sabah,Matunggong,2021,multiple,29
Sabah,Membakut,2021,multiple,43
Sabah,Menumbok,2021,multiple,13
Sabah,Nabawan,2021,multiple,60
Sabah,Papar,2021,multiple,48
Sabah,Penampang,2021,multiple,58
Sabah,Pitas,2021,multiple,54
Sabah,Putatan,2021,multiple,59
Sabah,Ranau,2021,multiple,140
Sabah,Sandakan,2021,multiple,229
Sabah,Semporna,2021,multiple,62
Sabah,Sipitang,2021,multiple,18
Sabah,Sook,2021,multiple,32
Sabah,Tambunan,2021,multiple,38
Sabah,Tamparuli,2021,multiple,40
Sabah,Tawau,2021,multiple,237
Sabah,Telupid,2021,multiple,5
Sabah,Tenom,2021,multiple,57
Sabah,Tongod,2021,multiple,53
Sabah,Tuaran,2021,multiple,80
Sabah,Overall,2021,multiple,2405
Sarawak,Bau,2021,multiple,29
Sarawak,Belaga,2021,multiple,4
Sarawak,Betong,2021,multiple,113
Sarawak,Bintulu,2021,multiple,110
Sarawak,Dalat,2021,multiple,5
Sarawak,Daro,2021,multiple,5
Sarawak,Julau,2021,multiple,6
Sarawak,Kanowit,2021,multiple,8
Sarawak,Kapit,2021,multiple,57
Sarawak,Kota Samarahan,2021,multiple,121
Sarawak,Kuching,2021,multiple,364
