date,time,state,city,latitude,longitude,temperature_2m,relativehumidity_2m,rain,windspeed_10m,weathercode,description
2026-08-22,07:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,26.2,89,0.0,5.2,1,Clouds generally dissolving or becoming less developed
2026-08-22,07:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,24.3,94,0.0,2.4,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,26.1,89,0.0,5.2,1,Clouds generally dissolving or becoming less developed
2026-08-22,07:00:00,Perak,Ipoh,4.6,101.07,23.8,100,0.0,6.7,3,Clouds generally forming or developing
2026-08-22,07:00:00,Sabah,Kota Kinabalu,5.975,116.0725,25.9,80,0.0,3.6,3,Clouds generally forming or developing
2026-08-22,07:00:00,Johor,Johor Bahru,1.4556,103.7611,24.6,93,0.0,2.9,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Kedah,Alor Setar,6.1167,100.3667,24.3,96,0.0,5.1,1,Clouds generally dissolving or becoming less developed
2026-08-22,07:00:00,Selangor,Shah Alam,3.0833,101.5333,26.3,85,0.0,7.8,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Pahang,Kuala Lipis,4.184,102.042,25.1,91,0.0,3.6,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Perak,Teluk Intan,4.0259,101.0213,25.3,96,0.0,4.5,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Melaka,Melaka,2.1889,102.2511,25.3,85,0.0,12.2,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Pahang,Raub,3.7931,101.8569,24.2,88,0.0,5.7,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,25.9,82,0.0,8.7,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Johor,Kluang,2.0336,103.3194,23.5,90,0.0,7.7,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Pulau Pinang,George Town,5.4145,100.3292,26.0,99,0.2,2.5,51,"Drizzle, not freezing, continuous 	slight at time of observation"
2026-08-22,07:00:00,Terengganu,Cukai,4.2332,103.4479,26.9,88,0.0,13.1,51,"Drizzle, not freezing, continuous 	slight at time of observation"
2026-08-22,07:00:00,Johor,Muar,2.05,102.56,24.7,89,0.0,10.1,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Selangor,Klang,3.0333,101.45,26.9,81,0.0,9.9,0,Cloud development not observed or not observable
2026-08-22,07:00:00,Kedah,Sungai Petani,5.65,100.48,24.7,98,0.0,4.3,1,Clouds generally dissolving or becoming less developed
2026-08-22,07:00:00,Selangor,Petaling Jaya,3.1073,101.6067,24.8,92,0.0,3.6,0,Cloud development not observed or not observable
