weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
2,State of sky on the whole unchanged,09:00:00,26.9,86,0.0,1.5,Kedah,Sungai Petani,5.65,100.48,2024-08-10
3,Clouds generally forming or developing,09:00:00,26.9,88,0.0,2.7,Selangor,Shah Alam,3.0833,101.5333,2024-08-10
0,Cloud development not observed or not observable,09:00:00,27.1,85,0.0,1.5,Negeri Sembilan,Seremban,2.7297,101.9381,2024-08-10
3,Clouds generally forming or developing,09:00:00,27.4,91,0.0,4.5,Sarawak,Sibu,2.3,111.8167,2024-08-10
2,State of sky on the whole unchanged,09:00:00,26.9,87,0.0,5.6,Johor,Johor Bahru,1.4556,103.7611,2024-08-10
2,State of sky on the whole unchanged,09:00:00,27.3,81,0.0,0.7,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-08-10
3,Clouds generally forming or developing,09:00:00,26.9,88,0.0,2.7,Selangor,Petaling Jaya,3.1073,101.6067,2024-08-10
1,Clouds generally dissolving or becoming less developed,09:00:00,27.1,89,0.0,1.1,Perak,Teluk Intan,4.0259,101.0213,2024-08-10
3,Clouds generally forming or developing,09:00:00,28.4,86,0.0,3.4,Sarawak,Kuching,1.5397,110.3542,2024-08-10
2,State of sky on the whole unchanged,09:00:00,26.3,92,0.0,1.4,Johor,Batu Pahat,1.85,102.93,2024-08-10
2,State of sky on the whole unchanged,09:00:00,26.3,85,0.0,6.6,Kelantan,Kota Bharu,6.1333,102.25,2024-08-10
3,Clouds generally forming or developing,09:00:00,28.4,84,0.0,2.9,Sabah,Kota Kinabalu,5.975,116.0725,2024-08-10
3,Clouds generally forming or developing,09:00:00,26.8,89,0.0,1.1,Perlis,Kangar,6.4333,100.2,2024-08-10
1,Clouds generally dissolving or becoming less developed,09:00:00,26.6,88,0.0,1.6,Putrajaya,Putrajaya,2.93,101.69,2024-08-10
3,Clouds generally forming or developing,09:00:00,27.9,82,0.0,7.6,Sabah,Sandakan,5.8388,118.1173,2024-08-10
2,State of sky on the whole unchanged,09:00:00,27.9,84,0.0,5.6,Sabah,Tawau,4.2448,117.8911,2024-08-10
3,Clouds generally forming or developing,09:00:00,27.6,84,0.0,3.2,Labuan,Labuan,5.2803,115.2475,2024-08-10
1,Clouds generally dissolving or becoming less developed,09:00:00,26.8,87,0.0,3.2,Johor,Muar,2.05,102.56,2024-08-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",09:00:00,26.0,95,0.0,1.8,Johor,Kluang,2.0336,103.3194,2024-08-10
3,Clouds generally forming or developing,09:00:00,27.1,88,0.0,4.9,Pahang,Kuantan,3.8167,103.3333,2024-08-10
3,Clouds generally forming or developing,09:00:00,26.3,90,0.0,1.8,Kedah,Alor Setar,6.1167,100.3667,2024-08-10
3,Clouds generally forming or developing,09:00:00,26.6,89,0.0,3.9,Selangor,Klang,3.0333,101.45,2024-08-10
0,Cloud development not observed or not observable,09:00:00,27.6,81,0.0,1.1,Terengganu,Kuala Terengganu,5.3303,103.1408,2024-08-10
2,State of sky on the whole unchanged,09:00:00,27.2,83,0.0,2.5,Perak,Ipoh,4.6,101.07,2024-08-10
3,Clouds generally forming or developing,09:00:00,28.3,80,0.0,6.1,Sabah,Lahad Datu,5.03,118.34,2024-08-10
2,State of sky on the whole unchanged,09:00:00,26.7,87,0.0,2.2,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2024-08-10
2,State of sky on the whole unchanged,09:00:00,26.4,88,0.0,1.1,Pahang,Kuala Lipis,4.184,102.042,2024-08-10
3,Clouds generally forming or developing,09:00:00,28.2,84,0.0,7.8,Sarawak,Miri,4.4028,113.9933,2024-08-10
2,State of sky on the whole unchanged,09:00:00,26.0,90,0.0,1.3,Pahang,Raub,3.7931,101.8569,2024-08-10
2,State of sky on the whole unchanged,09:00:00,27.2,87,0.0,2.5,Pulau Pinang,George Town,5.4145,100.3292,2024-08-10
3,Clouds generally forming or developing,09:00:00,27.6,86,0.0,5.0,Terengganu,Cukai,4.2332,103.4479,2024-08-10
2,State of sky on the whole unchanged,09:00:00,27.2,87,0.0,2.5,Pulau Pinang,Butterworth,5.3992,100.3639,2024-08-10
3,Clouds generally forming or developing,09:00:00,28.3,85,0.0,9.4,Sarawak,Bintulu,3.17,113.03,2024-08-10
2,State of sky on the whole unchanged,09:00:00,27.4,83,0.0,0.4,Perak,Taiping,4.85,100.7333,2024-08-10
1,Clouds generally dissolving or becoming less developed,09:00:00,26.6,90,0.0,3.8,Melaka,Melaka,2.1889,102.2511,2024-08-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,26.7,95,0.0,3.1,Sarawak,Kuching,1.5397,110.3542,2024-08-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,24.5,95,0.0,2.3,Perak,Ipoh,4.6,101.07,2024-08-10
1,Clouds generally dissolving or becoming less developed,08:00:00,25.4,95,0.0,3.0,Melaka,Melaka,2.1889,102.2511,2024-08-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,24.0,98,0.0,1.3,Pahang,Raub,3.7931,101.8569,2024-08-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,24.1,97,0.0,1.9,Terengganu,Kuala Terengganu,5.3303,103.1408,2024-08-10
