weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
2,State of sky on the whole unchanged,10:00:00,29.5,77,0.0,4.7,Sarawak,Bintulu,3.17,113.03,2024-10-10
1,Clouds generally dissolving or becoming less developed,10:00:00,29.9,73,0.0,6.2,Sabah,Sandakan,5.8388,118.1173,2024-10-10
2,State of sky on the whole unchanged,10:00:00,29.8,72,0.0,4.5,Sabah,Lahad Datu,5.03,118.34,2024-10-10
3,Clouds generally forming or developing,10:00:00,28.2,84,0.0,3.5,Kedah,Sungai Petani,5.65,100.48,2024-10-10
2,State of sky on the whole unchanged,10:00:00,30.5,68,0.0,4.3,Sabah,Kota Kinabalu,5.975,116.0725,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.4,86,0.0,3.7,Melaka,Melaka,2.1889,102.2511,2024-10-10
2,State of sky on the whole unchanged,10:00:00,28.8,79,0.0,2.9,Sabah,Tawau,4.2448,117.8911,2024-10-10
3,Clouds generally forming or developing,10:00:00,28.2,78,0.0,6.5,Perak,Taiping,4.85,100.7333,2024-10-10
3,Clouds generally forming or developing,10:00:00,28.9,79,0.0,4.3,Sarawak,Sibu,2.3,111.8167,2024-10-10
2,State of sky on the whole unchanged,10:00:00,28.2,84,0.0,3.3,Johor,Kluang,2.0336,103.3194,2024-10-10
80,"Rain shower(s), slight",10:00:00,28.4,85,0.0,2.8,Perlis,Kangar,6.4333,100.2,2024-10-10
80,"Rain shower(s), slight",10:00:00,27.5,84,0.0,4.3,Pulau Pinang,George Town,5.4145,100.3292,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,26.6,83,0.0,1.8,Selangor,Petaling Jaya,3.1073,101.6067,2024-10-10
3,Clouds generally forming or developing,10:00:00,27.6,83,0.0,3.6,Pahang,Kuantan,3.8167,103.3333,2024-10-10
80,"Rain shower(s), slight",10:00:00,28.8,80,0.0,4.9,Sarawak,Kuching,1.5397,110.3542,2024-10-10
80,"Rain shower(s), slight",10:00:00,27.5,86,0.0,7.6,Perak,Teluk Intan,4.0259,101.0213,2024-10-10
3,Clouds generally forming or developing,10:00:00,28.8,82,0.0,2.5,Terengganu,Kuala Terengganu,5.3303,103.1408,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,26.6,83,0.0,1.8,Selangor,Shah Alam,3.0833,101.5333,2024-10-10
80,"Rain shower(s), slight",10:00:00,28.3,81,0.0,2.2,Johor,Batu Pahat,1.85,102.93,2024-10-10
3,Clouds generally forming or developing,10:00:00,28.6,80,0.0,5.3,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2024-10-10
80,"Rain shower(s), slight",10:00:00,27.8,85,0.0,1.8,Kedah,Alor Setar,6.1167,100.3667,2024-10-10
80,"Rain shower(s), slight",10:00:00,28.2,82,0.0,1.8,Johor,Muar,2.05,102.56,2024-10-10
80,"Rain shower(s), slight",10:00:00,27.6,84,0.0,4.3,Pulau Pinang,Butterworth,5.3992,100.3639,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,26.6,89,0.0,1.8,Putrajaya,Putrajaya,2.93,101.69,2024-10-10
3,Clouds generally forming or developing,10:00:00,28.3,81,0.0,2.8,Terengganu,Cukai,4.2332,103.4479,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.2,87,0.0,2.1,Negeri Sembilan,Seremban,2.7297,101.9381,2024-10-10
80,"Rain shower(s), slight",10:00:00,27.2,82,0.0,2.6,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-10-10
3,Clouds generally forming or developing,10:00:00,29.2,75,0.0,7.3,Sarawak,Miri,4.4028,113.9933,2024-10-10
3,Clouds generally forming or developing,10:00:00,28.4,80,0.0,5.3,Perak,Ipoh,4.6,101.07,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,26.6,86,0.0,1.6,Selangor,Klang,3.0333,101.45,2024-10-10
80,"Rain shower(s), slight",10:00:00,28.4,84,0.0,3.9,Johor,Johor Bahru,1.4556,103.7611,2024-10-10
2,State of sky on the whole unchanged,10:00:00,29.3,76,0.0,3.9,Labuan,Labuan,5.2803,115.2475,2024-10-10
3,Clouds generally forming or developing,10:00:00,27.4,81,0.0,0.8,Pahang,Raub,3.7931,101.8569,2024-10-10
80,"Rain shower(s), slight",10:00:00,27.1,86,0.0,2.0,Pahang,Kuala Lipis,4.184,102.042,2024-10-10
2,State of sky on the whole unchanged,10:00:00,28.6,79,0.0,5.0,Kelantan,Kota Bharu,6.1333,102.25,2024-10-10
2,State of sky on the whole unchanged,09:00:00,26.8,86,0.0,5.2,Kelantan,Kota Bharu,6.1333,102.25,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",09:00:00,27.1,87,0.0,0.5,Johor,Muar,2.05,102.56,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",09:00:00,26.0,88,0.0,0.8,Selangor,Shah Alam,3.0833,101.5333,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",09:00:00,26.0,88,0.0,0.8,Selangor,Petaling Jaya,3.1073,101.6067,2024-10-10
3,Clouds generally forming or developing,09:00:00,27.2,85,0.0,2.7,Perak,Ipoh,4.6,101.07,2024-10-10
2,State of sky on the whole unchanged,09:00:00,27.1,90,0.0,1.8,Kedah,Sungai Petani,5.65,100.48,2024-10-10
3,Clouds generally forming or developing,09:00:00,28.2,83,0.0,6.6,Sarawak,Bintulu,3.17,113.03,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",09:00:00,25.8,92,0.0,2.0,Putrajaya,Putrajaya,2.93,101.69,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",09:00:00,27.2,87,0.0,3.1,Pulau Pinang,Butterworth,5.3992,100.3639,2024-10-10
2,State of sky on the whole unchanged,09:00:00,28.8,77,0.0,1.0,Sabah,Lahad Datu,5.03,118.34,2024-10-10
2,State of sky on the whole unchanged,09:00:00,27.4,84,0.0,0.8,Johor,Batu Pahat,1.85,102.93,2024-10-10
3,Clouds generally forming or developing,09:00:00,26.5,89,0.0,6.1,Perak,Teluk Intan,4.0259,101.0213,2024-10-10
3,Clouds generally forming or developing,09:00:00,26.9,85,0.0,3.9,Pahang,Kuantan,3.8167,103.3333,2024-10-10
3,Clouds generally forming or developing,09:00:00,27.3,85,0.0,2.7,Terengganu,Cukai,4.2332,103.4479,2024-10-10
1,Clouds generally dissolving or becoming less developed,09:00:00,28.5,80,0.0,4.8,Labuan,Labuan,5.2803,115.2475,2024-10-10
3,Clouds generally forming or developing,09:00:00,28.1,83,0.0,8.2,Sarawak,Miri,4.4028,113.9933,2024-10-10
80,"Rain shower(s), slight",09:00:00,27.5,89,0.0,3.3,Johor,Johor Bahru,1.4556,103.7611,2024-10-10
3,Clouds generally forming or developing,09:00:00,26.2,92,0.0,1.9,Pahang,Kuala Lipis,4.184,102.042,2024-10-10
3,Clouds generally forming or developing,09:00:00,26.2,87,0.0,1.0,Pahang,Raub,3.7931,101.8569,2024-10-10
1,Clouds generally dissolving or becoming less developed,09:00:00,29.4,74,0.0,1.8,Sabah,Kota Kinabalu,5.975,116.0725,2024-10-10
3,Clouds generally forming or developing,09:00:00,27.4,84,0.0,5.1,Perak,Taiping,4.85,100.7333,2024-10-10
3,Clouds generally forming or developing,09:00:00,27.7,85,0.0,4.9,Sarawak,Sibu,2.3,111.8167,2024-10-10
2,State of sky on the whole unchanged,09:00:00,27.9,85,0.0,4.3,Sarawak,Kuching,1.5397,110.3542,2024-10-10
2,State of sky on the whole unchanged,09:00:00,28.0,84,0.0,3.1,Sabah,Tawau,4.2448,117.8911,2024-10-10
2,State of sky on the whole unchanged,09:00:00,27.1,88,0.0,1.0,Johor,Kluang,2.0336,103.3194,2024-10-10
2,State of sky on the whole unchanged,09:00:00,27.4,90,0.0,0.8,Perlis,Kangar,6.4333,100.2,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",09:00:00,25.9,89,0.0,1.5,Selangor,Klang,3.0333,101.45,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",09:00:00,26.9,88,0.0,1.5,Melaka,Melaka,2.1889,102.2511,2024-10-10
2,State of sky on the whole unchanged,09:00:00,28.6,79,0.0,6.4,Sabah,Sandakan,5.8388,118.1173,2024-10-10
80,"Rain shower(s), slight",09:00:00,26.4,89,0.0,1.8,Negeri Sembilan,Seremban,2.7297,101.9381,2024-10-10
3,Clouds generally forming or developing,09:00:00,27.4,89,0.0,2.3,Terengganu,Kuala Terengganu,5.3303,103.1408,2024-10-10
80,"Rain shower(s), slight",09:00:00,26.3,88,0.0,2.2,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-10-10
3,Clouds generally forming or developing,09:00:00,26.8,91,0.0,2.3,Kedah,Alor Setar,6.1167,100.3667,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",09:00:00,27.1,87,0.0,3.1,Pulau Pinang,George Town,5.4145,100.3292,2024-10-10
2,State of sky on the whole unchanged,09:00:00,27.4,85,0.0,1.1,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2024-10-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,25.2,96,0.0,1.1,Pahang,Kuala Lipis,4.184,102.042,2024-10-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,24.4,97,0.0,1.3,Pahang,Raub,3.7931,101.8569,2024-10-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,25.2,98,0.0,0.7,Johor,Kluang,2.0336,103.3194,2024-10-10
80,"Rain shower(s), slight",08:00:00,25.5,92,0.0,2.0,Negeri Sembilan,Seremban,2.7297,101.9381,2024-10-10
3,Clouds generally forming or developing,08:00:00,26.4,92,0.0,5.3,Sarawak,Sibu,2.3,111.8167,2024-10-10
3,Clouds generally forming or developing,08:00:00,26.2,87,0.0,4.1,Pahang,Kuantan,3.8167,103.3333,2024-10-10
3,Clouds generally forming or developing,08:00:00,25.4,93,0.0,4.3,Perak,Teluk Intan,4.0259,101.0213,2024-10-10
2,State of sky on the whole unchanged,08:00:00,27.1,89,0.0,3.6,Sabah,Tawau,4.2448,117.8911,2024-10-10
3,Clouds generally forming or developing,08:00:00,26.2,90,0.0,3.4,Terengganu,Cukai,4.2332,103.4479,2024-10-10
2,State of sky on the whole unchanged,08:00:00,27.6,84,0.0,4.7,Labuan,Labuan,5.2803,115.2475,2024-10-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,25.8,98,0.0,1.6,Perlis,Kangar,6.4333,100.2,2024-10-10
80,"Rain shower(s), slight",08:00:00,26.7,90,0.0,2.4,Pulau Pinang,Butterworth,5.3992,100.3639,2024-10-10
2,State of sky on the whole unchanged,08:00:00,27.5,87,0.0,3.1,Sabah,Lahad Datu,5.03,118.34,2024-10-10
3,Clouds generally forming or developing,08:00:00,25.2,91,0.0,5.2,Kelantan,Kota Bharu,6.1333,102.25,2024-10-10
3,Clouds generally forming or developing,08:00:00,26.7,90,0.0,4.5,Perak,Taiping,4.85,100.7333,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",08:00:00,25.8,90,0.0,1.8,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-10-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,25.3,97,0.0,2.1,Kedah,Sungai Petani,5.65,100.48,2024-10-10
1,Clouds generally dissolving or becoming less developed,08:00:00,28.1,80,0.0,0.8,Sabah,Kota Kinabalu,5.975,116.0725,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",08:00:00,25.1,95,0.0,1.5,Putrajaya,Putrajaya,2.93,101.69,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",08:00:00,25.6,90,0.0,1.0,Selangor,Klang,3.0333,101.45,2024-10-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,26.1,95,0.0,2.5,Johor,Johor Bahru,1.4556,103.7611,2024-10-10
2,State of sky on the whole unchanged,08:00:00,26.4,91,0.0,1.3,Johor,Muar,2.05,102.56,2024-10-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,24.6,98,0.0,1.5,Terengganu,Kuala Terengganu,5.3303,103.1408,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",08:00:00,25.5,93,0.0,1.1,Selangor,Shah Alam,3.0833,101.5333,2024-10-10
2,State of sky on the whole unchanged,08:00:00,27.0,90,0.0,5.6,Sarawak,Bintulu,3.17,113.03,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",08:00:00,26.4,90,0.0,1.1,Melaka,Melaka,2.1889,102.2511,2024-10-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",08:00:00,25.5,93,0.0,1.1,Selangor,Petaling Jaya,3.1073,101.6067,2024-10-10
80,"Rain shower(s), slight",08:00:00,26.7,90,0.0,2.4,Pulau Pinang,George Town,5.4145,100.3292,2024-10-10
3,Clouds generally forming or developing,08:00:00,25.6,91,0.0,1.3,Perak,Ipoh,4.6,101.07,2024-10-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,25.1,98,0.0,2.7,Kedah,Alor Setar,6.1167,100.3667,2024-10-10
3,Clouds generally forming or developing,08:00:00,26.9,89,0.0,7.7,Sarawak,Miri,4.4028,113.9933,2024-10-10
2,State of sky on the whole unchanged,08:00:00,27.2,86,0.0,5.3,Sabah,Sandakan,5.8388,118.1173,2024-10-10
2,State of sky on the whole unchanged,08:00:00,26.2,92,0.0,2.6,Sarawak,Kuching,1.5397,110.3542,2024-10-10
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,25.0,95,0.0,2.5,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2024-10-10
2,State of sky on the whole unchanged,08:00:00,25.5,94,0.0,1.3,Johor,Batu Pahat,1.85,102.93,2024-10-10
3,Clouds generally forming or developing,07:00:00,25.8,90,0.0,1.6,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-10-10
