weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
3,Clouds generally forming or developing,10:00:00,28.3,79,0.0,4.1,Sabah,Lahad Datu,5.03,118.34,2025-08-26
3,Clouds generally forming or developing,10:00:00,27.8,83,0.0,10.9,Kedah,Alor Setar,6.1167,100.3667,2025-08-26
3,Clouds generally forming or developing,10:00:00,29.0,77,0.0,9.9,Pulau Pinang,George Town,5.4145,100.3292,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.9,77,0.0,9.5,Johor,Batu Pahat,1.85,102.93,2025-08-26
3,Clouds generally forming or developing,10:00:00,27.7,81,0.0,6.4,Sabah,Tawau,4.2448,117.8911,2025-08-26
2,State of sky on the whole unchanged,10:00:00,28.8,73,0.0,5.8,Sarawak,Sibu,2.3,111.8167,2025-08-26
2,State of sky on the whole unchanged,10:00:00,28.4,82,0.0,3.6,Terengganu,Kuala Terengganu,5.3303,103.1408,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.8,77,0.0,9.9,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2025-08-26
1,Clouds generally dissolving or becoming less developed,10:00:00,28.7,79,0.0,7.6,Sarawak,Bintulu,3.17,113.03,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.1,86,0.0,5.8,Kelantan,Kota Bharu,6.1333,102.25,2025-08-26
3,Clouds generally forming or developing,10:00:00,26.7,69,0.0,3.1,Pahang,Raub,3.7931,101.8569,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.7,77,0.0,10.0,Johor,Muar,2.05,102.56,2025-08-26
3,Clouds generally forming or developing,10:00:00,29.0,77,0.0,9.9,Pulau Pinang,Butterworth,5.3992,100.3639,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.9,75,0.0,8.2,Selangor,Petaling Jaya,3.1073,101.6067,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.2,81,0.0,8.8,Selangor,Klang,3.0333,101.45,2025-08-26
80,"Rain shower(s), slight",10:00:00,28.0,81,0.0,8.3,Johor,Kluang,2.0336,103.3194,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.0,83,0.0,6.1,Sarawak,Miri,4.4028,113.9933,2025-08-26
2,State of sky on the whole unchanged,10:00:00,28.4,66,0.0,2.4,Perak,Ipoh,4.6,101.07,2025-08-26
2,State of sky on the whole unchanged,10:00:00,28.4,77,0.0,3.3,Sarawak,Kuching,1.5397,110.3542,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.6,68,0.0,13.5,Perak,Taiping,4.85,100.7333,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.5,80,0.0,5.4,Kedah,Sungai Petani,5.65,100.48,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.1,66,0.0,3.4,Pahang,Kuala Lipis,4.184,102.042,2025-08-26
3,Clouds generally forming or developing,10:00:00,27.4,85,0.0,4.9,Negeri Sembilan,Seremban,2.7297,101.9381,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.7,78,0.0,9.2,Selangor,Shah Alam,3.0833,101.5333,2025-08-26
3,Clouds generally forming or developing,10:00:00,30.7,60,0.0,5.4,Sabah,Kota Kinabalu,5.975,116.0725,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.9,78,0.0,14.2,Terengganu,Cukai,4.2332,103.4479,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.9,77,0.0,5.4,Labuan,Labuan,5.2803,115.2475,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.0,82,0.0,6.4,Putrajaya,Putrajaya,2.93,101.69,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.5,79,0.0,9.7,Melaka,Melaka,2.1889,102.2511,2025-08-26
3,Clouds generally forming or developing,10:00:00,29.1,75,0.0,8.2,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.6,78,0.0,8.8,Pahang,Kuantan,3.8167,103.3333,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.9,78,0.0,10.3,Johor,Johor Bahru,1.4556,103.7611,2025-08-26
3,Clouds generally forming or developing,10:00:00,28.4,86,0.0,9.3,Perlis,Kangar,6.4333,100.2,2025-08-26
3,Clouds generally forming or developing,09:00:00,27.8,79,0.0,5.8,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2025-08-26
3,Clouds generally forming or developing,09:00:00,26.1,89,0.0,3.9,Negeri Sembilan,Seremban,2.7297,101.9381,2025-08-26
3,Clouds generally forming or developing,09:00:00,27.9,82,0.0,6.0,Pulau Pinang,George Town,5.4145,100.3292,2025-08-26
3,Clouds generally forming or developing,09:00:00,26.2,90,0.0,4.1,Kedah,Sungai Petani,5.65,100.48,2025-08-26
3,Clouds generally forming or developing,09:00:00,27.2,88,0.0,10.5,Kedah,Alor Setar,6.1167,100.3667,2025-08-26
3,Clouds generally forming or developing,09:00:00,27.1,84,0.0,5.3,Sabah,Tawau,4.2448,117.8911,2025-08-26
3,Clouds generally forming or developing,09:00:00,27.7,82,0.0,6.0,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2025-08-26
3,Clouds generally forming or developing,09:00:00,25.0,77,0.0,3.1,Pahang,Raub,3.7931,101.8569,2025-08-26
3,Clouds generally forming or developing,09:00:00,26.9,84,0.0,2.1,Sabah,Lahad Datu,5.03,118.34,2025-08-26
2,State of sky on the whole unchanged,09:00:00,27.9,83,0.0,7.9,Sarawak,Bintulu,3.17,113.03,2025-08-26
3,Clouds generally forming or developing,09:00:00,27.3,84,0.0,7.1,Selangor,Shah Alam,3.0833,101.5333,2025-08-26
3,Clouds generally forming or developing,09:00:00,27.5,84,0.0,5.5,Pahang,Kuantan,3.8167,103.3333,2025-08-26
3,Clouds generally forming or developing,09:00:00,29.6,63,0.0,3.5,Sabah,Kota Kinabalu,5.975,116.0725,2025-08-26
80,"Rain shower(s), slight",09:00:00,27.2,82,0.0,6.9,Johor,Johor Bahru,1.4556,103.7611,2025-08-26
3,Clouds generally forming or developing,09:00:00,28.0,82,0.0,6.0,Pulau Pinang,Butterworth,5.3992,100.3639,2025-08-26
3,Clouds generally forming or developing,09:00:00,28.4,78,0.0,7.8,Johor,Muar,2.05,102.56,2025-08-26
80,"Rain shower(s), slight",09:00:00,27.9,81,0.0,8.9,Melaka,Melaka,2.1889,102.2511,2025-08-26
3,Clouds generally forming or developing,09:00:00,26.0,76,0.0,2.9,Perak,Ipoh,4.6,101.07,2025-08-26
3,Clouds generally forming or developing,09:00:00,27.3,88,0.0,2.5,Johor,Kluang,2.0336,103.3194,2025-08-26
3,Clouds generally forming or developing,09:00:00,28.1,81,0.0,4.9,Labuan,Labuan,5.2803,115.2475,2025-08-26
