date,time,state,city,latitude,longitude,temperature_2m,relativehumidity_2m,rain,windspeed_10m,weathercode,description
2024-09-04,10:00:00,Selangor,Petaling Jaya,3.1073,101.6067,27.5,82,0.0,1.8,80,"Rain shower(s), slight"
2024-09-04,10:00:00,Kelantan,Kota Bharu,6.1333,102.25,29.6,81,0.0,5.9,3,Clouds generally forming or developing
2024-09-04,10:00:00,Johor,Muar,2.05,102.56,27.4,87,0.0,7.8,80,"Rain shower(s), slight"
2024-09-04,10:00:00,Selangor,Shah Alam,3.0833,101.5333,27.5,82,0.0,1.8,80,"Rain shower(s), slight"
2024-09-04,10:00:00,Kedah,Alor Setar,6.1167,100.3667,28.3,83,0.0,1.8,2,State of sky on the whole unchanged
2024-09-04,10:00:00,Johor,Batu Pahat,1.85,102.93,27.0,89,0.0,3.4,80,"Rain shower(s), slight"
2024-09-04,10:00:00,Johor,Kluang,2.0336,103.3194,27.2,85,0.0,8.8,3,Clouds generally forming or developing
2024-09-04,10:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,29.3,76,0.0,7.4,2,State of sky on the whole unchanged
2024-09-04,10:00:00,Pahang,Kuala Lipis,4.184,102.042,28.8,75,0.0,1.8,3,Clouds generally forming or developing
2024-09-04,10:00:00,Sabah,Tawau,4.2448,117.8911,28.5,81,0.0,9.3,2,State of sky on the whole unchanged
2024-09-04,10:00:00,Selangor,Klang,3.0333,101.45,27.8,84,0.0,1.9,80,"Rain shower(s), slight"
2024-09-04,10:00:00,Perak,Ipoh,4.6,101.07,28.9,69,0.0,1.8,3,Clouds generally forming or developing
2024-09-04,10:00:00,Melaka,Melaka,2.1889,102.2511,28.0,86,0.0,6.2,80,"Rain shower(s), slight"
2024-09-04,10:00:00,Sarawak,Bintulu,3.17,113.03,29.4,78,0.0,10.2,3,Clouds generally forming or developing
2024-09-04,10:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.5,82,0.0,6.6,2,State of sky on the whole unchanged
2024-09-04,10:00:00,Sarawak,Miri,4.4028,113.9933,29.4,77,0.0,8.0,1,Clouds generally dissolving or becoming less developed
2024-09-04,10:00:00,Sabah,Lahad Datu,5.03,118.34,29.3,75,0.0,9.4,1,Clouds generally dissolving or becoming less developed
2024-09-04,10:00:00,Pulau Pinang,George Town,5.4145,100.3292,28.5,82,0.0,6.6,2,State of sky on the whole unchanged
2024-09-04,10:00:00,Perlis,Kangar,6.4333,100.2,28.6,86,0.0,5.1,3,Clouds generally forming or developing
2024-09-04,10:00:00,Perak,Taiping,4.85,100.7333,29.1,72,0.0,3.0,3,Clouds generally forming or developing
2024-09-04,10:00:00,Sarawak,Sibu,2.3,111.8167,27.8,86,0.0,7.7,3,Clouds generally forming or developing
2024-09-04,10:00:00,Labuan,Labuan,5.2803,115.2475,30.0,74,0.0,6.5,3,Clouds generally forming or developing
2024-09-04,10:00:00,Pahang,Kuantan,3.8167,103.3333,29.0,82,0.0,10.0,3,Clouds generally forming or developing
2024-09-04,10:00:00,Putrajaya,Putrajaya,2.93,101.69,27.8,80,0.0,2.1,80,"Rain shower(s), slight"
2024-09-04,10:00:00,Sabah,Sandakan,5.8388,118.1173,29.2,78,0.0,8.9,2,State of sky on the whole unchanged
2024-09-04,10:00:00,Kedah,Sungai Petani,5.65,100.48,29.0,79,0.0,3.4,2,State of sky on the whole unchanged
2024-09-04,10:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,29.6,82,0.0,1.5,3,Clouds generally forming or developing
2024-09-04,10:00:00,Perak,Teluk Intan,4.0259,101.0213,28.7,82,0.0,1.4,80,"Rain shower(s), slight"
2024-09-04,10:00:00,Terengganu,Cukai,4.2332,103.4479,29.4,79,0.0,10.0,3,Clouds generally forming or developing
2024-09-04,10:00:00,Sabah,Kota Kinabalu,5.975,116.0725,31.0,67,0.0,7.2,2,State of sky on the whole unchanged
2024-09-04,10:00:00,Pahang,Raub,3.7931,101.8569,28.1,78,0.0,2.6,3,Clouds generally forming or developing
2024-09-04,10:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,27.3,82,0.0,2.1,80,"Rain shower(s), slight"
2024-09-04,10:00:00,Sarawak,Kuching,1.5397,110.3542,27.5,84,0.0,7.4,3,Clouds generally forming or developing
2024-09-04,10:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,28.4,77,0.0,5.1,2,State of sky on the whole unchanged
2024-09-04,10:00:00,Johor,Johor Bahru,1.4556,103.7611,28.8,77,0.0,10.5,80,"Rain shower(s), slight"
2024-09-04,09:00:00,Labuan,Labuan,5.2803,115.2475,29.2,78,0.0,6.1,2,State of sky on the whole unchanged
2024-09-04,09:00:00,Perlis,Kangar,6.4333,100.2,27.7,88,0.0,2.0,3,Clouds generally forming or developing
2024-09-04,09:00:00,Pahang,Raub,3.7931,101.8569,26.2,86,0.0,1.6,3,Clouds generally forming or developing
2024-09-04,09:00:00,Selangor,Klang,3.0333,101.45,26.9,87,0.0,3.3,80,"Rain shower(s), slight"
2024-09-04,09:00:00,Sarawak,Bintulu,3.17,113.03,27.9,85,0.0,10.4,3,Clouds generally forming or developing
2024-09-04,09:00:00,Sabah,Tawau,4.2448,117.8911,27.6,86,0.0,9.8,2,State of sky on the whole unchanged
2024-09-04,09:00:00,Pulau Pinang,George Town,5.4145,100.3292,27.6,86,0.0,6.4,2,State of sky on the whole unchanged
2024-09-04,09:00:00,Putrajaya,Putrajaya,2.93,101.69,26.5,88,0.0,0.8,3,Clouds generally forming or developing
