weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
80,"Rain shower(s), slight",10:00:00,26.7,86,0.0,4.9,Selangor,Klang,3.0333,101.45,2024-10-15
80,"Rain shower(s), slight",10:00:00,28.7,77,0.0,8.9,Sabah,Kota Kinabalu,5.975,116.0725,2024-10-15
80,"Rain shower(s), slight",10:00:00,28.3,83,0.0,8.9,Pahang,Kuantan,3.8167,103.3333,2024-10-15
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.9,83,0.0,3.6,Perlis,Kangar,6.4333,100.2,2024-10-15
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.0,89,0.0,2.9,Perak,Teluk Intan,4.0259,101.0213,2024-10-15
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,25.9,93,0.0,7.7,Johor,Kluang,2.0336,103.3194,2024-10-15
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.1,82,0.0,5.4,Kedah,Alor Setar,6.1167,100.3667,2024-10-15
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.5,84,0.0,2.2,Perak,Taiping,4.85,100.7333,2024-10-15
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.4,81,0.0,3.2,Kedah,Sungai Petani,5.65,100.48,2024-10-15
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.3,88,0.0,10.9,Johor,Johor Bahru,1.4556,103.7611,2024-10-15
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,26.2,89,0.0,2.2,Selangor,Shah Alam,3.0833,101.5333,2024-10-15
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,26.2,89,0.0,2.2,Selangor,Petaling Jaya,3.1073,101.6067,2024-10-15
80,"Rain shower(s), slight",10:00:00,26.7,86,0.0,0.8,Putrajaya,Putrajaya,2.93,101.69,2024-10-15
80,"Rain shower(s), slight",10:00:00,26.7,87,0.0,7.1,Johor,Batu Pahat,1.85,102.93,2024-10-15
80,"Rain shower(s), slight",10:00:00,27.5,79,0.0,9.0,Johor,Muar,2.05,102.56,2024-10-15
80,"Rain shower(s), slight",10:00:00,28.8,79,0.0,5.7,Sabah,Lahad Datu,5.03,118.34,2024-10-15
80,"Rain shower(s), slight",10:00:00,26.6,85,0.0,0.7,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-10-15
1,Clouds generally dissolving or becoming less developed,10:00:00,29.9,71,0.0,6.0,Sabah,Sandakan,5.8388,118.1173,2024-10-15
3,Clouds generally forming or developing,10:00:00,27.9,82,0.0,2.3,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2024-10-15
3,Clouds generally forming or developing,10:00:00,28.1,83,0.0,7.8,Kelantan,Kota Bharu,6.1333,102.25,2024-10-15
3,Clouds generally forming or developing,10:00:00,27.1,85,0.0,1.1,Pahang,Raub,3.7931,101.8569,2024-10-15
3,Clouds generally forming or developing,10:00:00,27.6,82,0.0,6.9,Labuan,Labuan,5.2803,115.2475,2024-10-15
3,Clouds generally forming or developing,10:00:00,27.8,82,0.0,1.8,Pulau Pinang,Butterworth,5.3992,100.3639,2024-10-15
3,Clouds generally forming or developing,10:00:00,28.8,77,0.0,5.6,Sarawak,Kuching,1.5397,110.3542,2024-10-15
3,Clouds generally forming or developing,10:00:00,27.6,82,0.0,2.8,Pahang,Kuala Lipis,4.184,102.042,2024-10-15
2,State of sky on the whole unchanged,10:00:00,29.2,77,0.0,4.7,Sabah,Tawau,4.2448,117.8911,2024-10-15
