weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
2,State of sky on the whole unchanged,10:00:00,29.3,74,0.0,8.3,Sabah,Sandakan,5.8388,118.1173,2025-07-05
3,Clouds generally forming or developing,10:00:00,28.7,74,0.0,3.3,Selangor,Klang,3.0333,101.45,2025-07-05
3,Clouds generally forming or developing,10:00:00,28.8,78,0.0,7.6,Johor,Muar,2.05,102.56,2025-07-05
2,State of sky on the whole unchanged,10:00:00,29.0,77,0.0,3.4,Kedah,Sungai Petani,5.65,100.48,2025-07-05
3,Clouds generally forming or developing,10:00:00,28.7,76,0.0,0.8,Putrajaya,Putrajaya,2.93,101.69,2025-07-05
3,Clouds generally forming or developing,10:00:00,28.2,80,0.0,2.5,Perak,Ipoh,4.6,101.07,2025-07-05
3,Clouds generally forming or developing,10:00:00,28.8,76,0.0,3.1,Selangor,Shah Alam,3.0833,101.5333,2025-07-05
3,Clouds generally forming or developing,10:00:00,28.4,80,0.0,7.3,Pahang,Kuantan,3.8167,103.3333,2025-07-05
3,Clouds generally forming or developing,10:00:00,29.0,78,0.0,6.2,Johor,Batu Pahat,1.85,102.93,2025-07-05
3,Clouds generally forming or developing,10:00:00,29.5,75,0.0,3.6,Pulau Pinang,Butterworth,5.3992,100.3639,2025-07-05
3,Clouds generally forming or developing,10:00:00,28.5,79,0.0,4.0,Perak,Teluk Intan,4.0259,101.0213,2025-07-05
1,Clouds generally dissolving or becoming less developed,10:00:00,29.6,70,0.0,10.6,Labuan,Labuan,5.2803,115.2475,2025-07-05
3,Clouds generally forming or developing,10:00:00,29.4,75,0.0,3.6,Pulau Pinang,George Town,5.4145,100.3292,2025-07-05
2,State of sky on the whole unchanged,10:00:00,29.5,76,0.0,7.0,Sarawak,Kuching,1.5397,110.3542,2025-07-05
2,State of sky on the whole unchanged,10:00:00,29.3,78,0.0,9.4,Perlis,Kangar,6.4333,100.2,2025-07-05
2,State of sky on the whole unchanged,10:00:00,28.7,77,0.0,10.5,Kedah,Alor Setar,6.1167,100.3667,2025-07-05
3,Clouds generally forming or developing,10:00:00,28.1,82,0.0,12.1,Sarawak,Miri,4.4028,113.9933,2025-07-05
2,State of sky on the whole unchanged,10:00:00,28.3,81,0.0,10.5,Terengganu,Cukai,4.2332,103.4479,2025-07-05
2,State of sky on the whole unchanged,10:00:00,28.5,79,0.0,5.9,Sabah,Tawau,4.2448,117.8911,2025-07-05
2,State of sky on the whole unchanged,10:00:00,29.1,79,0.0,8.5,Sarawak,Bintulu,3.17,113.03,2025-07-05
2,State of sky on the whole unchanged,10:00:00,27.7,81,0.0,3.5,Pahang,Kuala Lipis,4.184,102.042,2025-07-05
1,Clouds generally dissolving or becoming less developed,10:00:00,29.1,81,0.0,6.4,Kelantan,Kota Bharu,6.1333,102.25,2025-07-05
2,State of sky on the whole unchanged,10:00:00,28.7,81,0.0,6.8,Johor,Kluang,2.0336,103.3194,2025-07-05
3,Clouds generally forming or developing,10:00:00,30.9,61,0.0,9.2,Sabah,Kota Kinabalu,5.975,116.0725,2025-07-05
2,State of sky on the whole unchanged,10:00:00,29.1,73,0.0,10.1,Sabah,Lahad Datu,5.03,118.34,2025-07-05
3,Clouds generally forming or developing,10:00:00,28.9,74,0.0,1.8,Selangor,Petaling Jaya,3.1073,101.6067,2025-07-05
3,Clouds generally forming or developing,10:00:00,28.6,75,0.0,2.3,Negeri Sembilan,Seremban,2.7297,101.9381,2025-07-05
3,Clouds generally forming or developing,10:00:00,29.1,79,0.0,7.2,Johor,Johor Bahru,1.4556,103.7611,2025-07-05
2,State of sky on the whole unchanged,10:00:00,28.6,84,0.0,3.7,Terengganu,Kuala Terengganu,5.3303,103.1408,2025-07-05
2,State of sky on the whole unchanged,10:00:00,28.2,81,0.0,1.8,Perak,Taiping,4.85,100.7333,2025-07-05
2,State of sky on the whole unchanged,10:00:00,29.4,77,0.0,7.2,Sarawak,Sibu,2.3,111.8167,2025-07-05
3,Clouds generally forming or developing,10:00:00,29.1,74,0.0,1.8,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2025-07-05
3,Clouds generally forming or developing,09:00:00,26.8,87,0.0,3.3,Selangor,Shah Alam,3.0833,101.5333,2025-07-05
3,Clouds generally forming or developing,09:00:00,27.1,84,0.0,5.0,Kedah,Sungai Petani,5.65,100.48,2025-07-05
3,Clouds generally forming or developing,09:00:00,26.7,86,0.0,1.8,Putrajaya,Putrajaya,2.93,101.69,2025-07-05
3,Clouds generally forming or developing,09:00:00,26.6,89,0.0,4.0,Perak,Teluk Intan,4.0259,101.0213,2025-07-05
3,Clouds generally forming or developing,09:00:00,26.8,89,0.0,3.4,Pahang,Kuantan,3.8167,103.3333,2025-07-05
3,Clouds generally forming or developing,09:00:00,27.2,86,0.0,6.9,Terengganu,Cukai,4.2332,103.4479,2025-07-05
3,Clouds generally forming or developing,09:00:00,27.0,89,0.0,1.8,Johor,Kluang,2.0336,103.3194,2025-07-05
3,Clouds generally forming or developing,09:00:00,29.9,63,0.0,7.1,Sabah,Kota Kinabalu,5.975,116.0725,2025-07-05
3,Clouds generally forming or developing,09:00:00,28.1,85,0.0,3.5,Johor,Batu Pahat,1.85,102.93,2025-07-05
3,Clouds generally forming or developing,09:00:00,27.9,87,0.0,3.7,Johor,Johor Bahru,1.4556,103.7611,2025-07-05
3,Clouds generally forming or developing,09:00:00,27.7,86,0.0,9.8,Sarawak,Miri,4.4028,113.9933,2025-07-05
3,Clouds generally forming or developing,09:00:00,27.1,82,0.0,1.1,Selangor,Petaling Jaya,3.1073,101.6067,2025-07-05
3,Clouds generally forming or developing,09:00:00,28.7,78,0.0,5.1,Johor,Muar,2.05,102.56,2025-07-05
2,State of sky on the whole unchanged,09:00:00,29.1,78,0.0,6.1,Perlis,Kangar,6.4333,100.2,2025-07-05
2,State of sky on the whole unchanged,09:00:00,27.1,87,0.0,3.4,Terengganu,Kuala Terengganu,5.3303,103.1408,2025-07-05
2,State of sky on the whole unchanged,09:00:00,28.0,83,0.0,5.7,Perak,Taiping,4.85,100.7333,2025-07-05
3,Clouds generally forming or developing,09:00:00,27.3,82,0.0,1.1,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2025-07-05
2,State of sky on the whole unchanged,09:00:00,26.7,89,0.0,1.3,Negeri Sembilan,Seremban,2.7297,101.9381,2025-07-05
