weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,24.1,97,0.0,3.7,Perak,Ipoh,4.6,101.07,2026-02-13
3,Clouds generally forming or developing,08:00:00,25.2,83,0.0,1.4,Putrajaya,Putrajaya,2.93,101.69,2026-02-13
3,Clouds generally forming or developing,08:00:00,25.4,88,0.0,4.7,Johor,Johor Bahru,1.4556,103.7611,2026-02-13
3,Clouds generally forming or developing,08:00:00,20.7,97,0.0,5.5,Pahang,Raub,3.7931,101.8569,2026-02-13
2,State of sky on the whole unchanged,08:00:00,27.2,81,0.0,2.3,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-02-13
3,Clouds generally forming or developing,08:00:00,24.0,92,0.0,5.0,Kelantan,Kota Bharu,6.1333,102.25,2026-02-13
3,Clouds generally forming or developing,08:00:00,25.3,87,0.0,6.1,Terengganu,Cukai,4.2332,103.4479,2026-02-13
3,Clouds generally forming or developing,08:00:00,22.5,95,0.0,2.6,Pahang,Kuala Lipis,4.184,102.042,2026-02-13
1,Clouds generally dissolving or becoming less developed,08:00:00,26.3,83,0.0,9.4,Perlis,Kangar,6.4333,100.2,2026-02-13
3,Clouds generally forming or developing,08:00:00,26.5,87,0.0,4.0,Sabah,Kota Kinabalu,5.975,116.0725,2026-02-13
0,Cloud development not observed or not observable,08:00:00,26.1,81,0.0,15.7,Kedah,Alor Setar,6.1167,100.3667,2026-02-13
2,State of sky on the whole unchanged,08:00:00,25.2,87,0.0,2.9,Selangor,Shah Alam,3.0833,101.5333,2026-02-13
3,Clouds generally forming or developing,08:00:00,25.6,85,0.0,17.4,Melaka,Melaka,2.1889,102.2511,2026-02-13
2,State of sky on the whole unchanged,08:00:00,27.4,81,0.0,2.3,Pulau Pinang,Butterworth,5.3992,100.3639,2026-02-13
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",08:00:00,25.9,89,0.0,12.4,Sarawak,Miri,4.4028,113.9933,2026-02-13
0,Cloud development not observed or not observable,08:00:00,24.8,84,0.0,3.4,Kedah,Sungai Petani,5.65,100.48,2026-02-13
3,Clouds generally forming or developing,08:00:00,24.9,92,0.0,6.2,Johor,Batu Pahat,1.85,102.93,2026-02-13
80,"Rain shower(s), slight",08:00:00,25.9,92,0.0,6.5,Sabah,Tawau,4.2448,117.8911,2026-02-13
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",08:00:00,26.2,87,0.0,11.9,Labuan,Labuan,5.2803,115.2475,2026-02-13
2,State of sky on the whole unchanged,08:00:00,25.2,87,0.0,1.1,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-02-13
2,State of sky on the whole unchanged,08:00:00,27.3,93,0.0,2.5,Perak,Taiping,4.85,100.7333,2026-02-13
80,"Rain shower(s), slight",08:00:00,25.2,93,0.0,4.7,Sabah,Sandakan,5.8388,118.1173,2026-02-13
3,Clouds generally forming or developing,08:00:00,25.3,90,0.0,4.3,Sabah,Lahad Datu,5.03,118.34,2026-02-13
2,State of sky on the whole unchanged,08:00:00,26.4,80,0.0,2.8,Selangor,Klang,3.0333,101.45,2026-02-13
80,"Rain shower(s), slight",08:00:00,25.8,92,0.0,9.1,Sarawak,Bintulu,3.17,113.03,2026-02-13
3,Clouds generally forming or developing,08:00:00,23.8,94,0.0,3.2,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-02-13
2,State of sky on the whole unchanged,08:00:00,25.0,87,0.0,1.1,Selangor,Petaling Jaya,3.1073,101.6067,2026-02-13
3,Clouds generally forming or developing,08:00:00,24.8,80,0.0,5.4,Negeri Sembilan,Seremban,2.7297,101.9381,2026-02-13
3,Clouds generally forming or developing,08:00:00,24.0,92,0.0,4.3,Pahang,Kuantan,3.8167,103.3333,2026-02-13
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",08:00:00,24.6,95,0.0,3.6,Sarawak,Sibu,2.3,111.8167,2026-02-13
3,Clouds generally forming or developing,08:00:00,26.1,85,0.0,16.6,Johor,Muar,2.05,102.56,2026-02-13
3,Clouds generally forming or developing,08:00:00,24.9,92,0.0,4.4,Johor,Kluang,2.0336,103.3194,2026-02-13
3,Clouds generally forming or developing,07:00:00,23.9,93,0.0,4.9,Kelantan,Kota Bharu,6.1333,102.25,2026-02-13
3,Clouds generally forming or developing,07:00:00,25.3,86,0.0,6.5,Terengganu,Cukai,4.2332,103.4479,2026-02-13
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",07:00:00,25.6,92,0.0,9.0,Sarawak,Bintulu,3.17,113.03,2026-02-13
2,State of sky on the whole unchanged,07:00:00,22.4,95,0.0,2.5,Pahang,Kuala Lipis,4.184,102.042,2026-02-13
1,Clouds generally dissolving or becoming less developed,07:00:00,26.2,83,0.0,9.7,Perlis,Kangar,6.4333,100.2,2026-02-13
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,24.2,97,0.0,4.6,Perak,Ipoh,4.6,101.07,2026-02-13
3,Clouds generally forming or developing,07:00:00,26.5,78,0.0,3.1,Selangor,Klang,3.0333,101.45,2026-02-13
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",07:00:00,26.0,90,0.0,10.4,Labuan,Labuan,5.2803,115.2475,2026-02-13
2,State of sky on the whole unchanged,07:00:00,27.4,93,0.0,3.0,Perak,Taiping,4.85,100.7333,2026-02-13
1,Clouds generally dissolving or becoming less developed,07:00:00,25.4,82,0.0,3.4,Kedah,Sungai Petani,5.65,100.48,2026-02-13
3,Clouds generally forming or developing,07:00:00,25.3,88,0.0,5.1,Johor,Johor Bahru,1.4556,103.7611,2026-02-13
3,Clouds generally forming or developing,07:00:00,20.5,98,0.0,5.6,Pahang,Raub,3.7931,101.8569,2026-02-13
3,Clouds generally forming or developing,07:00:00,23.8,93,0.0,4.8,Pahang,Kuantan,3.8167,103.3333,2026-02-13
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",07:00:00,26.0,89,0.0,10.6,Sarawak,Miri,4.4028,113.9933,2026-02-13
0,Cloud development not observed or not observable,07:00:00,26.2,80,0.0,17.0,Kedah,Alor Setar,6.1167,100.3667,2026-02-13
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,23.7,96,0.0,2.5,Sabah,Lahad Datu,5.03,118.34,2026-02-13
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,24.1,98,0.0,3.0,Sarawak,Sibu,2.3,111.8167,2026-02-13
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,23.5,96,0.0,3.2,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-02-13
2,State of sky on the whole unchanged,07:00:00,27.2,81,0.0,2.3,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-02-13
3,Clouds generally forming or developing,07:00:00,25.2,86,0.0,2.6,Selangor,Shah Alam,3.0833,101.5333,2026-02-13
3,Clouds generally forming or developing,07:00:00,25.1,77,0.0,5.6,Negeri Sembilan,Seremban,2.7297,101.9381,2026-02-13
3,Clouds generally forming or developing,07:00:00,26.1,90,0.0,3.3,Sabah,Kota Kinabalu,5.975,116.0725,2026-02-13
2,State of sky on the whole unchanged,07:00:00,27.5,81,0.0,2.3,Pulau Pinang,Butterworth,5.3992,100.3639,2026-02-13
