weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
3,Clouds generally forming or developing,10:00:00,29.2,77,0.0,5.9,Sabah,Tawau,4.2448,117.8911,2025-09-01
3,Clouds generally forming or developing,10:00:00,28.3,85,0.0,13.1,Terengganu,Cukai,4.2332,103.4479,2025-09-01
3,Clouds generally forming or developing,10:00:00,28.4,81,0.0,3.6,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2025-09-01
3,Clouds generally forming or developing,10:00:00,27.6,84,0.0,5.2,Putrajaya,Putrajaya,2.93,101.69,2025-09-01
3,Clouds generally forming or developing,10:00:00,28.3,80,0.0,1.6,Kedah,Alor Setar,6.1167,100.3667,2025-09-01
3,Clouds generally forming or developing,10:00:00,27.7,82,0.0,9.1,Selangor,Shah Alam,3.0833,101.5333,2025-09-01
3,Clouds generally forming or developing,10:00:00,29.1,78,0.0,3.3,Perlis,Kangar,6.4333,100.2,2025-09-01
3,Clouds generally forming or developing,10:00:00,27.5,84,0.0,3.9,Negeri Sembilan,Seremban,2.7297,101.9381,2025-09-01
2,State of sky on the whole unchanged,10:00:00,29.3,76,0.0,7.4,Sarawak,Kuching,1.5397,110.3542,2025-09-01
2,State of sky on the whole unchanged,10:00:00,29.5,72,0.0,8.5,Sabah,Lahad Datu,5.03,118.34,2025-09-01
3,Clouds generally forming or developing,10:00:00,28.3,84,0.0,10.5,Pahang,Kuantan,3.8167,103.3333,2025-09-01
2,State of sky on the whole unchanged,10:00:00,28.3,80,0.0,3.3,Perak,Ipoh,4.6,101.07,2025-09-01
1,Clouds generally dissolving or becoming less developed,10:00:00,29.1,75,0.0,10.5,Labuan,Labuan,5.2803,115.2475,2025-09-01
3,Clouds generally forming or developing,10:00:00,27.7,78,0.0,7.9,Selangor,Petaling Jaya,3.1073,101.6067,2025-09-01
80,"Rain shower(s), slight",10:00:00,27.7,87,0.0,7.3,Johor,Johor Bahru,1.4556,103.7611,2025-09-01
3,Clouds generally forming or developing,10:00:00,27.6,89,0.0,4.7,Kelantan,Kota Bharu,6.1333,102.25,2025-09-01
3,Clouds generally forming or developing,10:00:00,27.8,83,0.0,11.8,Melaka,Melaka,2.1889,102.2511,2025-09-01
3,Clouds generally forming or developing,10:00:00,27.9,75,0.0,3.1,Pahang,Kuala Lipis,4.184,102.042,2025-09-01
3,Clouds generally forming or developing,10:00:00,28.6,81,0.0,3.6,Pulau Pinang,George Town,5.4145,100.3292,2025-09-01
1,Clouds generally dissolving or becoming less developed,10:00:00,29.3,72,0.0,4.8,Sarawak,Bintulu,3.17,113.03,2025-09-01
1,Clouds generally dissolving or becoming less developed,10:00:00,28.3,81,0.0,11.3,Sarawak,Miri,4.4028,113.9933,2025-09-01
3,Clouds generally forming or developing,10:00:00,28.0,78,0.0,7.9,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2025-09-01
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.4,85,0.0,10.2,Johor,Batu Pahat,1.85,102.93,2025-09-01
80,"Rain shower(s), slight",10:00:00,26.7,88,0.0,6.5,Johor,Kluang,2.0336,103.3194,2025-09-01
3,Clouds generally forming or developing,10:00:00,28.4,84,0.0,4.6,Kedah,Sungai Petani,5.65,100.48,2025-09-01
3,Clouds generally forming or developing,10:00:00,25.6,72,0.0,1.8,Pahang,Raub,3.7931,101.8569,2025-09-01
3,Clouds generally forming or developing,10:00:00,28.6,81,0.0,3.6,Pulau Pinang,Butterworth,5.3992,100.3639,2025-09-01
3,Clouds generally forming or developing,10:00:00,28.1,86,0.0,2.1,Terengganu,Kuala Terengganu,5.3303,103.1408,2025-09-01
1,Clouds generally dissolving or becoming less developed,10:00:00,30.5,67,0.0,11.3,Sabah,Kota Kinabalu,5.975,116.0725,2025-09-01
80,"Rain shower(s), slight",10:00:00,27.4,85,0.0,12.4,Johor,Muar,2.05,102.56,2025-09-01
1,Clouds generally dissolving or becoming less developed,10:00:00,30.1,71,0.0,5.9,Sarawak,Sibu,2.3,111.8167,2025-09-01
3,Clouds generally forming or developing,10:00:00,28.2,81,0.0,6.1,Perak,Taiping,4.85,100.7333,2025-09-01
3,Clouds generally forming or developing,10:00:00,27.5,83,0.0,8.6,Selangor,Klang,3.0333,101.45,2025-09-01
80,"Rain shower(s), slight",09:00:00,27.4,86,0.0,11.5,Melaka,Melaka,2.1889,102.2511,2025-09-01
