date,time,state,city,latitude,longitude,temperature_2m,relativehumidity_2m,rain,windspeed_10m,weathercode,description
2025-02-05,10:00:00,Pulau Pinang,George Town,5.4145,100.3292,27.4,60,0.0,5.5,3,Clouds generally forming or developing
2025-02-05,10:00:00,Sabah,Lahad Datu,5.03,118.34,28.2,76,0.0,7.0,3,Clouds generally forming or developing
2025-02-05,10:00:00,Sarawak,Bintulu,3.17,113.03,27.3,85,0.0,3.0,3,Clouds generally forming or developing
2025-02-05,10:00:00,Selangor,Petaling Jaya,3.1073,101.6067,26.9,84,0.0,1.8,3,Clouds generally forming or developing
2025-02-05,10:00:00,Johor,Muar,2.05,102.56,25.9,79,0.0,17.2,3,Clouds generally forming or developing
2025-02-05,10:00:00,Johor,Batu Pahat,1.85,102.93,25.6,86,0.0,10.2,3,Clouds generally forming or developing
2025-02-05,10:00:00,Sabah,Tawau,4.2448,117.8911,27.5,83,0.0,6.2,3,Clouds generally forming or developing
2025-02-05,10:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,27.7,65,0.0,4.7,3,Clouds generally forming or developing
2025-02-05,10:00:00,Perak,Ipoh,4.6,101.07,27.2,73,0.0,3.6,3,Clouds generally forming or developing
2025-02-05,10:00:00,Selangor,Shah Alam,3.0833,101.5333,26.9,84,0.0,1.8,3,Clouds generally forming or developing
2025-02-05,10:00:00,Kedah,Sungai Petani,5.65,100.48,27.8,58,0.0,10.0,3,Clouds generally forming or developing
2025-02-05,10:00:00,Terengganu,Cukai,4.2332,103.4479,25.0,86,0.0,12.0,3,Clouds generally forming or developing
2025-02-05,10:00:00,Sarawak,Miri,4.4028,113.9933,26.8,86,0.0,5.0,95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation"
2025-02-05,10:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,27.2,69,0.0,12.5,3,Clouds generally forming or developing
2025-02-05,10:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,25.8,82,0.0,2.8,3,Clouds generally forming or developing
2025-02-05,10:00:00,Selangor,Klang,3.0333,101.45,27.1,83,0.0,1.4,3,Clouds generally forming or developing
2025-02-05,10:00:00,Sarawak,Sibu,2.3,111.8167,26.1,89,0.0,2.5,3,Clouds generally forming or developing
2025-02-05,10:00:00,Pahang,Raub,3.7931,101.8569,25.5,81,0.0,4.0,3,Clouds generally forming or developing
2025-02-05,10:00:00,Labuan,Labuan,5.2803,115.2475,27.8,82,0.0,2.6,3,Clouds generally forming or developing
2025-02-05,10:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,27.5,60,0.0,5.5,3,Clouds generally forming or developing
2025-02-05,10:00:00,Kelantan,Kota Bharu,6.1333,102.25,26.8,71,0.0,11.4,3,Clouds generally forming or developing
2025-02-05,10:00:00,Perak,Taiping,4.85,100.7333,27.6,69,0.0,5.2,3,Clouds generally forming or developing
2025-02-05,10:00:00,Pahang,Kuantan,3.8167,103.3333,25.2,85,0.0,15.1,3,Clouds generally forming or developing
2025-02-05,10:00:00,Putrajaya,Putrajaya,2.93,101.69,26.9,78,0.0,5.5,3,Clouds generally forming or developing
2025-02-05,10:00:00,Sarawak,Kuching,1.5397,110.3542,25.4,92,0.0,6.4,80,"Rain shower(s), slight"
2025-02-05,10:00:00,Johor,Johor Bahru,1.4556,103.7611,25.8,85,0.0,12.7,3,Clouds generally forming or developing
