weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
0,Cloud development not observed or not observable,09:00:00,26.9,87,0.0,10.1,Sarawak,Sibu,2.3,111.8167,2026-09-05
0,Cloud development not observed or not observable,09:00:00,29.6,72,0.0,11.6,Sabah,Sandakan,5.8388,118.1173,2026-09-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",09:00:00,26.3,83,0.2,10.3,Selangor,Shah Alam,3.0833,101.5333,2026-09-05
0,Cloud development not observed or not observable,09:00:00,28.6,74,0.0,11.6,Johor,Johor Bahru,1.4556,103.7611,2026-09-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",09:00:00,25.6,89,0.4,6.6,Selangor,Klang,3.0333,101.45,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,29.1,74,0.0,12.5,Sabah,Lahad Datu,5.03,118.34,2026-09-05
2,State of sky on the whole unchanged,09:00:00,27.0,80,0.0,2.2,Perak,Ipoh,4.6,101.07,2026-09-05
3,Clouds generally forming or developing,09:00:00,28.1,75,0.0,7.2,Pahang,Kuala Lipis,4.184,102.042,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,27.5,78,0.0,8.6,Pahang,Kuantan,3.8167,103.3333,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,29.3,71,0.0,2.6,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-09-05
2,State of sky on the whole unchanged,09:00:00,29.7,67,0.0,8.8,Sabah,Kota Kinabalu,5.975,116.0725,2026-09-05
3,Clouds generally forming or developing,09:00:00,28.5,81,0.0,7.0,Kelantan,Kota Bharu,6.1333,102.25,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,26.7,85,0.0,11.3,Sarawak,Kuching,1.5397,110.3542,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,28.1,77,0.0,11.8,Johor,Batu Pahat,1.85,102.93,2026-09-05
3,Clouds generally forming or developing,09:00:00,27.0,90,0.0,5.3,Kedah,Alor Setar,6.1167,100.3667,2026-09-05
0,Cloud development not observed or not observable,09:00:00,28.8,79,0.0,8.1,Sarawak,Bintulu,3.17,113.03,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,27.7,78,0.0,12.8,Melaka,Melaka,2.1889,102.2511,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,27.0,84,0.0,6.0,Terengganu,Cukai,4.2332,103.4479,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,28.4,79,0.0,5.7,Sabah,Tawau,4.2448,117.8911,2026-09-05
3,Clouds generally forming or developing,09:00:00,28.3,73,0.0,5.6,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-09-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",09:00:00,29.3,73,0.1,13.6,Labuan,Labuan,5.2803,115.2475,2026-09-05
2,State of sky on the whole unchanged,09:00:00,27.6,80,0.0,12.4,Johor,Muar,2.05,102.56,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,29.4,71,0.0,2.6,Pulau Pinang,Butterworth,5.3992,100.3639,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,28.2,88,0.0,3.5,Pulau Pinang,George Town,5.4145,100.3292,2026-09-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",09:00:00,25.7,86,0.2,7.7,Putrajaya,Putrajaya,2.93,101.69,2026-09-05
3,Clouds generally forming or developing,09:00:00,28.1,73,0.0,2.3,Perak,Taiping,4.85,100.7333,2026-09-05
1,Clouds generally dissolving or becoming less developed,09:00:00,29.7,71,0.0,8.8,Sarawak,Miri,4.4028,113.9933,2026-09-05
0,Cloud development not observed or not observable,09:00:00,27.4,81,0.0,10.1,Johor,Kluang,2.0336,103.3194,2026-09-05
2,State of sky on the whole unchanged,09:00:00,27.7,68,0.0,4.1,Pahang,Raub,3.7931,101.8569,2026-09-05
2,State of sky on the whole unchanged,09:00:00,26.1,91,0.0,9.0,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-09-05
3,Clouds generally forming or developing,09:00:00,29.2,75,0.0,6.1,Perlis,Kangar,6.4333,100.2,2026-09-05
0,Cloud development not observed or not observable,09:00:00,28.2,69,0.0,3.5,Negeri Sembilan,Seremban,2.7297,101.9381,2026-09-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",09:00:00,27.9,74,0.1,10.8,Selangor,Petaling Jaya,3.1073,101.6067,2026-09-05
1,Clouds generally dissolving or becoming less developed,08:00:00,27.2,87,0.0,2.7,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-09-05
2,State of sky on the whole unchanged,08:00:00,25.2,93,0.0,2.9,Terengganu,Cukai,4.2332,103.4479,2026-09-05
3,Clouds generally forming or developing,08:00:00,26.1,85,0.0,9.2,Melaka,Melaka,2.1889,102.2511,2026-09-05
3,Clouds generally forming or developing,08:00:00,26.9,83,0.0,7.5,Pahang,Kuala Lipis,4.184,102.042,2026-09-05
3,Clouds generally forming or developing,08:00:00,26.8,80,0.0,10.7,Putrajaya,Putrajaya,2.93,101.69,2026-09-05
2,State of sky on the whole unchanged,08:00:00,27.9,80,0.0,10.0,Sarawak,Miri,4.4028,113.9933,2026-09-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",08:00:00,28.4,71,0.1,4.6,Sabah,Kota Kinabalu,5.975,116.0725,2026-09-05
