weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
2,State of sky on the whole unchanged,12:00:00,30.8,65,0.0,6.1,Sabah,Kota Kinabalu,5.975,116.0725,2026-07-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",12:00:00,30.5,69,0.0,6.2,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-07-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",12:00:00,30.0,75,0.0,8.3,Melaka,Melaka,2.1889,102.2511,2026-07-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",12:00:00,30.0,75,0.0,6.3,Perak,Teluk Intan,4.0259,101.0213,2026-07-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",12:00:00,28.6,85,0.3,2.7,Perak,Taiping,4.85,100.7333,2026-07-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",12:00:00,30.0,73,0.1,6.5,Putrajaya,Putrajaya,2.93,101.69,2026-07-05
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",12:00:00,27.7,82,0.0,5.0,Negeri Sembilan,Seremban,2.7297,101.9381,2026-07-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",12:00:00,29.6,73,0.2,0.2,Pahang,Kuala Lipis,4.184,102.042,2026-07-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",12:00:00,28.1,87,0.0,2.5,Sarawak,Sibu,2.3,111.8167,2026-07-05
3,Clouds generally forming or developing,12:00:00,30.7,63,0.0,2.7,Perak,Ipoh,4.6,101.07,2026-07-05
0,Cloud development not observed or not observable,12:00:00,30.7,67,0.0,4.0,Sabah,Tawau,4.2448,117.8911,2026-07-05
3,Clouds generally forming or developing,12:00:00,27.3,78,0.0,7.1,Sarawak,Miri,4.4028,113.9933,2026-07-05
3,Clouds generally forming or developing,12:00:00,30.3,71,0.0,3.9,Kedah,Alor Setar,6.1167,100.3667,2026-07-05
3,Clouds generally forming or developing,12:00:00,30.9,64,0.0,2.8,Pulau Pinang,Butterworth,5.3992,100.3639,2026-07-05
3,Clouds generally forming or developing,12:00:00,30.2,68,0.0,8.0,Johor,Kluang,2.0336,103.3194,2026-07-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",12:00:00,30.9,71,0.0,6.0,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-07-05
3,Clouds generally forming or developing,12:00:00,30.8,64,0.0,2.8,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-07-05
3,Clouds generally forming or developing,12:00:00,29.2,70,0.0,6.1,Sarawak,Bintulu,3.17,113.03,2026-07-05
51,"Drizzle, not freezing, continuous 	slight at time of observation",12:00:00,30.0,76,0.0,6.6,Pahang,Kuantan,3.8167,103.3333,2026-07-05
