weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
1,Clouds generally dissolving or becoming less developed,07:00:00,26.2,89,0.0,7.6,Labuan,Labuan,5.2803,115.2475,2026-02-15
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,24.8,97,0.0,2.3,Selangor,Petaling Jaya,3.1073,101.6067,2026-02-15
1,Clouds generally dissolving or becoming less developed,07:00:00,25.9,82,0.0,14.0,Kedah,Alor Setar,6.1167,100.3667,2026-02-15
2,State of sky on the whole unchanged,07:00:00,26.0,85,0.0,9.4,Perlis,Kangar,6.4333,100.2,2026-02-15
2,State of sky on the whole unchanged,07:00:00,26.7,88,0.0,3.4,Pulau Pinang,Butterworth,5.3992,100.3639,2026-02-15
3,Clouds generally forming or developing,07:00:00,23.8,95,0.0,3.0,Kelantan,Kota Bharu,6.1333,102.25,2026-02-15
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,23.0,100,0.0,1.6,Sarawak,Kuching,1.5397,110.3542,2026-02-15
80,"Rain shower(s), slight",07:00:00,24.7,92,0.0,6.6,Terengganu,Cukai,4.2332,103.4479,2026-02-15
2,State of sky on the whole unchanged,07:00:00,26.6,88,0.0,3.4,Pulau Pinang,George Town,5.4145,100.3292,2026-02-15
1,Clouds generally dissolving or becoming less developed,07:00:00,25.1,91,0.0,2.9,Kedah,Sungai Petani,5.65,100.48,2026-02-15
3,Clouds generally forming or developing,07:00:00,24.2,91,0.0,4.3,Pahang,Kuantan,3.8167,103.3333,2026-02-15
3,Clouds generally forming or developing,07:00:00,25.5,93,0.0,1.9,Selangor,Shah Alam,3.0833,101.5333,2026-02-15
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,21.6,99,0.0,2.6,Sabah,Lahad Datu,5.03,118.34,2026-02-15
3,Clouds generally forming or developing,07:00:00,25.3,88,0.0,13.6,Melaka,Melaka,2.1889,102.2511,2026-02-15
2,State of sky on the whole unchanged,07:00:00,25.2,93,0.0,2.4,Perak,Teluk Intan,4.0259,101.0213,2026-02-15
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,24.9,96,0.0,1.8,Putrajaya,Putrajaya,2.93,101.69,2026-02-15
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,24.6,99,0.0,3.6,Perak,Ipoh,4.6,101.07,2026-02-15
3,Clouds generally forming or developing,07:00:00,25.9,89,0.0,2.9,Selangor,Klang,3.0333,101.45,2026-02-15
3,Clouds generally forming or developing,07:00:00,24.9,91,0.0,2.6,Johor,Johor Bahru,1.4556,103.7611,2026-02-15
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,23.3,97,0.0,1.9,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-02-15
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,23.9,97,0.0,1.5,Sarawak,Sibu,2.3,111.8167,2026-02-15
2,State of sky on the whole unchanged,07:00:00,26.0,89,0.0,6.3,Sarawak,Miri,4.4028,113.9933,2026-02-15
3,Clouds generally forming or developing,07:00:00,25.9,86,0.0,13.5,Johor,Muar,2.05,102.56,2026-02-15
3,Clouds generally forming or developing,07:00:00,26.2,88,0.0,6.3,Sarawak,Bintulu,3.17,113.03,2026-02-15
2,State of sky on the whole unchanged,07:00:00,26.4,88,0.0,3.4,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-02-15
2,State of sky on the whole unchanged,07:00:00,24.0,92,0.0,1.8,Pahang,Kuala Lipis,4.184,102.042,2026-02-15
2,State of sky on the whole unchanged,07:00:00,27.0,93,0.0,1.5,Perak,Taiping,4.85,100.7333,2026-02-15
