date,time,state,city,latitude,longitude,temperature_2m,relativehumidity_2m,rain,windspeed_10m,weathercode,description
2025-07-02,10:00:00,Kedah,Alor Setar,6.1167,100.3667,28.1,82,0.0,1.8,95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation"
2025-07-02,10:00:00,Kedah,Sungai Petani,5.65,100.48,29.0,80,0.0,1.8,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,28.7,79,0.0,3.3,95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation"
2025-07-02,10:00:00,Terengganu,Cukai,4.2332,103.4479,27.3,87,0.0,4.8,3,Clouds generally forming or developing
2025-07-02,10:00:00,Johor,Muar,2.05,102.56,27.3,85,0.0,6.4,95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation"
2025-07-02,10:00:00,Perak,Ipoh,4.6,101.07,28.0,84,0.0,2.6,3,Clouds generally forming or developing
2025-07-02,10:00:00,Pahang,Kuala Lipis,4.184,102.042,27.1,83,0.0,2.0,3,Clouds generally forming or developing
2025-07-02,10:00:00,Melaka,Melaka,2.1889,102.2511,27.0,84,0.0,6.9,96,"Thunderstorm, slight or moderate, with hail** at time of observation  - Thunderstorm at time of observation"
2025-07-02,10:00:00,Perlis,Kangar,6.4333,100.2,28.4,84,0.0,4.3,95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation"
2025-07-02,10:00:00,Sarawak,Bintulu,3.17,113.03,29.2,82,0.0,4.4,2,State of sky on the whole unchanged
2025-07-02,10:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,26.9,86,0.0,6.5,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,28.1,82,0.0,5.9,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Selangor,Shah Alam,3.0833,101.5333,28.2,82,0.0,5.7,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Sabah,Lahad Datu,5.03,118.34,30.1,68,0.0,8.6,2,State of sky on the whole unchanged
2025-07-02,10:00:00,Sarawak,Sibu,2.3,111.8167,30.3,76,0.0,5.2,1,Clouds generally dissolving or becoming less developed
2025-07-02,10:00:00,Johor,Johor Bahru,1.4556,103.7611,28.3,82,0.0,10.2,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Sarawak,Kuching,1.5397,110.3542,29.9,73,0.0,2.3,2,State of sky on the whole unchanged
2025-07-02,10:00:00,Pahang,Kuantan,3.8167,103.3333,27.4,90,0.0,4.3,3,Clouds generally forming or developing
2025-07-02,10:00:00,Perak,Teluk Intan,4.0259,101.0213,27.9,85,0.0,3.3,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Sabah,Tawau,4.2448,117.8911,28.7,77,0.0,7.1,2,State of sky on the whole unchanged
2025-07-02,10:00:00,Putrajaya,Putrajaya,2.93,101.69,27.6,85,0.0,7.6,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Sabah,Kota Kinabalu,5.975,116.0725,30.7,66,0.0,4.7,2,State of sky on the whole unchanged
2025-07-02,10:00:00,Johor,Batu Pahat,1.85,102.93,27.2,85,0.0,6.8,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Sabah,Sandakan,5.8388,118.1173,29.5,74,0.0,6.9,2,State of sky on the whole unchanged
2025-07-02,10:00:00,Kelantan,Kota Bharu,6.1333,102.25,28.1,83,0.0,5.2,3,Clouds generally forming or developing
2025-07-02,10:00:00,Johor,Kluang,2.0336,103.3194,27.3,87,0.0,9.2,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Selangor,Klang,3.0333,101.45,28.1,81,0.0,5.8,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.9,79,0.0,3.3,95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation"
2025-07-02,10:00:00,Pulau Pinang,George Town,5.4145,100.3292,28.9,79,0.0,3.3,95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation"
2025-07-02,10:00:00,Labuan,Labuan,5.2803,115.2475,29.8,73,0.0,6.9,2,State of sky on the whole unchanged
2025-07-02,10:00:00,Sarawak,Miri,4.4028,113.9933,28.2,86,0.0,10.2,1,Clouds generally dissolving or becoming less developed
2025-07-02,10:00:00,Selangor,Petaling Jaya,3.1073,101.6067,27.9,82,0.0,5.9,80,"Rain shower(s), slight"
2025-07-02,10:00:00,Perak,Taiping,4.85,100.7333,28.5,79,0.0,1.5,3,Clouds generally forming or developing
2025-07-02,09:00:00,Perak,Teluk Intan,4.0259,101.0213,27.6,90,0.0,4.6,3,Clouds generally forming or developing
2025-07-02,09:00:00,Selangor,Shah Alam,3.0833,101.5333,27.2,90,0.0,3.6,80,"Rain shower(s), slight"
