weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
80,"Rain shower(s), slight",10:00:00,27.4,84,0.0,5.6,Perak,Taiping,4.85,100.7333,2024-09-10
3,Clouds generally forming or developing,10:00:00,28.6,81,0.0,4.7,Sarawak,Sibu,2.3,111.8167,2024-09-10
3,Clouds generally forming or developing,10:00:00,30.3,71,0.0,10.1,Sarawak,Bintulu,3.17,113.03,2024-09-10
3,Clouds generally forming or developing,10:00:00,29.9,74,0.0,3.1,Labuan,Labuan,5.2803,115.2475,2024-09-10
3,Clouds generally forming or developing,10:00:00,27.4,87,0.0,9.7,Johor,Kluang,2.0336,103.3194,2024-09-10
2,State of sky on the whole unchanged,10:00:00,29.5,74,0.0,10.4,Sabah,Lahad Datu,5.03,118.34,2024-09-10
1,Clouds generally dissolving or becoming less developed,10:00:00,29.6,76,0.0,8.4,Kelantan,Kota Bharu,6.1333,102.25,2024-09-10
80,"Rain shower(s), slight",10:00:00,27.5,88,0.0,8.2,Johor,Batu Pahat,1.85,102.93,2024-09-10
3,Clouds generally forming or developing,10:00:00,26.5,89,0.0,7.3,Negeri Sembilan,Seremban,2.7297,101.9381,2024-09-10
3,Clouds generally forming or developing,10:00:00,31.1,63,0.0,8.2,Sabah,Kota Kinabalu,5.975,116.0725,2024-09-10
3,Clouds generally forming or developing,10:00:00,27.7,82,0.0,3.3,Perak,Ipoh,4.6,101.07,2024-09-10
1,Clouds generally dissolving or becoming less developed,10:00:00,29.2,77,0.0,6.4,Sabah,Tawau,4.2448,117.8911,2024-09-10
2,State of sky on the whole unchanged,10:00:00,28.5,83,0.0,10.7,Perlis,Kangar,6.4333,100.2,2024-09-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.4,85,0.0,9.7,Melaka,Melaka,2.1889,102.2511,2024-09-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.0,89,0.0,3.5,Selangor,Klang,3.0333,101.45,2024-09-10
80,"Rain shower(s), slight",10:00:00,27.7,84,0.0,8.7,Kedah,Alor Setar,6.1167,100.3667,2024-09-10
3,Clouds generally forming or developing,10:00:00,29.4,80,0.0,5.1,Terengganu,Kuala Terengganu,5.3303,103.1408,2024-09-10
3,Clouds generally forming or developing,10:00:00,26.9,87,0.0,6.5,Putrajaya,Putrajaya,2.93,101.69,2024-09-10
3,Clouds generally forming or developing,10:00:00,27.8,85,0.0,5.1,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2024-09-10
80,"Rain shower(s), slight",10:00:00,28.3,81,0.0,9.7,Johor,Johor Bahru,1.4556,103.7611,2024-09-10
3,Clouds generally forming or developing,10:00:00,29.8,71,0.0,9.8,Sarawak,Miri,4.4028,113.9933,2024-09-10
3,Clouds generally forming or developing,10:00:00,28.2,83,0.0,6.4,Kedah,Sungai Petani,5.65,100.48,2024-09-10
95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation",10:00:00,27.7,85,0.0,10.8,Johor,Muar,2.05,102.56,2024-09-10
3,Clouds generally forming or developing,10:00:00,28.2,81,0.0,1.1,Pahang,Kuala Lipis,4.184,102.042,2024-09-10
80,"Rain shower(s), slight",10:00:00,27.9,85,0.0,4.7,Pulau Pinang,Butterworth,5.3992,100.3639,2024-09-10
80,"Rain shower(s), slight",10:00:00,27.8,85,0.0,4.7,Pulau Pinang,George Town,5.4145,100.3292,2024-09-10
3,Clouds generally forming or developing,10:00:00,28.4,81,0.0,16.6,Pahang,Kuantan,3.8167,103.3333,2024-09-10
3,Clouds generally forming or developing,10:00:00,30.0,71,0.0,7.3,Sabah,Sandakan,5.8388,118.1173,2024-09-10
3,Clouds generally forming or developing,10:00:00,28.8,77,0.0,9.4,Sarawak,Kuching,1.5397,110.3542,2024-09-10
3,Clouds generally forming or developing,10:00:00,27.7,82,0.0,1.4,Pahang,Raub,3.7931,101.8569,2024-09-10
80,"Rain shower(s), slight",10:00:00,26.6,87,0.0,1.8,Selangor,Petaling Jaya,3.1073,101.6067,2024-09-10
80,"Rain shower(s), slight",10:00:00,27.8,83,0.0,4.0,Perak,Teluk Intan,4.0259,101.0213,2024-09-10
80,"Rain shower(s), slight",10:00:00,26.6,87,0.0,1.8,Selangor,Shah Alam,3.0833,101.5333,2024-09-10
3,Clouds generally forming or developing,10:00:00,28.4,81,0.0,11.8,Terengganu,Cukai,4.2332,103.4479,2024-09-10
3,Clouds generally forming or developing,10:00:00,26.6,85,0.0,3.3,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-09-10
3,Clouds generally forming or developing,09:00:00,26.0,91,0.0,1.5,Pahang,Raub,3.7931,101.8569,2024-09-10
3,Clouds generally forming or developing,09:00:00,27.2,85,0.0,8.4,Terengganu,Cukai,4.2332,103.4479,2024-09-10
80,"Rain shower(s), slight",09:00:00,25.5,93,0.0,2.7,Putrajaya,Putrajaya,2.93,101.69,2024-09-10
3,Clouds generally forming or developing,09:00:00,30.1,67,0.0,6.4,Sabah,Kota Kinabalu,5.975,116.0725,2024-09-10
2,State of sky on the whole unchanged,09:00:00,28.8,77,0.0,10.1,Sabah,Lahad Datu,5.03,118.34,2024-09-10
80,"Rain shower(s), slight",09:00:00,25.7,90,0.0,2.3,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-09-10
3,Clouds generally forming or developing,09:00:00,27.3,85,0.0,14.0,Pahang,Kuantan,3.8167,103.3333,2024-09-10
2,State of sky on the whole unchanged,09:00:00,27.6,88,0.0,7.1,Perlis,Kangar,6.4333,100.2,2024-09-10
1,Clouds generally dissolving or becoming less developed,09:00:00,28.0,84,0.0,3.9,Terengganu,Kuala Terengganu,5.3303,103.1408,2024-09-10
3,Clouds generally forming or developing,09:00:00,26.5,86,0.0,2.4,Perak,Teluk Intan,4.0259,101.0213,2024-09-10
