weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
1,Clouds generally dissolving or becoming less developed,08:00:00,26.5,82,0.0,2.4,Sabah,Kota Kinabalu,5.975,116.0725,2026-03-26
2,State of sky on the whole unchanged,08:00:00,25.8,86,0.0,11.2,Sarawak,Bintulu,3.17,113.03,2026-03-26
3,Clouds generally forming or developing,08:00:00,25.6,80,0.0,1.8,Putrajaya,Putrajaya,2.93,101.69,2026-03-26
2,State of sky on the whole unchanged,08:00:00,25.1,85,0.0,3.8,Johor,Johor Bahru,1.4556,103.7611,2026-03-26
2,State of sky on the whole unchanged,08:00:00,25.0,89,0.0,7.5,Johor,Batu Pahat,1.85,102.93,2026-03-26
2,State of sky on the whole unchanged,08:00:00,26.9,86,0.0,5.6,Sabah,Tawau,4.2448,117.8911,2026-03-26
1,Clouds generally dissolving or becoming less developed,08:00:00,25.9,85,0.0,6.8,Sabah,Sandakan,5.8388,118.1173,2026-03-26
2,State of sky on the whole unchanged,08:00:00,24.8,91,0.0,2.9,Kelantan,Kota Bharu,6.1333,102.25,2026-03-26
2,State of sky on the whole unchanged,08:00:00,26.7,76,0.0,4.6,Selangor,Klang,3.0333,101.45,2026-03-26
1,Clouds generally dissolving or becoming less developed,08:00:00,26.4,81,0.0,19.9,Kedah,Alor Setar,6.1167,100.3667,2026-03-26
2,State of sky on the whole unchanged,08:00:00,26.0,84,0.0,4.3,Selangor,Shah Alam,3.0833,101.5333,2026-03-26
2,State of sky on the whole unchanged,08:00:00,24.5,89,0.0,3.6,Johor,Kluang,2.0336,103.3194,2026-03-26
1,Clouds generally dissolving or becoming less developed,08:00:00,25.6,81,0.0,4.8,Sabah,Lahad Datu,5.03,118.34,2026-03-26
2,State of sky on the whole unchanged,08:00:00,24.5,93,0.0,4.0,Pahang,Kuantan,3.8167,103.3333,2026-03-26
1,Clouds generally dissolving or becoming less developed,08:00:00,26.9,82,0.0,13.5,Perlis,Kangar,6.4333,100.2,2026-03-26
2,State of sky on the whole unchanged,08:00:00,25.9,81,0.0,1.5,Selangor,Petaling Jaya,3.1073,101.6067,2026-03-26
2,State of sky on the whole unchanged,08:00:00,27.5,75,0.0,5.9,Pulau Pinang,George Town,5.4145,100.3292,2026-03-26
2,State of sky on the whole unchanged,08:00:00,26.2,81,0.0,1.5,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-03-26
2,State of sky on the whole unchanged,08:00:00,27.5,75,0.0,5.9,Pulau Pinang,Butterworth,5.3992,100.3639,2026-03-26
2,State of sky on the whole unchanged,08:00:00,26.9,81,0.0,6.9,Labuan,Labuan,5.2803,115.2475,2026-03-26
2,State of sky on the whole unchanged,08:00:00,28.4,91,0.0,2.6,Perak,Taiping,4.85,100.7333,2026-03-26
3,Clouds generally forming or developing,08:00:00,25.8,95,0.0,3.2,Perak,Ipoh,4.6,101.07,2026-03-26
2,State of sky on the whole unchanged,08:00:00,23.9,93,0.0,1.8,Pahang,Kuala Lipis,4.184,102.042,2026-03-26
2,State of sky on the whole unchanged,08:00:00,26.4,83,0.0,6.8,Perak,Teluk Intan,4.0259,101.0213,2026-03-26
2,State of sky on the whole unchanged,08:00:00,25.8,85,0.0,6.5,Terengganu,Cukai,4.2332,103.4479,2026-03-26
2,State of sky on the whole unchanged,08:00:00,26.3,83,0.0,20.6,Melaka,Melaka,2.1889,102.2511,2026-03-26
2,State of sky on the whole unchanged,08:00:00,26.0,73,0.0,6.5,Negeri Sembilan,Seremban,2.7297,101.9381,2026-03-26
2,State of sky on the whole unchanged,08:00:00,25.9,72,0.0,5.0,Kedah,Sungai Petani,5.65,100.48,2026-03-26
2,State of sky on the whole unchanged,08:00:00,25.0,89,0.0,8.8,Sarawak,Sibu,2.3,111.8167,2026-03-26
2,State of sky on the whole unchanged,08:00:00,25.2,94,0.0,1.3,Sarawak,Kuching,1.5397,110.3542,2026-03-26
2,State of sky on the whole unchanged,08:00:00,26.7,84,0.0,17.6,Johor,Muar,2.05,102.56,2026-03-26
2,State of sky on the whole unchanged,08:00:00,27.3,75,0.0,5.9,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-03-26
2,State of sky on the whole unchanged,08:00:00,25.5,89,0.0,11.2,Sarawak,Miri,4.4028,113.9933,2026-03-26
3,Clouds generally forming or developing,07:00:00,26.7,83,0.0,17.8,Johor,Muar,2.05,102.56,2026-03-26
1,Clouds generally dissolving or becoming less developed,07:00:00,26.5,81,0.0,20.9,Kedah,Alor Setar,6.1167,100.3667,2026-03-26
2,State of sky on the whole unchanged,07:00:00,25.4,91,0.0,10.2,Sarawak,Miri,4.4028,113.9933,2026-03-26
2,State of sky on the whole unchanged,07:00:00,26.1,83,0.0,8.6,Perak,Teluk Intan,4.0259,101.0213,2026-03-26
1,Clouds generally dissolving or becoming less developed,07:00:00,25.2,89,0.0,5.4,Sabah,Sandakan,5.8388,118.1173,2026-03-26
2,State of sky on the whole unchanged,07:00:00,26.0,84,0.0,4.1,Selangor,Shah Alam,3.0833,101.5333,2026-03-26
3,Clouds generally forming or developing,07:00:00,28.4,91,0.0,2.3,Perak,Taiping,4.85,100.7333,2026-03-26
3,Clouds generally forming or developing,07:00:00,26.4,89,0.0,6.0,Sabah,Tawau,4.2448,117.8911,2026-03-26
3,Clouds generally forming or developing,07:00:00,25.4,79,0.0,1.8,Putrajaya,Putrajaya,2.93,101.69,2026-03-26
2,State of sky on the whole unchanged,07:00:00,23.9,96,0.0,6.2,Sarawak,Sibu,2.3,111.8167,2026-03-26
2,State of sky on the whole unchanged,07:00:00,23.7,90,0.0,4.3,Johor,Kluang,2.0336,103.3194,2026-03-26
2,State of sky on the whole unchanged,07:00:00,27.5,79,0.0,6.1,Pulau Pinang,George Town,5.4145,100.3292,2026-03-26
1,Clouds generally dissolving or becoming less developed,07:00:00,25.3,89,0.0,3.0,Sabah,Kota Kinabalu,5.975,116.0725,2026-03-26
2,State of sky on the whole unchanged,07:00:00,22.6,94,0.0,3.3,Sabah,Lahad Datu,5.03,118.34,2026-03-26
2,State of sky on the whole unchanged,07:00:00,26.3,84,0.0,6.5,Labuan,Labuan,5.2803,115.2475,2026-03-26
2,State of sky on the whole unchanged,07:00:00,27.5,79,0.0,6.1,Pulau Pinang,Butterworth,5.3992,100.3639,2026-03-26
2,State of sky on the whole unchanged,07:00:00,25.5,87,0.0,6.2,Terengganu,Cukai,4.2332,103.4479,2026-03-26
2,State of sky on the whole unchanged,07:00:00,25.6,94,0.0,3.5,Perak,Ipoh,4.6,101.07,2026-03-26
1,Clouds generally dissolving or becoming less developed,07:00:00,26.9,83,0.0,13.8,Perlis,Kangar,6.4333,100.2,2026-03-26
2,State of sky on the whole unchanged,07:00:00,27.3,79,0.0,6.1,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-03-26
2,State of sky on the whole unchanged,07:00:00,26.0,72,0.0,6.4,Kedah,Sungai Petani,5.65,100.48,2026-03-26
2,State of sky on the whole unchanged,07:00:00,26.7,77,0.0,4.4,Selangor,Klang,3.0333,101.45,2026-03-26
3,Clouds generally forming or developing,07:00:00,26.1,80,0.0,1.1,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-03-26
3,Clouds generally forming or developing,07:00:00,25.9,80,0.0,1.1,Selangor,Petaling Jaya,3.1073,101.6067,2026-03-26
2,State of sky on the whole unchanged,07:00:00,25.8,72,0.0,6.2,Negeri Sembilan,Seremban,2.7297,101.9381,2026-03-26
2,State of sky on the whole unchanged,07:00:00,23.9,95,0.0,3.7,Pahang,Kuantan,3.8167,103.3333,2026-03-26
2,State of sky on the whole unchanged,07:00:00,24.4,93,0.0,3.0,Kelantan,Kota Bharu,6.1333,102.25,2026-03-26
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,23.7,97,0.0,1.5,Sarawak,Kuching,1.5397,110.3542,2026-03-26
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,23.2,96,0.0,2.2,Pahang,Kuala Lipis,4.184,102.042,2026-03-26
2,State of sky on the whole unchanged,07:00:00,26.4,83,0.0,20.4,Melaka,Melaka,2.1889,102.2511,2026-03-26
2,State of sky on the whole unchanged,07:00:00,24.9,88,0.0,7.7,Johor,Batu Pahat,1.85,102.93,2026-03-26
2,State of sky on the whole unchanged,07:00:00,24.7,86,0.0,3.8,Johor,Johor Bahru,1.4556,103.7611,2026-03-26
2,State of sky on the whole unchanged,07:00:00,25.8,87,0.0,10.5,Sarawak,Bintulu,3.17,113.03,2026-03-26
