date,time,state,city,latitude,longitude,temperature_2m,relativehumidity_2m,rain,windspeed_10m,weathercode,description
2025-08-22,10:00:00,Perak,Teluk Intan,4.0259,101.0213,27.8,74,0.0,3.2,2,State of sky on the whole unchanged
2025-08-22,10:00:00,Terengganu,Cukai,4.2332,103.4479,28.2,81,0.0,9.7,3,Clouds generally forming or developing
2025-08-22,10:00:00,Johor,Johor Bahru,1.4556,103.7611,28.4,81,0.0,6.4,2,State of sky on the whole unchanged
2025-08-22,10:00:00,Sabah,Lahad Datu,5.03,118.34,27.1,81,0.0,1.1,3,Clouds generally forming or developing
2025-08-22,10:00:00,Pahang,Kuantan,3.8167,103.3333,28.4,81,0.0,7.1,3,Clouds generally forming or developing
2025-08-22,10:00:00,Selangor,Petaling Jaya,3.1073,101.6067,28.8,64,0.0,5.9,3,Clouds generally forming or developing
2025-08-22,10:00:00,Kedah,Alor Setar,6.1167,100.3667,27.1,81,0.0,5.2,2,State of sky on the whole unchanged
2025-08-22,10:00:00,Melaka,Melaka,2.1889,102.2511,28.0,82,0.0,10.2,3,Clouds generally forming or developing
2025-08-22,10:00:00,Selangor,Shah Alam,3.0833,101.5333,28.8,69,0.0,7.4,3,Clouds generally forming or developing
2025-08-22,10:00:00,Sabah,Tawau,4.2448,117.8911,27.2,82,0.0,7.1,3,Clouds generally forming or developing
2025-08-22,10:00:00,Sarawak,Sibu,2.3,111.8167,28.3,78,0.0,5.7,3,Clouds generally forming or developing
2025-08-22,10:00:00,Johor,Batu Pahat,1.85,102.93,28.2,80,0.0,9.7,3,Clouds generally forming or developing
2025-08-22,10:00:00,Selangor,Klang,3.0333,101.45,28.6,69,0.0,7.4,3,Clouds generally forming or developing
2025-08-22,10:00:00,Perlis,Kangar,6.4333,100.2,27.7,84,0.0,2.2,3,Clouds generally forming or developing
2025-08-22,10:00:00,Pahang,Kuala Lipis,4.184,102.042,26.6,85,0.0,1.5,3,Clouds generally forming or developing
2025-08-22,10:00:00,Perak,Ipoh,4.6,101.07,28.0,76,0.0,1.5,2,State of sky on the whole unchanged
2025-08-22,10:00:00,Labuan,Labuan,5.2803,115.2475,28.0,77,0.0,7.2,3,Clouds generally forming or developing
2025-08-22,10:00:00,Johor,Muar,2.05,102.56,28.0,81,0.0,10.4,3,Clouds generally forming or developing
2025-08-22,10:00:00,Pulau Pinang,George Town,5.4145,100.3292,28.1,79,0.0,3.7,2,State of sky on the whole unchanged
2025-08-22,10:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.1,79,0.0,3.7,2,State of sky on the whole unchanged
2025-08-22,10:00:00,Sarawak,Miri,4.4028,113.9933,27.0,80,0.0,8.2,3,Clouds generally forming or developing
2025-08-22,10:00:00,Putrajaya,Putrajaya,2.93,101.69,28.5,75,0.0,4.6,3,Clouds generally forming or developing
2025-08-22,10:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,28.5,69,0.0,4.2,3,Clouds generally forming or developing
2025-08-22,10:00:00,Kedah,Sungai Petani,5.65,100.48,28.0,80,0.0,3.7,2,State of sky on the whole unchanged
2025-08-22,10:00:00,Sabah,Sandakan,5.8388,118.1173,27.0,84,0.0,4.8,3,Clouds generally forming or developing
2025-08-22,10:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,26.8,87,0.0,3.1,3,Clouds generally forming or developing
2025-08-22,10:00:00,Sabah,Kota Kinabalu,5.975,116.0725,28.8,69,0.0,4.7,3,Clouds generally forming or developing
