date,time,state,city,latitude,longitude,temperature_2m,relativehumidity_2m,rain,windspeed_10m,weathercode,description
2025-06-21,10:00:00,Selangor,Klang,3.0333,101.45,28.6,73,0.0,2.6,1,Clouds generally dissolving or becoming less developed
2025-06-21,10:00:00,Johor,Kluang,2.0336,103.3194,28.4,85,0.0,6.9,2,State of sky on the whole unchanged
2025-06-21,10:00:00,Johor,Batu Pahat,1.85,102.93,29.5,73,0.0,10.5,2,State of sky on the whole unchanged
2025-06-21,10:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.2,80,0.0,2.9,3,Clouds generally forming or developing
2025-06-21,10:00:00,Perak,Ipoh,4.6,101.07,27.9,82,0.0,2.5,2,State of sky on the whole unchanged
2025-06-21,10:00:00,Pahang,Kuala Lipis,4.184,102.042,26.6,82,0.0,2.8,3,Clouds generally forming or developing
2025-06-21,10:00:00,Pahang,Raub,3.7931,101.8569,26.3,66,0.0,4.8,1,Clouds generally dissolving or becoming less developed
2025-06-21,10:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,28.9,75,0.0,2.4,1,Clouds generally dissolving or becoming less developed
2025-06-21,10:00:00,Sarawak,Sibu,2.3,111.8167,29.3,70,0.0,4.7,3,Clouds generally forming or developing
2025-06-21,10:00:00,Sarawak,Miri,4.4028,113.9933,27.7,80,0.0,7.3,3,Clouds generally forming or developing
2025-06-21,10:00:00,Sabah,Lahad Datu,5.03,118.34,25.5,90,0.1,0.4,61,"Rain, not freezing, continuous slight at time of observation"
2025-06-21,10:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,27.8,84,0.0,1.3,2,State of sky on the whole unchanged
2025-06-21,10:00:00,Terengganu,Cukai,4.2332,103.4479,28.1,81,0.0,6.7,3,Clouds generally forming or developing
2025-06-21,10:00:00,Sabah,Tawau,4.2448,117.8911,26.2,90,0.1,3.9,61,"Rain, not freezing, continuous slight at time of observation"
2025-06-21,10:00:00,Sabah,Sandakan,5.8388,118.1173,26.7,87,0.0,6.6,95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation"
2025-06-21,10:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,28.0,80,0.0,2.9,3,Clouds generally forming or developing
2025-06-21,10:00:00,Pulau Pinang,George Town,5.4145,100.3292,28.2,80,0.0,2.9,3,Clouds generally forming or developing
2025-06-21,10:00:00,Perak,Teluk Intan,4.0259,101.0213,28.0,82,0.0,4.3,3,Clouds generally forming or developing
2025-06-21,10:00:00,Johor,Johor Bahru,1.4556,103.7611,29.2,78,0.0,9.9,3,Clouds generally forming or developing
2025-06-21,10:00:00,Kedah,Alor Setar,6.1167,100.3667,28.4,75,0.0,4.1,3,Clouds generally forming or developing
2025-06-21,10:00:00,Kelantan,Kota Bharu,6.1333,102.25,28.1,82,0.0,3.9,3,Clouds generally forming or developing
2025-06-21,10:00:00,Melaka,Melaka,2.1889,102.2511,29.3,76,0.0,6.4,2,State of sky on the whole unchanged
2025-06-21,10:00:00,Selangor,Petaling Jaya,3.1073,101.6067,28.7,75,0.0,2.4,1,Clouds generally dissolving or becoming less developed
2025-06-21,10:00:00,Sarawak,Kuching,1.5397,110.3542,29.2,69,0.0,5.1,3,Clouds generally forming or developing
2025-06-21,10:00:00,Perak,Taiping,4.85,100.7333,27.5,81,0.0,4.7,3,Clouds generally forming or developing
2025-06-21,10:00:00,Sarawak,Bintulu,3.17,113.03,29.0,71,0.0,5.4,3,Clouds generally forming or developing
2025-06-21,10:00:00,Pahang,Kuantan,3.8167,103.3333,28.1,81,0.0,5.2,3,Clouds generally forming or developing
2025-06-21,10:00:00,Johor,Muar,2.05,102.56,29.2,75,0.0,8.3,3,Clouds generally forming or developing
2025-06-21,10:00:00,Selangor,Shah Alam,3.0833,101.5333,28.6,75,0.0,2.8,1,Clouds generally dissolving or becoming less developed
2025-06-21,10:00:00,Putrajaya,Putrajaya,2.93,101.69,28.3,79,0.0,1.8,3,Clouds generally forming or developing
2025-06-21,10:00:00,Sabah,Kota Kinabalu,5.975,116.0725,29.4,66,0.0,6.8,3,Clouds generally forming or developing
2025-06-21,10:00:00,Labuan,Labuan,5.2803,115.2475,28.8,73,0.0,9.8,3,Clouds generally forming or developing
2025-06-21,10:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,28.5,70,0.0,1.6,2,State of sky on the whole unchanged
2025-06-21,09:00:00,Sarawak,Miri,4.4028,113.9933,27.4,82,0.0,7.6,3,Clouds generally forming or developing
2025-06-21,09:00:00,Sarawak,Bintulu,3.17,113.03,28.2,79,0.0,6.0,3,Clouds generally forming or developing
2025-06-21,09:00:00,Johor,Muar,2.05,102.56,28.8,79,0.0,0.8,3,Clouds generally forming or developing
2025-06-21,09:00:00,Johor,Kluang,2.0336,103.3194,26.9,90,0.0,3.3,3,Clouds generally forming or developing
2025-06-21,09:00:00,Terengganu,Cukai,4.2332,103.4479,27.3,85,0.0,4.6,3,Clouds generally forming or developing
2025-06-21,09:00:00,Kedah,Alor Setar,6.1167,100.3667,28.2,76,0.0,2.5,3,Clouds generally forming or developing
2025-06-21,09:00:00,Sabah,Tawau,4.2448,117.8911,25.6,92,0.1,4.2,80,"Rain shower(s), slight"
2025-06-21,09:00:00,Perak,Teluk Intan,4.0259,101.0213,26.5,90,0.0,4.7,3,Clouds generally forming or developing
2025-06-21,09:00:00,Sabah,Lahad Datu,5.03,118.34,24.8,94,0.1,1.6,61,"Rain, not freezing, continuous slight at time of observation"
2025-06-21,09:00:00,Pahang,Kuala Lipis,4.184,102.042,25.4,95,0.0,0.0,45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour"
2025-06-21,09:00:00,Putrajaya,Putrajaya,2.93,101.69,26.5,88,0.0,1.5,3,Clouds generally forming or developing
2025-06-21,09:00:00,Labuan,Labuan,5.2803,115.2475,28.3,77,0.0,9.3,3,Clouds generally forming or developing
2025-06-21,09:00:00,Sabah,Sandakan,5.8388,118.1173,26.3,89,0.0,5.9,80,"Rain shower(s), slight"
2025-06-21,09:00:00,Perak,Taiping,4.85,100.7333,27.3,83,0.0,5.1,3,Clouds generally forming or developing
2025-06-21,09:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,27.2,84,0.0,1.6,3,Clouds generally forming or developing
2025-06-21,09:00:00,Selangor,Shah Alam,3.0833,101.5333,26.8,85,0.0,2.4,3,Clouds generally forming or developing
2025-06-21,09:00:00,Sabah,Kota Kinabalu,5.975,116.0725,28.6,68,0.0,5.8,3,Clouds generally forming or developing
2025-06-21,09:00:00,Kelantan,Kota Bharu,6.1333,102.25,26.3,90,0.0,3.1,3,Clouds generally forming or developing
2025-06-21,09:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,26.8,86,0.0,1.8,3,Clouds generally forming or developing
2025-06-21,09:00:00,Melaka,Melaka,2.1889,102.2511,28.5,82,0.0,1.1,2,State of sky on the whole unchanged
2025-06-21,09:00:00,Pahang,Raub,3.7931,101.8569,24.4,77,0.0,6.1,2,State of sky on the whole unchanged
2025-06-21,09:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,26.9,86,0.0,2.6,2,State of sky on the whole unchanged
2025-06-21,09:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,26.3,88,0.0,1.9,3,Clouds generally forming or developing
2025-06-21,09:00:00,Sarawak,Sibu,2.3,111.8167,27.8,78,0.0,3.7,3,Clouds generally forming or developing
