weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
3,Clouds generally forming or developing,10:00:00,27.9,82,0.0,15.3,Pahang,Kuantan,3.8167,103.3333,2024-09-16
2,State of sky on the whole unchanged,10:00:00,28.4,78,0.0,5.6,Selangor,Petaling Jaya,3.1073,101.6067,2024-09-16
3,Clouds generally forming or developing,10:00:00,28.8,75,0.0,11.6,Melaka,Melaka,2.1889,102.2511,2024-09-16
3,Clouds generally forming or developing,10:00:00,29.2,75,0.0,14.8,Johor,Muar,2.05,102.56,2024-09-16
3,Clouds generally forming or developing,10:00:00,29.4,72,0.0,11.1,Johor,Johor Bahru,1.4556,103.7611,2024-09-16
3,Clouds generally forming or developing,10:00:00,27.7,84,0.0,3.2,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2024-09-16
2,State of sky on the whole unchanged,10:00:00,28.8,79,0.0,11.7,Johor,Batu Pahat,1.85,102.93,2024-09-16
3,Clouds generally forming or developing,10:00:00,28.6,75,0.0,3.4,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-09-16
3,Clouds generally forming or developing,10:00:00,29.6,68,0.0,12.7,Sabah,Tawau,4.2448,117.8911,2024-09-16
2,State of sky on the whole unchanged,10:00:00,28.4,78,0.0,5.6,Selangor,Shah Alam,3.0833,101.5333,2024-09-16
3,Clouds generally forming or developing,10:00:00,30.0,73,0.0,12.0,Labuan,Labuan,5.2803,115.2475,2024-09-16
1,Clouds generally dissolving or becoming less developed,10:00:00,30.9,67,0.0,7.2,Sarawak,Bintulu,3.17,113.03,2024-09-16
3,Clouds generally forming or developing,10:00:00,28.9,74,0.0,4.2,Kelantan,Kota Bharu,6.1333,102.25,2024-09-16
80,"Rain shower(s), slight",10:00:00,27.4,86,0.0,3.1,Pulau Pinang,Butterworth,5.3992,100.3639,2024-09-16
3,Clouds generally forming or developing,10:00:00,27.7,82,0.0,6.8,Negeri Sembilan,Seremban,2.7297,101.9381,2024-09-16
3,Clouds generally forming or developing,10:00:00,26.0,92,0.0,2.4,Kedah,Sungai Petani,5.65,100.48,2024-09-16
80,"Rain shower(s), slight",10:00:00,27.4,86,0.0,3.1,Pulau Pinang,George Town,5.4145,100.3292,2024-09-16
3,Clouds generally forming or developing,10:00:00,29.4,79,0.0,13.2,Sabah,Lahad Datu,5.03,118.34,2024-09-16
2,State of sky on the whole unchanged,10:00:00,30.1,76,0.0,16.9,Sarawak,Miri,4.4028,113.9933,2024-09-16
3,Clouds generally forming or developing,10:00:00,30.5,69,0.0,12.6,Sabah,Kota Kinabalu,5.975,116.0725,2024-09-16
