weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
2,State of sky on the whole unchanged,08:00:00,26.9,86,0.0,6.9,Sarawak,Bintulu,3.17,113.03,2026-09-06
3,Clouds generally forming or developing,08:00:00,25.6,88,0.0,8.1,Melaka,Melaka,2.1889,102.2511,2026-09-06
2,State of sky on the whole unchanged,08:00:00,24.9,97,0.0,3.1,Perak,Teluk Intan,4.0259,101.0213,2026-09-06
1,Clouds generally dissolving or becoming less developed,08:00:00,25.1,93,0.0,2.9,Perak,Ipoh,4.6,101.07,2026-09-06
2,State of sky on the whole unchanged,08:00:00,26.1,87,0.0,3.7,Sarawak,Kuching,1.5397,110.3542,2026-09-06
3,Clouds generally forming or developing,08:00:00,27.1,86,0.0,11.8,Sabah,Sandakan,5.8388,118.1173,2026-09-06
2,State of sky on the whole unchanged,08:00:00,26.9,77,0.0,2.6,Selangor,Petaling Jaya,3.1073,101.6067,2026-09-06
3,Clouds generally forming or developing,08:00:00,24.7,98,0.0,8.1,Kelantan,Kota Bharu,6.1333,102.25,2026-09-06
3,Clouds generally forming or developing,08:00:00,24.9,91,0.0,3.1,Johor,Kluang,2.0336,103.3194,2026-09-06
3,Clouds generally forming or developing,08:00:00,27.1,82,0.0,7.5,Sarawak,Miri,4.4028,113.9933,2026-09-06
3,Clouds generally forming or developing,08:00:00,26.5,90,0.0,3.0,Johor,Johor Bahru,1.4556,103.7611,2026-09-06
2,State of sky on the whole unchanged,08:00:00,25.2,94,0.0,7.2,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-09-06
53,"Drizzle, not freezing, continuous 	moderate at time of observation",08:00:00,25.1,93,0.3,7.8,Kedah,Alor Setar,6.1167,100.3667,2026-09-06
2,State of sky on the whole unchanged,08:00:00,26.2,92,0.0,3.5,Sarawak,Sibu,2.3,111.8167,2026-09-06
3,Clouds generally forming or developing,08:00:00,27.0,79,0.0,7.6,Negeri Sembilan,Seremban,2.7297,101.9381,2026-09-06
2,State of sky on the whole unchanged,08:00:00,27.1,85,0.0,13.1,Sabah,Lahad Datu,5.03,118.34,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",08:00:00,25.5,92,0.1,7.2,Perak,Taiping,4.85,100.7333,2026-09-06
1,Clouds generally dissolving or becoming less developed,08:00:00,26.0,89,0.0,7.9,Pahang,Kuantan,3.8167,103.3333,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",08:00:00,26.2,86,0.0,5.6,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-09-06
3,Clouds generally forming or developing,08:00:00,25.6,88,0.0,7.3,Johor,Muar,2.05,102.56,2026-09-06
3,Clouds generally forming or developing,08:00:00,27.2,83,0.0,8.2,Perlis,Kangar,6.4333,100.2,2026-09-06
0,Cloud development not observed or not observable,08:00:00,26.7,77,0.0,4.0,Pahang,Kuala Lipis,4.184,102.042,2026-09-06
0,Cloud development not observed or not observable,08:00:00,25.7,96,0.0,9.7,Terengganu,Cukai,4.2332,103.4479,2026-09-06
3,Clouds generally forming or developing,08:00:00,28.9,69,0.0,4.8,Sabah,Kota Kinabalu,5.975,116.0725,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",08:00:00,26.3,86,0.0,5.6,Pulau Pinang,Butterworth,5.3992,100.3639,2026-09-06
3,Clouds generally forming or developing,08:00:00,25.0,89,0.0,5.4,Johor,Batu Pahat,1.85,102.93,2026-09-06
2,State of sky on the whole unchanged,08:00:00,27.1,80,0.0,6.0,Putrajaya,Putrajaya,2.93,101.69,2026-09-06
2,State of sky on the whole unchanged,08:00:00,27.6,77,0.0,4.6,Selangor,Shah Alam,3.0833,101.5333,2026-09-06
2,State of sky on the whole unchanged,08:00:00,27.2,80,0.0,5.4,Selangor,Klang,3.0333,101.45,2026-09-06
2,State of sky on the whole unchanged,08:00:00,26.4,80,0.0,3.2,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-09-06
3,Clouds generally forming or developing,08:00:00,26.9,83,0.0,6.8,Sabah,Tawau,4.2448,117.8911,2026-09-06
3,Clouds generally forming or developing,08:00:00,26.0,96,0.0,4.7,Pulau Pinang,George Town,5.4145,100.3292,2026-09-06
3,Clouds generally forming or developing,08:00:00,30.2,69,0.0,5.2,Labuan,Labuan,5.2803,115.2475,2026-09-06
3,Clouds generally forming or developing,07:00:00,29.3,77,0.0,5.2,Labuan,Labuan,5.2803,115.2475,2026-09-06
3,Clouds generally forming or developing,07:00:00,25.8,89,0.0,6.4,Sabah,Tawau,4.2448,117.8911,2026-09-06
3,Clouds generally forming or developing,07:00:00,27.1,79,0.0,5.8,Selangor,Shah Alam,3.0833,101.5333,2026-09-06
3,Clouds generally forming or developing,07:00:00,25.3,90,0.0,6.7,Sarawak,Bintulu,3.17,113.03,2026-09-06
1,Clouds generally dissolving or becoming less developed,07:00:00,24.4,97,0.0,8.2,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-09-06
1,Clouds generally dissolving or becoming less developed,07:00:00,24.7,95,0.0,5.8,Perak,Taiping,4.85,100.7333,2026-09-06
3,Clouds generally forming or developing,07:00:00,25.9,74,0.0,5.7,Sabah,Kota Kinabalu,5.975,116.0725,2026-09-06
3,Clouds generally forming or developing,07:00:00,25.2,94,0.0,0.9,Johor,Johor Bahru,1.4556,103.7611,2026-09-06
3,Clouds generally forming or developing,07:00:00,24.8,92,0.0,7.1,Johor,Muar,2.05,102.56,2026-09-06
3,Clouds generally forming or developing,07:00:00,23.3,96,0.0,1.0,Johor,Kluang,2.0336,103.3194,2026-09-06
3,Clouds generally forming or developing,07:00:00,23.7,96,0.0,5.5,Johor,Batu Pahat,1.85,102.93,2026-09-06
3,Clouds generally forming or developing,07:00:00,24.7,93,0.0,8.6,Melaka,Melaka,2.1889,102.2511,2026-09-06
2,State of sky on the whole unchanged,07:00:00,26.2,83,0.0,6.7,Negeri Sembilan,Seremban,2.7297,101.9381,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",07:00:00,24.5,99,0.1,7.0,Kelantan,Kota Bharu,6.1333,102.25,2026-09-06
2,State of sky on the whole unchanged,07:00:00,25.9,93,0.0,12.7,Sabah,Sandakan,5.8388,118.1173,2026-09-06
3,Clouds generally forming or developing,07:00:00,26.5,83,0.0,5.9,Putrajaya,Putrajaya,2.93,101.69,2026-09-06
1,Clouds generally dissolving or becoming less developed,07:00:00,24.6,96,0.0,4.3,Terengganu,Cukai,4.2332,103.4479,2026-09-06
3,Clouds generally forming or developing,07:00:00,25.3,94,0.0,4.3,Sarawak,Sibu,2.3,111.8167,2026-09-06
3,Clouds generally forming or developing,07:00:00,25.4,91,0.0,4.5,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-09-06
3,Clouds generally forming or developing,07:00:00,25.4,87,0.0,9.0,Sarawak,Miri,4.4028,113.9933,2026-09-06
3,Clouds generally forming or developing,07:00:00,25.5,91,0.0,4.5,Pulau Pinang,Butterworth,5.3992,100.3639,2026-09-06
3,Clouds generally forming or developing,07:00:00,26.5,83,0.0,5.1,Selangor,Klang,3.0333,101.45,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",07:00:00,26.1,91,0.1,12.8,Sabah,Lahad Datu,5.03,118.34,2026-09-06
3,Clouds generally forming or developing,07:00:00,25.4,85,0.0,2.4,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-09-06
3,Clouds generally forming or developing,07:00:00,24.5,92,0.0,5.5,Sarawak,Kuching,1.5397,110.3542,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",07:00:00,24.4,99,0.2,3.6,Perak,Teluk Intan,4.0259,101.0213,2026-09-06
2,State of sky on the whole unchanged,07:00:00,24.4,94,0.0,5.6,Perak,Ipoh,4.6,101.07,2026-09-06
0,Cloud development not observed or not observable,07:00:00,25.8,82,0.0,3.2,Pahang,Kuala Lipis,4.184,102.042,2026-09-06
3,Clouds generally forming or developing,07:00:00,26.3,80,0.0,2.3,Selangor,Petaling Jaya,3.1073,101.6067,2026-09-06
53,"Drizzle, not freezing, continuous 	moderate at time of observation",07:00:00,25.4,93,0.3,4.9,Kedah,Alor Setar,6.1167,100.3667,2026-09-06
1,Clouds generally dissolving or becoming less developed,07:00:00,25.4,91,0.0,8.6,Pahang,Kuantan,3.8167,103.3333,2026-09-06
2,State of sky on the whole unchanged,07:00:00,26.4,86,0.0,4.9,Perlis,Kangar,6.4333,100.2,2026-09-06
3,Clouds generally forming or developing,07:00:00,25.4,97,0.0,3.4,Pulau Pinang,George Town,5.4145,100.3292,2026-09-06
1,Clouds generally dissolving or becoming less developed,06:00:00,25.0,92,0.0,7.2,Johor,Muar,2.05,102.56,2026-09-06
3,Clouds generally forming or developing,06:00:00,25.5,85,0.0,2.8,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-09-06
3,Clouds generally forming or developing,06:00:00,25.0,96,0.0,3.7,Sarawak,Sibu,2.3,111.8167,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",06:00:00,25.6,92,0.1,5.7,Pulau Pinang,Butterworth,5.3992,100.3639,2026-09-06
3,Clouds generally forming or developing,06:00:00,25.7,90,0.0,9.2,Pahang,Kuantan,3.8167,103.3333,2026-09-06
2,State of sky on the whole unchanged,06:00:00,26.3,79,0.0,3.6,Pahang,Kuala Lipis,4.184,102.042,2026-09-06
1,Clouds generally dissolving or becoming less developed,06:00:00,23.9,94,0.0,5.9,Johor,Batu Pahat,1.85,102.93,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",06:00:00,25.1,98,0.2,5.0,Pulau Pinang,George Town,5.4145,100.3292,2026-09-06
2,State of sky on the whole unchanged,06:00:00,24.5,94,0.0,5.9,Perak,Ipoh,4.6,101.07,2026-09-06
2,State of sky on the whole unchanged,06:00:00,24.8,94,0.0,0.4,Terengganu,Cukai,4.2332,103.4479,2026-09-06
3,Clouds generally forming or developing,06:00:00,26.6,82,0.0,6.6,Putrajaya,Putrajaya,2.93,101.69,2026-09-06
3,Clouds generally forming or developing,06:00:00,25.0,91,0.0,6.9,Sarawak,Bintulu,3.17,113.03,2026-09-06
3,Clouds generally forming or developing,06:00:00,24.7,91,0.0,5.1,Sarawak,Kuching,1.5397,110.3542,2026-09-06
2,State of sky on the whole unchanged,06:00:00,25.2,93,0.0,0.9,Johor,Johor Bahru,1.4556,103.7611,2026-09-06
53,"Drizzle, not freezing, continuous 	moderate at time of observation",06:00:00,24.3,95,0.5,6.7,Perak,Teluk Intan,4.0259,101.0213,2026-09-06
3,Clouds generally forming or developing,06:00:00,25.4,73,0.0,4.4,Sabah,Kota Kinabalu,5.975,116.0725,2026-09-06
3,Clouds generally forming or developing,06:00:00,26.8,81,0.0,6.0,Selangor,Klang,3.0333,101.45,2026-09-06
1,Clouds generally dissolving or becoming less developed,06:00:00,25.0,94,0.0,5.6,Perak,Taiping,4.85,100.7333,2026-09-06
2,State of sky on the whole unchanged,06:00:00,26.5,81,0.0,7.8,Negeri Sembilan,Seremban,2.7297,101.9381,2026-09-06
3,Clouds generally forming or developing,06:00:00,28.7,79,0.0,4.3,Labuan,Labuan,5.2803,115.2475,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",06:00:00,26.0,90,0.1,4.7,Kedah,Alor Setar,6.1167,100.3667,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",06:00:00,25.5,92,0.1,5.7,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-09-06
1,Clouds generally dissolving or becoming less developed,06:00:00,25.3,95,0.0,10.9,Sabah,Sandakan,5.8388,118.1173,2026-09-06
3,Clouds generally forming or developing,06:00:00,23.5,96,0.0,0.8,Johor,Kluang,2.0336,103.3194,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",06:00:00,25.6,94,0.1,8.8,Sabah,Lahad Datu,5.03,118.34,2026-09-06
1,Clouds generally dissolving or becoming less developed,06:00:00,24.7,96,0.0,9.2,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-09-06
2,State of sky on the whole unchanged,06:00:00,25.1,93,0.0,5.6,Sabah,Tawau,4.2448,117.8911,2026-09-06
3,Clouds generally forming or developing,06:00:00,26.4,79,0.0,3.4,Selangor,Petaling Jaya,3.1073,101.6067,2026-09-06
3,Clouds generally forming or developing,06:00:00,25.1,89,0.0,8.4,Sarawak,Miri,4.4028,113.9933,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",06:00:00,24.9,99,0.2,5.6,Kelantan,Kota Bharu,6.1333,102.25,2026-09-06
3,Clouds generally forming or developing,06:00:00,27.3,77,0.0,7.2,Selangor,Shah Alam,3.0833,101.5333,2026-09-06
2,State of sky on the whole unchanged,06:00:00,26.5,86,0.0,6.2,Perlis,Kangar,6.4333,100.2,2026-09-06
1,Clouds generally dissolving or becoming less developed,06:00:00,25.2,91,0.0,9.5,Melaka,Melaka,2.1889,102.2511,2026-09-06
3,Clouds generally forming or developing,05:00:00,28.8,78,0.0,6.4,Labuan,Labuan,5.2803,115.2475,2026-09-06
53,"Drizzle, not freezing, continuous 	moderate at time of observation",05:00:00,25.5,99,0.2,5.4,Pulau Pinang,George Town,5.4145,100.3292,2026-09-06
1,Clouds generally dissolving or becoming less developed,05:00:00,25.5,93,0.0,2.6,Perak,Teluk Intan,4.0259,101.0213,2026-09-06
53,"Drizzle, not freezing, continuous 	moderate at time of observation",05:00:00,26.1,86,0.3,4.9,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",05:00:00,24.6,96,0.1,5.6,Perak,Ipoh,4.6,101.07,2026-09-06
1,Clouds generally dissolving or becoming less developed,05:00:00,23.7,95,0.0,1.3,Johor,Kluang,2.0336,103.3194,2026-09-06
1,Clouds generally dissolving or becoming less developed,05:00:00,25.3,91,0.0,7.5,Johor,Muar,2.05,102.56,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",05:00:00,25.0,100,0.4,3.6,Kelantan,Kota Bharu,6.1333,102.25,2026-09-06
1,Clouds generally dissolving or becoming less developed,05:00:00,25.3,93,0.0,8.9,Perak,Taiping,4.85,100.7333,2026-09-06
53,"Drizzle, not freezing, continuous 	moderate at time of observation",05:00:00,26.1,86,0.3,4.9,Pulau Pinang,Butterworth,5.3992,100.3639,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",05:00:00,25.2,94,0.1,10.2,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",05:00:00,25.1,95,0.1,6.7,Sabah,Lahad Datu,5.03,118.34,2026-09-06
0,Cloud development not observed or not observable,05:00:00,25.3,92,0.0,1.8,Johor,Johor Bahru,1.4556,103.7611,2026-09-06
1,Clouds generally dissolving or becoming less developed,05:00:00,27.1,79,0.0,8.4,Selangor,Klang,3.0333,101.45,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",05:00:00,26.6,85,0.2,7.6,Perlis,Kangar,6.4333,100.2,2026-09-06
0,Cloud development not observed or not observable,05:00:00,24.4,93,0.0,5.1,Johor,Batu Pahat,1.85,102.93,2026-09-06
0,Cloud development not observed or not observable,05:00:00,25.7,88,0.0,9.6,Melaka,Melaka,2.1889,102.2511,2026-09-06
1,Clouds generally dissolving or becoming less developed,05:00:00,26.6,81,0.0,7.6,Negeri Sembilan,Seremban,2.7297,101.9381,2026-09-06
3,Clouds generally forming or developing,05:00:00,25.6,84,0.0,3.4,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-09-06
2,State of sky on the whole unchanged,05:00:00,26.8,80,0.0,8.8,Putrajaya,Putrajaya,2.93,101.69,2026-09-06
2,State of sky on the whole unchanged,05:00:00,26.0,90,0.0,9.3,Pahang,Kuantan,3.8167,103.3333,2026-09-06
3,Clouds generally forming or developing,05:00:00,25.2,91,0.0,8.4,Sarawak,Bintulu,3.17,113.03,2026-09-06
2,State of sky on the whole unchanged,05:00:00,26.5,78,0.0,6.6,Pahang,Kuala Lipis,4.184,102.042,2026-09-06
3,Clouds generally forming or developing,05:00:00,25.7,74,0.0,2.6,Sabah,Kota Kinabalu,5.975,116.0725,2026-09-06
2,State of sky on the whole unchanged,05:00:00,26.0,91,0.0,5.4,Kedah,Alor Setar,6.1167,100.3667,2026-09-06
2,State of sky on the whole unchanged,05:00:00,24.4,95,0.0,1.0,Terengganu,Cukai,4.2332,103.4479,2026-09-06
3,Clouds generally forming or developing,05:00:00,25.3,96,0.0,5.1,Sarawak,Sibu,2.3,111.8167,2026-09-06
2,State of sky on the whole unchanged,05:00:00,27.5,76,0.0,9.1,Selangor,Shah Alam,3.0833,101.5333,2026-09-06
2,State of sky on the whole unchanged,05:00:00,25.1,97,0.0,8.6,Sabah,Sandakan,5.8388,118.1173,2026-09-06
3,Clouds generally forming or developing,05:00:00,24.9,89,0.0,5.8,Sarawak,Kuching,1.5397,110.3542,2026-09-06
3,Clouds generally forming or developing,05:00:00,25.1,92,0.0,8.5,Sarawak,Miri,4.4028,113.9933,2026-09-06
2,State of sky on the whole unchanged,05:00:00,26.6,78,0.0,5.2,Selangor,Petaling Jaya,3.1073,101.6067,2026-09-06
2,State of sky on the whole unchanged,05:00:00,24.8,94,0.0,5.5,Sabah,Tawau,4.2448,117.8911,2026-09-06
1,Clouds generally dissolving or becoming less developed,04:00:00,27.0,81,0.0,5.1,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-09-06
1,Clouds generally dissolving or becoming less developed,04:00:00,25.9,93,0.0,6.5,Perak,Teluk Intan,4.0259,101.0213,2026-09-06
3,Clouds generally forming or developing,04:00:00,25.2,93,0.0,8.2,Sarawak,Miri,4.4028,113.9933,2026-09-06
53,"Drizzle, not freezing, continuous 	moderate at time of observation",04:00:00,24.7,96,0.6,4.8,Perak,Ipoh,4.6,101.07,2026-09-06
2,State of sky on the whole unchanged,04:00:00,26.8,77,0.0,7.1,Pahang,Kuala Lipis,4.184,102.042,2026-09-06
3,Clouds generally forming or developing,04:00:00,25.4,91,0.0,7.8,Sarawak,Bintulu,3.17,113.03,2026-09-06
2,State of sky on the whole unchanged,04:00:00,24.8,95,0.0,4.6,Sabah,Tawau,4.2448,117.8911,2026-09-06
2,State of sky on the whole unchanged,04:00:00,24.8,92,0.0,5.1,Johor,Batu Pahat,1.85,102.93,2026-09-06
2,State of sky on the whole unchanged,04:00:00,26.4,85,0.0,9.9,Melaka,Melaka,2.1889,102.2511,2026-09-06
3,Clouds generally forming or developing,04:00:00,25.4,96,0.0,4.2,Sarawak,Sibu,2.3,111.8167,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",04:00:00,26.8,82,0.1,5.9,Perlis,Kangar,6.4333,100.2,2026-09-06
2,State of sky on the whole unchanged,04:00:00,25.4,91,0.0,2.8,Johor,Johor Bahru,1.4556,103.7611,2026-09-06
51,"Drizzle, not freezing, continuous 	slight at time of observation",04:00:00,26.8,91,0.0,3.2,Pulau Pinang,George Town,5.4145,100.3292,2026-09-06
2,State of sky on the whole unchanged,04:00:00,24.9,97,0.0,6.6,Sabah,Sandakan,5.8388,118.1173,2026-09-06
1,Clouds generally dissolving or becoming less developed,04:00:00,27.1,81,0.0,5.1,Pulau Pinang,Butterworth,5.3992,100.3639,2026-09-06
1,Clouds generally dissolving or becoming less developed,04:00:00,27.0,79,0.0,9.5,Putrajaya,Putrajaya,2.93,101.69,2026-09-06
