weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
3,Clouds generally forming or developing,07:00:00,23.6,91,0.0,2.0,Perak,Taiping,4.85,100.7333,2026-08-24
3,Clouds generally forming or developing,07:00:00,26.1,89,0.0,9.3,Terengganu,Cukai,4.2332,103.4479,2026-08-24
3,Clouds generally forming or developing,07:00:00,23.6,74,0.0,2.5,Pahang,Raub,3.7931,101.8569,2026-08-24
3,Clouds generally forming or developing,07:00:00,25.7,100,0.0,4.6,Sarawak,Sibu,2.3,111.8167,2026-08-24
3,Clouds generally forming or developing,07:00:00,25.1,87,0.0,3.2,Pahang,Kuala Lipis,4.184,102.042,2026-08-24
3,Clouds generally forming or developing,07:00:00,28.1,71,0.0,8.4,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2026-08-24
3,Clouds generally forming or developing,07:00:00,28.3,73,0.0,6.6,Perlis,Kangar,6.4333,100.2,2026-08-24
3,Clouds generally forming or developing,07:00:00,28.8,81,0.0,12.6,Labuan,Labuan,5.2803,115.2475,2026-08-24
3,Clouds generally forming or developing,07:00:00,25.3,94,0.0,4.6,Kedah,Alor Setar,6.1167,100.3667,2026-08-24
3,Clouds generally forming or developing,07:00:00,28.1,71,0.0,8.4,Pulau Pinang,Butterworth,5.3992,100.3639,2026-08-24
1,Clouds generally dissolving or becoming less developed,07:00:00,25.3,93,0.0,11.3,Sarawak,Miri,4.4028,113.9933,2026-08-24
3,Clouds generally forming or developing,07:00:00,26.3,76,0.0,5.7,Sabah,Kota Kinabalu,5.975,116.0725,2026-08-24
3,Clouds generally forming or developing,07:00:00,25.1,98,0.0,6.0,Kelantan,Kota Bharu,6.1333,102.25,2026-08-24
2,State of sky on the whole unchanged,07:00:00,24.8,77,0.0,9.6,Melaka,Melaka,2.1889,102.2511,2026-08-24
1,Clouds generally dissolving or becoming less developed,07:00:00,24.4,84,0.0,8.4,Johor,Muar,2.05,102.56,2026-08-24
0,Cloud development not observed or not observable,07:00:00,23.8,94,0.0,5.9,Johor,Batu Pahat,1.85,102.93,2026-08-24
3,Clouds generally forming or developing,07:00:00,26.5,75,0.0,6.8,Selangor,Shah Alam,3.0833,101.5333,2026-08-24
3,Clouds generally forming or developing,07:00:00,25.6,84,0.0,8.7,Pahang,Kuantan,3.8167,103.3333,2026-08-24
3,Clouds generally forming or developing,07:00:00,25.7,76,0.0,4.3,Selangor,Petaling Jaya,3.1073,101.6067,2026-08-24
3,Clouds generally forming or developing,07:00:00,27.2,83,0.0,3.6,Pulau Pinang,George Town,5.4145,100.3292,2026-08-24
1,Clouds generally dissolving or becoming less developed,07:00:00,25.5,96,0.0,6.7,Sarawak,Kuching,1.5397,110.3542,2026-08-24
2,State of sky on the whole unchanged,07:00:00,25.6,95,0.0,8.5,Sabah,Tawau,4.2448,117.8911,2026-08-24
1,Clouds generally dissolving or becoming less developed,07:00:00,26.8,86,0.0,16.0,Sabah,Lahad Datu,5.03,118.34,2026-08-24
2,State of sky on the whole unchanged,07:00:00,26.1,77,0.0,6.5,Putrajaya,Putrajaya,2.93,101.69,2026-08-24
0,Cloud development not observed or not observable,07:00:00,23.4,96,0.0,4.6,Johor,Kluang,2.0336,103.3194,2026-08-24
3,Clouds generally forming or developing,07:00:00,24.2,93,0.0,1.6,Perak,Ipoh,4.6,101.07,2026-08-24
3,Clouds generally forming or developing,07:00:00,26.8,74,0.0,8.4,Selangor,Klang,3.0333,101.45,2026-08-24
2,State of sky on the whole unchanged,07:00:00,24.9,94,0.0,5.1,Johor,Johor Bahru,1.4556,103.7611,2026-08-24
2,State of sky on the whole unchanged,07:00:00,26.3,75,0.0,7.9,Negeri Sembilan,Seremban,2.7297,101.9381,2026-08-24
2,State of sky on the whole unchanged,07:00:00,26.1,70,0.0,4.3,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-08-24
53,"Drizzle, not freezing, continuous 	moderate at time of observation",07:00:00,24.3,98,0.5,9.1,Sarawak,Bintulu,3.17,113.03,2026-08-24
3,Clouds generally forming or developing,07:00:00,25.3,94,0.0,6.3,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-08-24
3,Clouds generally forming or developing,07:00:00,24.8,91,0.0,0.9,Kedah,Sungai Petani,5.65,100.48,2026-08-24
1,Clouds generally dissolving or becoming less developed,06:00:00,26.5,76,0.0,6.5,Selangor,Shah Alam,3.0833,101.5333,2026-08-24
3,Clouds generally forming or developing,06:00:00,25.5,93,0.0,6.7,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-08-24
2,State of sky on the whole unchanged,06:00:00,25.7,78,0.0,3.7,Selangor,Petaling Jaya,3.1073,101.6067,2026-08-24
3,Clouds generally forming or developing,06:00:00,27.3,82,0.0,4.0,Pulau Pinang,George Town,5.4145,100.3292,2026-08-24
2,State of sky on the whole unchanged,06:00:00,26.7,86,0.0,15.5,Sabah,Lahad Datu,5.03,118.34,2026-08-24
2,State of sky on the whole unchanged,06:00:00,25.2,96,0.0,6.2,Sabah,Tawau,4.2448,117.8911,2026-08-24
2,State of sky on the whole unchanged,06:00:00,26.0,73,0.0,3.1,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-08-24
