weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
51,"Drizzle, not freezing, continuous 	slight at time of observation",08:00:00,26.5,81,0.1,5.2,Selangor,Petaling Jaya,3.1073,101.6067,2026-09-08
51,"Drizzle, not freezing, continuous 	slight at time of observation",08:00:00,26.3,82,0.1,6.3,Selangor,Shah Alam,3.0833,101.5333,2026-09-08
51,"Drizzle, not freezing, continuous 	slight at time of observation",08:00:00,25.6,90,0.2,6.1,Selangor,Klang,3.0333,101.45,2026-09-08
51,"Drizzle, not freezing, continuous 	slight at time of observation",08:00:00,26.4,92,0.0,6.5,Kedah,Alor Setar,6.1167,100.3667,2026-09-08
0,Cloud development not observed or not observable,08:00:00,27.1,86,0.0,12.3,Terengganu,Cukai,4.2332,103.4479,2026-09-08
0,Cloud development not observed or not observable,08:00:00,28.0,79,0.0,6.7,Sabah,Tawau,4.2448,117.8911,2026-09-08
3,Clouds generally forming or developing,08:00:00,27.3,87,0.0,5.8,Pulau Pinang,Butterworth,5.3992,100.3639,2026-09-08
1,Clouds generally dissolving or becoming less developed,08:00:00,25.3,95,0.0,3.9,Perak,Teluk Intan,4.0259,101.0213,2026-09-08
2,State of sky on the whole unchanged,08:00:00,29.8,70,0.0,7.1,Labuan,Labuan,5.2803,115.2475,2026-09-08
1,Clouds generally dissolving or becoming less developed,08:00:00,26.9,77,0.0,0.5,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-09-08
1,Clouds generally dissolving or becoming less developed,08:00:00,27.2,82,0.0,5.9,Putrajaya,Putrajaya,2.93,101.69,2026-09-08
3,Clouds generally forming or developing,08:00:00,26.6,94,0.0,2.3,Pulau Pinang,George Town,5.4145,100.3292,2026-09-08
3,Clouds generally forming or developing,08:00:00,26.1,92,0.0,8.2,Pahang,Kuantan,3.8167,103.3333,2026-09-08
2,State of sky on the whole unchanged,08:00:00,27.3,88,0.0,8.9,Sabah,Sandakan,5.8388,118.1173,2026-09-08
0,Cloud development not observed or not observable,08:00:00,25.5,78,0.0,2.0,Pahang,Raub,3.7931,101.8569,2026-09-08
2,State of sky on the whole unchanged,08:00:00,26.9,79,0.0,3.6,Negeri Sembilan,Seremban,2.7297,101.9381,2026-09-08
