date,time,state,city,latitude,longitude,temperature_2m,relativehumidity_2m,rain,windspeed_10m,weathercode,description
2024-10-07,10:00:00,Selangor,Petaling Jaya,3.1073,101.6067,29.0,76,0.0,7.7,3,Clouds generally forming or developing
2024-10-07,10:00:00,Kelantan,Kota Bharu,6.1333,102.25,27.9,81,0.0,5.2,3,Clouds generally forming or developing
2024-10-07,10:00:00,Sarawak,Miri,4.4028,113.9933,28.1,80,0.0,7.6,3,Clouds generally forming or developing
2024-10-07,10:00:00,Sarawak,Bintulu,3.17,113.03,28.0,85,0.0,2.6,3,Clouds generally forming or developing
2024-10-07,10:00:00,Labuan,Labuan,5.2803,115.2475,28.3,78,0.0,9.4,3,Clouds generally forming or developing
2024-10-07,10:00:00,Putrajaya,Putrajaya,2.93,101.69,28.5,76,0.0,8.6,3,Clouds generally forming or developing
2024-10-07,10:00:00,Sabah,Sandakan,5.8388,118.1173,29.8,72,0.0,4.6,2,State of sky on the whole unchanged
2024-10-07,10:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,27.9,83,0.0,2.9,3,Clouds generally forming or developing
2024-10-07,10:00:00,Johor,Johor Bahru,1.4556,103.7611,29.3,75,0.0,4.0,3,Clouds generally forming or developing
2024-10-07,10:00:00,Melaka,Melaka,2.1889,102.2511,27.8,85,0.0,5.0,80,"Rain shower(s), slight"
2024-10-07,10:00:00,Pahang,Kuantan,3.8167,103.3333,28.1,82,0.0,3.0,3,Clouds generally forming or developing
2024-10-07,10:00:00,Perak,Taiping,4.85,100.7333,27.8,80,0.0,5.0,3,Clouds generally forming or developing
2024-10-07,10:00:00,Pulau Pinang,George Town,5.4145,100.3292,28.4,79,0.0,5.4,2,State of sky on the whole unchanged
2024-10-07,10:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.5,79,0.0,5.4,2,State of sky on the whole unchanged
2024-10-07,10:00:00,Perak,Teluk Intan,4.0259,101.0213,27.9,84,0.0,7.0,3,Clouds generally forming or developing
2024-10-07,10:00:00,Perak,Ipoh,4.6,101.07,28.1,80,0.0,3.8,2,State of sky on the whole unchanged
2024-10-07,10:00:00,Sarawak,Kuching,1.5397,110.3542,28.9,75,0.0,3.5,3,Clouds generally forming or developing
2024-10-07,10:00:00,Selangor,Shah Alam,3.0833,101.5333,29.0,76,0.0,7.7,3,Clouds generally forming or developing
2024-10-07,10:00:00,Kedah,Alor Setar,6.1167,100.3667,28.4,81,0.0,6.1,3,Clouds generally forming or developing
2024-10-07,10:00:00,Terengganu,Cukai,4.2332,103.4479,28.0,83,0.0,2.3,3,Clouds generally forming or developing
