weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
1,Clouds generally dissolving or becoming less developed,09:00:00,27.4,81,0.0,4.1,Putrajaya,Putrajaya,2.93,101.69,2024-07-29
2,State of sky on the whole unchanged,09:00:00,27.9,85,0.0,3.3,Terengganu,Kuala Terengganu,5.3303,103.1408,2024-07-29
1,Clouds generally dissolving or becoming less developed,09:00:00,28.7,78,0.0,5.9,Sarawak,Miri,4.4028,113.9933,2024-07-29
1,Clouds generally dissolving or becoming less developed,09:00:00,27.5,87,0.0,4.0,Johor,Batu Pahat,1.85,102.93,2024-07-29
3,Clouds generally forming or developing,09:00:00,26.8,88,0.0,3.3,Kedah,Sungai Petani,5.65,100.48,2024-07-29
1,Clouds generally dissolving or becoming less developed,09:00:00,27.9,87,0.0,11.0,Pahang,Kuantan,3.8167,103.3333,2024-07-29
0,Cloud development not observed or not observable,09:00:00,28.8,75,0.0,3.8,Labuan,Labuan,5.2803,115.2475,2024-07-29
2,State of sky on the whole unchanged,09:00:00,28.6,80,0.0,7.3,Sabah,Sandakan,5.8388,118.1173,2024-07-29
0,Cloud development not observed or not observable,09:00:00,29.7,71,0.0,2.5,Sabah,Kota Kinabalu,5.975,116.0725,2024-07-29
2,State of sky on the whole unchanged,09:00:00,28.7,70,0.0,3.3,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2024-07-29
1,Clouds generally dissolving or becoming less developed,09:00:00,28.0,74,0.0,7.3,Selangor,Petaling Jaya,3.1073,101.6067,2024-07-29
1,Clouds generally dissolving or becoming less developed,09:00:00,27.9,82,0.0,10.4,Selangor,Klang,3.0333,101.45,2024-07-29
3,Clouds generally forming or developing,09:00:00,28.8,71,0.0,9.5,Perak,Taiping,4.85,100.7333,2024-07-29
3,Clouds generally forming or developing,09:00:00,26.6,88,0.0,4.3,Kelantan,Kota Bharu,6.1333,102.25,2024-07-29
3,Clouds generally forming or developing,09:00:00,28.9,82,0.0,4.3,Sarawak,Kuching,1.5397,110.3542,2024-07-29
2,State of sky on the whole unchanged,09:00:00,29.6,73,0.0,11.0,Johor,Johor Bahru,1.4556,103.7611,2024-07-29
3,Clouds generally forming or developing,09:00:00,27.3,88,0.0,5.6,Sarawak,Sibu,2.3,111.8167,2024-07-29
2,State of sky on the whole unchanged,09:00:00,26.4,86,0.0,2.7,Pahang,Kuala Lipis,4.184,102.042,2024-07-29
3,Clouds generally forming or developing,09:00:00,28.2,83,0.0,6.6,Pulau Pinang,George Town,5.4145,100.3292,2024-07-29
3,Clouds generally forming or developing,09:00:00,27.1,93,0.0,1.9,Perlis,Kangar,6.4333,100.2,2024-07-29
3,Clouds generally forming or developing,09:00:00,26.6,91,0.0,4.7,Kedah,Alor Setar,6.1167,100.3667,2024-07-29
3,Clouds generally forming or developing,09:00:00,26.9,88,0.0,2.7,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,2024-07-29
