date,time,state,city,latitude,longitude,temperature_2m,relativehumidity_2m,rain,windspeed_10m,weathercode,description
2025-01-10,10:00:00,Sabah,Tawau,4.2448,117.8911,27.3,87,0.0,3.4,3,Clouds generally forming or developing
2025-01-10,10:00:00,Pulau Pinang,George Town,5.4145,100.3292,28.6,62,0.0,11.4,1,Clouds generally dissolving or becoming less developed
2025-01-10,10:00:00,Sarawak,Bintulu,3.17,113.03,28.4,82,0.0,4.1,2,State of sky on the whole unchanged
2025-01-10,10:00:00,Sarawak,Sibu,2.3,111.8167,27.5,83,0.0,5.0,3,Clouds generally forming or developing
2025-01-10,10:00:00,Pahang,Kuantan,3.8167,103.3333,26.2,85,0.0,17.8,80,"Rain shower(s), slight"
2025-01-10,10:00:00,Terengganu,Cukai,4.2332,103.4479,26.3,84,0.0,15.7,3,Clouds generally forming or developing
2025-01-10,10:00:00,Selangor,Petaling Jaya,3.1073,101.6067,27.9,75,0.0,3.0,3,Clouds generally forming or developing
2025-01-10,10:00:00,Perlis,Kangar,6.4333,100.2,29.2,65,0.0,12.4,2,State of sky on the whole unchanged
2025-01-10,10:00:00,Johor,Batu Pahat,1.85,102.93,26.5,80,0.0,9.5,3,Clouds generally forming or developing
2025-01-10,10:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,27.7,69,0.0,7.6,0,Cloud development not observed or not observable
2025-01-10,10:00:00,Johor,Muar,2.05,102.56,27.2,70,0.0,12.4,3,Clouds generally forming or developing
2025-01-10,10:00:00,Johor,Kluang,2.0336,103.3194,25.7,85,0.0,15.2,3,Clouds generally forming or developing
2025-01-10,10:00:00,Selangor,Shah Alam,3.0833,101.5333,27.9,75,0.0,3.0,3,Clouds generally forming or developing
2025-01-10,10:00:00,Labuan,Labuan,5.2803,115.2475,28.4,82,0.0,5.8,3,Clouds generally forming or developing
2025-01-10,10:00:00,Sabah,Kota Kinabalu,5.975,116.0725,29.5,76,0.0,4.2,3,Clouds generally forming or developing
2025-01-10,10:00:00,Perak,Taiping,4.85,100.7333,28.4,71,0.0,3.7,1,Clouds generally dissolving or becoming less developed
2025-01-10,10:00:00,Kedah,Sungai Petani,5.65,100.48,28.1,66,0.0,9.5,0,Cloud development not observed or not observable
2025-01-10,10:00:00,Sabah,Sandakan,5.8388,118.1173,28.5,80,0.0,4.0,3,Clouds generally forming or developing
2025-01-10,10:00:00,Johor,Johor Bahru,1.4556,103.7611,26.2,84,0.1,12.1,61,"Rain, not freezing, continuous slight at time of observation"
2025-01-10,10:00:00,Pahang,Kuala Lipis,4.184,102.042,26.4,76,0.0,2.5,3,Clouds generally forming or developing
2025-01-10,10:00:00,Sarawak,Kuching,1.5397,110.3542,28.4,77,0.0,4.4,3,Clouds generally forming or developing
2025-01-10,10:00:00,Kelantan,Kota Bharu,6.1333,102.25,26.3,82,0.0,8.3,80,"Rain shower(s), slight"
2025-01-10,10:00:00,Perak,Ipoh,4.6,101.07,28.4,68,0.0,2.3,3,Clouds generally forming or developing
2025-01-10,10:00:00,Kedah,Alor Setar,6.1167,100.3667,27.9,69,0.0,11.2,1,Clouds generally dissolving or becoming less developed
2025-01-10,10:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,25.9,85,0.0,1.1,3,Clouds generally forming or developing
2025-01-10,10:00:00,Sarawak,Miri,4.4028,113.9933,28.4,80,0.0,2.2,2,State of sky on the whole unchanged
2025-01-10,10:00:00,Perak,Teluk Intan,4.0259,101.0213,27.6,87,0.0,4.0,3,Clouds generally forming or developing
2025-01-10,10:00:00,Selangor,Klang,3.0333,101.45,28.1,81,0.0,1.9,3,Clouds generally forming or developing
2025-01-10,10:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,26.9,79,0.0,0.8,3,Clouds generally forming or developing
2025-01-10,10:00:00,Putrajaya,Putrajaya,2.93,101.69,27.2,80,0.0,1.9,3,Clouds generally forming or developing
2025-01-10,10:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,27.6,72,0.0,2.2,3,Clouds generally forming or developing
2025-01-10,10:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.7,62,0.0,11.4,1,Clouds generally dissolving or becoming less developed
2025-01-10,09:00:00,Selangor,Klang,3.0333,101.45,26.7,89,0.0,2.6,3,Clouds generally forming or developing
2025-01-10,09:00:00,Sarawak,Miri,4.4028,113.9933,27.3,86,0.0,3.4,2,State of sky on the whole unchanged
2025-01-10,09:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,25.7,84,0.0,1.1,3,Clouds generally forming or developing
2025-01-10,09:00:00,Johor,Kluang,2.0336,103.3194,25.3,86,0.0,8.9,3,Clouds generally forming or developing
2025-01-10,09:00:00,Perlis,Kangar,6.4333,100.2,26.5,78,0.0,6.2,1,Clouds generally dissolving or becoming less developed
2025-01-10,09:00:00,Sabah,Tawau,4.2448,117.8911,26.9,90,0.0,5.6,80,"Rain shower(s), slight"
