weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
3,Clouds generally forming or developing,07:00:00,21.4,95,0.0,3.4,Terengganu,Kuala Terengganu,5.3303,103.1408,2026-01-22
3,Clouds generally forming or developing,07:00:00,22.9,89,0.0,8.9,Johor,Batu Pahat,1.85,102.93,2026-01-22
1,Clouds generally dissolving or becoming less developed,07:00:00,24.8,75,0.0,11.5,Perlis,Kangar,6.4333,100.2,2026-01-22
2,State of sky on the whole unchanged,07:00:00,25.6,67,0.0,4.3,Pulau Pinang,George Town,5.4145,100.3292,2026-01-22
3,Clouds generally forming or developing,07:00:00,21.7,91,0.0,4.0,Kelantan,Kota Bharu,6.1333,102.25,2026-01-22
3,Clouds generally forming or developing,07:00:00,24.8,82,0.0,18.5,Johor,Muar,2.05,102.56,2026-01-22
2,State of sky on the whole unchanged,07:00:00,22.9,89,0.0,7.9,Sabah,Lahad Datu,5.03,118.34,2026-01-22
2,State of sky on the whole unchanged,07:00:00,22.7,90,0.0,3.3,Sarawak,Kuching,1.5397,110.3542,2026-01-22
3,Clouds generally forming or developing,07:00:00,20.6,90,0.0,3.7,Pahang,Kuala Lipis,4.184,102.042,2026-01-22
2,State of sky on the whole unchanged,07:00:00,22.9,96,0.0,2.3,Sarawak,Sibu,2.3,111.8167,2026-01-22
2,State of sky on the whole unchanged,07:00:00,22.3,77,0.0,3.4,Kedah,Sungai Petani,5.65,100.48,2026-01-22
3,Clouds generally forming or developing,07:00:00,23.4,84,0.0,6.0,Johor,Johor Bahru,1.4556,103.7611,2026-01-22
2,State of sky on the whole unchanged,07:00:00,25.6,67,0.0,4.3,Pulau Pinang,Butterworth,5.3992,100.3639,2026-01-22
3,Clouds generally forming or developing,07:00:00,22.1,92,0.0,4.4,Pahang,Kuantan,3.8167,103.3333,2026-01-22
3,Clouds generally forming or developing,07:00:00,24.4,74,0.0,15.6,Kedah,Alor Setar,6.1167,100.3667,2026-01-22
3,Clouds generally forming or developing,07:00:00,24.9,75,0.0,0.8,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-01-22
2,State of sky on the whole unchanged,07:00:00,24.7,88,0.0,4.7,Labuan,Labuan,5.2803,115.2475,2026-01-22
3,Clouds generally forming or developing,07:00:00,25.3,88,0.0,9.3,Sarawak,Miri,4.4028,113.9933,2026-01-22
3,Clouds generally forming or developing,07:00:00,24.8,77,0.0,9.0,Terengganu,Cukai,4.2332,103.4479,2026-01-22
0,Cloud development not observed or not observable,07:00:00,22.9,89,0.0,5.5,Sabah,Kota Kinabalu,5.975,116.0725,2026-01-22
45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour",07:00:00,22.0,96,0.0,5.1,Perak,Ipoh,4.6,101.07,2026-01-22
