weathercode,description,time,temperature_2m,relativehumidity_2m,rain,windspeed_10m,state,city,latitude,longitude,date
3,Clouds generally forming or developing,09:00:00,27.0,85,0.0,7.7,Johor,Kluang,2.0336,103.3194,2026-07-13
3,Clouds generally forming or developing,09:00:00,27.6,81,0.0,2.8,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,2026-07-13
3,Clouds generally forming or developing,09:00:00,28.1,83,0.0,6.6,Sarawak,Sibu,2.3,111.8167,2026-07-13
3,Clouds generally forming or developing,09:00:00,27.2,85,0.0,8.6,Putrajaya,Putrajaya,2.93,101.69,2026-07-13
3,Clouds generally forming or developing,09:00:00,26.7,81,0.0,9.9,Pahang,Kuantan,3.8167,103.3333,2026-07-13
3,Clouds generally forming or developing,09:00:00,27.3,84,0.0,5.7,Johor,Batu Pahat,1.85,102.93,2026-07-13
3,Clouds generally forming or developing,09:00:00,28.7,76,0.0,11.9,Johor,Johor Bahru,1.4556,103.7611,2026-07-13
51,"Drizzle, not freezing, continuous 	slight at time of observation",09:00:00,27.0,86,0.1,5.1,Johor,Muar,2.05,102.56,2026-07-13
3,Clouds generally forming or developing,09:00:00,29.5,72,0.0,12.9,Pulau Pinang,Butterworth,5.3992,100.3639,2026-07-13
3,Clouds generally forming or developing,09:00:00,27.7,82,0.0,11.1,Perak,Teluk Intan,4.0259,101.0213,2026-07-13
51,"Drizzle, not freezing, continuous 	slight at time of observation",09:00:00,27.2,91,0.1,3.6,Kedah,Alor Setar,6.1167,100.3667,2026-07-13
3,Clouds generally forming or developing,09:00:00,27.4,79,0.0,8.3,Sarawak,Kuching,1.5397,110.3542,2026-07-13
3,Clouds generally forming or developing,09:00:00,25.5,95,0.0,11.3,Sarawak,Bintulu,3.17,113.03,2026-07-13
3,Clouds generally forming or developing,09:00:00,26.8,87,0.0,3.4,Perak,Ipoh,4.6,101.07,2026-07-13
51,"Drizzle, not freezing, continuous 	slight at time of observation",09:00:00,26.9,84,0.1,2.0,Kedah,Sungai Petani,5.65,100.48,2026-07-13
3,Clouds generally forming or developing,09:00:00,30.5,65,0.0,6.9,Labuan,Labuan,5.2803,115.2475,2026-07-13
3,Clouds generally forming or developing,09:00:00,28.2,84,0.0,7.7,Kelantan,Kota Bharu,6.1333,102.25,2026-07-13
2,State of sky on the whole unchanged,09:00:00,27.5,82,0.0,12.3,Sabah,Lahad Datu,5.03,118.34,2026-07-13
3,Clouds generally forming or developing,09:00:00,27.6,82,0.0,9.4,Selangor,Shah Alam,3.0833,101.5333,2026-07-13
3,Clouds generally forming or developing,09:00:00,27.4,82,0.0,5.5,Selangor,Petaling Jaya,3.1073,101.6067,2026-07-13
3,Clouds generally forming or developing,09:00:00,27.2,84,0.0,10.4,Negeri Sembilan,Seremban,2.7297,101.9381,2026-07-13
3,Clouds generally forming or developing,09:00:00,26.5,81,0.0,5.7,Pahang,Raub,3.7931,101.8569,2026-07-13
3,Clouds generally forming or developing,09:00:00,30.0,66,0.0,3.1,Sabah,Kota Kinabalu,5.975,116.0725,2026-07-13
53,"Drizzle, not freezing, continuous 	moderate at time of observation",09:00:00,25.2,95,0.8,10.1,Sarawak,Miri,4.4028,113.9933,2026-07-13
