date,time,Coal,Gas,CoGen,Oil,Hydro,Solar
2022-08-16,00:00:00,9431,5636,22,0,769,0
2022-08-16,00:10:00,9354,5521,21,0,763,0
2022-08-16,00:20:00,9308,5387,21,0,769,0
2022-08-16,00:30:00,9252,5330,22,0,773,0
2022-08-16,00:40:00,9226,5226,21,0,756,0
2022-08-16,00:50:00,9167,5197,22,0,724,0
2022-08-16,01:00:00,9104,5123,21,0,730,0
2022-08-16,01:10:00,9009,5159,18,0,740,0
2022-08-16,01:20:00,8926,5199,20,0,702,0
2022-08-16,01:30:00,8768,5177,22,0,741,0
2022-08-16,01:40:00,8674,5224,21,0,694,0
2022-08-16,01:50:00,8595,5258,21,0,739,0
2022-08-16,02:00:00,8517,5269,20,0,739,0
2022-08-16,02:10:00,8399,5348,21,0,695,0
2022-08-16,02:20:00,8274,5414,21,0,736,0
2022-08-16,02:30:00,8127,5400,22,0,764,0
2022-08-16,02:40:00,8105,5273,22,0,776,0
2022-08-16,02:50:00,8016,5331,23,0,775,0
2022-08-16,03:00:00,7998,5434,21,0,710,0
2022-08-16,03:10:00,7968,5386,21,0,702,0
2022-08-16,03:20:00,7880,5479,20,0,655,0
2022-08-16,03:30:00,7839,5366,20,0,629,0
2022-08-16,03:40:00,7775,5381,22,0,598,0
2022-08-16,03:50:00,7799,5374,20,0,599,0
2022-08-16,04:00:00,7782,5255,20,0,599,0
2022-08-16,04:10:00,7792,5250,21,0,633,0
2022-08-16,04:20:00,7799,5217,21,0,593,0
2022-08-16,04:30:00,7808,5146,20,0,594,0
2022-08-16,04:40:00,7777,5139,20,0,594,0
2022-08-16,04:50:00,7813,5131,22,0,593,0
2022-08-16,05:00:00,7804,5079,21,0,591,0
2022-08-16,05:10:00,7802,5023,22,0,590,0
2022-08-16,05:20:00,7813,4990,23,0,608,0
2022-08-16,05:30:00,7833,5045,22,0,595,0
2022-08-16,05:40:00,7860,5113,24,0,595,0
2022-08-16,05:50:00,7845,5207,20,0,596,0
2022-08-16,06:00:00,7842,5180,22,0,588,0
2022-08-16,06:10:00,7836,5231,23,0,597,0
2022-08-16,06:20:00,7853,5250,22,0,652,0
2022-08-16,06:30:00,7848,5235,22,0,652,0
2022-08-16,06:40:00,7834,5206,23,0,678,0
2022-08-16,06:50:00,7832,5143,22,0,649,0
2022-08-16,07:00:00,7841,5092,21,0,636,0
2022-08-16,07:10:00,7834,5114,22,0,613,0
2022-08-16,07:20:00,7832,5066,21,0,601,0
2022-08-16,07:30:00,7850,5034,22,0,638,8
2022-08-16,07:40:00,7840,5084,22,0,681,29
2022-08-16,07:50:00,7847,5146,22,0,682,53
2022-08-16,08:00:00,7845,5119,20,0,883,76
2022-08-16,08:10:00,8095,5320,23,0,955,95
2022-08-16,08:20:00,8265,5418,21,0,1003,118
2022-08-16,08:30:00,8390,5505,21,0,957,144
2022-08-16,08:40:00,8473,5551,21,0,990,184
2022-08-16,08:50:00,8630,5544,23,0,983,218
2022-08-16,09:00:00,8744,5545,26,0,915,256
2022-08-16,09:10:00,8846,5565,17,0,992,292
2022-08-16,09:20:00,8851,5645,8,0,1135,292
2022-08-16,09:30:00,8918,5666,12,0,1097,309
2022-08-16,09:40:00,8976,5650,11,0,1096,354
2022-08-16,09:50:00,9044,5672,11,0,1137,349
2022-08-16,10:00:00,9149,5557,12,0,1232,329
2022-08-16,10:10:00,9322,5530,8,0,1258,372
2022-08-16,10:20:00,9493,5513,9,0,1157,428
2022-08-16,10:30:00,9622,5493,10,0,1098,452
2022-08-16,10:40:00,9692,5370,12,0,1084,517
2022-08-16,10:50:00,9786,5347,16,0,1043,468
2022-08-16,11:00:00,9833,5274,18,0,996,554
2022-08-16,11:10:00,9839,5317,18,0,1013,590
2022-08-16,11:20:00,9846,5389,17,0,1047,496
2022-08-16,11:30:00,9844,5486,19,0,1047,466
2022-08-16,11:40:00,9840,5461,18,0,1114,485
2022-08-16,11:50:00,9813,5387,19,0,1094,517
2022-08-16,12:00:00,9808,5203,18,0,1000,571
2022-08-16,12:10:00,9794,5167,20,0,1022,618
2022-08-16,12:20:00,9805,4992,17,0,1076,607
2022-08-16,12:30:00,9800,4837,17,0,1074,658
2022-08-16,12:40:00,9814,4855,17,0,1049,613
2022-08-16,12:50:00,9795,4911,17,0,972,666
2022-08-16,13:00:00,9803,4864,17,0,885,674
2022-08-16,13:10:00,9800,4982,18,0,919,666
2022-08-16,13:20:00,9803,5197,17,0,911,641
2022-08-16,13:30:00,9804,5269,17,0,922,595
2022-08-16,13:40:00,9807,5295,18,0,1087,672
2022-08-16,13:50:00,9803,5507,14,0,1083,635
2022-08-16,14:00:00,9809,5564,18,0,1105,652
