date,time,Coal,Gas,CoGen,Oil,Hydro,Solar
2022-12-28,00:00:00,7468,5832,23,0,699,0
2022-12-28,00:10:00,7386,5825,25,0,710,0
2022-12-28,00:20:00,7348,5808,22,0,713,0
2022-12-28,00:30:00,7278,5753,28,0,714,0
2022-12-28,00:40:00,7184,5753,30,0,714,0
2022-12-28,00:50:00,7134,5773,25,0,653,0
2022-12-28,01:00:00,7073,5663,26,0,650,0
2022-12-28,01:10:00,6858,5786,32,0,655,0
2022-12-28,01:20:00,6766,5802,28,0,668,0
2022-12-28,01:30:00,6741,5749,29,0,695,0
2022-12-28,01:40:00,6754,5654,30,0,694,0
2022-12-28,01:50:00,6753,5645,28,0,694,0
2022-12-28,02:00:00,6758,5525,31,0,690,0
2022-12-28,02:10:00,6760,5475,29,0,692,0
2022-12-28,02:20:00,6765,5357,30,0,719,0
2022-12-28,02:30:00,6754,5293,29,0,694,0
2022-12-28,02:40:00,6729,5268,27,0,695,0
2022-12-28,02:50:00,6574,5288,27,0,694,0
2022-12-28,03:00:00,6548,5271,26,0,693,0
2022-12-28,03:10:00,6541,5237,30,0,692,0
2022-12-28,03:20:00,6549,5180,30,0,689,0
2022-12-28,03:30:00,6561,5108,29,0,689,0
2022-12-28,03:40:00,6553,5086,26,0,710,0
2022-12-28,03:50:00,6546,5068,30,0,691,0
2022-12-28,04:00:00,6566,5025,29,0,690,0
2022-12-28,04:10:00,6552,4992,27,0,692,0
2022-12-28,04:20:00,6562,4893,27,0,690,0
2022-12-28,04:30:00,6550,4916,25,0,692,0
2022-12-28,04:40:00,6557,4922,25,0,738,0
2022-12-28,04:50:00,6549,4924,26,0,715,0
2022-12-28,05:00:00,6569,4915,26,0,695,0
2022-12-28,05:10:00,6554,4896,28,0,694,0
2022-12-28,05:20:00,6542,4864,28,0,693,0
2022-12-28,05:30:00,6561,4915,29,0,693,0
2022-12-28,05:40:00,6552,4917,29,0,696,0
2022-12-28,05:50:00,6559,5014,26,0,697,0
2022-12-28,06:00:00,6543,4963,25,0,692,0
2022-12-28,06:10:00,6550,5104,21,0,699,0
2022-12-28,06:20:00,6547,5159,31,0,655,0
2022-12-28,06:30:00,6559,5182,25,0,655,0
2022-12-28,06:40:00,6556,5241,24,0,697,0
2022-12-28,06:50:00,6546,5329,31,0,656,0
2022-12-28,07:00:00,6545,5332,26,0,676,0
2022-12-28,07:10:00,6569,5425,25,0,681,0
2022-12-28,07:20:00,6603,5533,25,0,658,0
2022-12-28,07:30:00,6644,5407,23,0,653,7
2022-12-28,07:40:00,6692,5438,27,0,653,15
2022-12-28,07:50:00,6781,5394,26,0,703,26
2022-12-28,08:00:00,6862,5548,28,0,652,57
2022-12-28,08:10:00,6967,5738,24,0,692,76
2022-12-28,08:20:00,7153,5765,25,0,790,100
2022-12-28,08:30:00,7346,5810,29,0,788,151
2022-12-28,08:40:00,7421,5828,30,0,789,190
2022-12-28,08:50:00,7453,5906,30,0,794,230
2022-12-28,09:00:00,7435,5949,35,0,829,281
2022-12-28,09:10:00,7449,6003,33,0,946,306
2022-12-28,09:20:00,7678,5931,37,0,888,353
2022-12-28,09:30:00,7797,5910,32,0,879,405
2022-12-28,09:40:00,7891,5893,28,0,879,442
2022-12-28,09:50:00,7959,5881,29,0,876,463
2022-12-28,10:00:00,8046,5894,29,0,875,466
2022-12-28,10:10:00,8075,5959,27,0,915,512
2022-12-28,10:20:00,8111,5970,26,0,931,470
2022-12-28,10:30:00,8175,5965,26,0,931,479
2022-12-28,10:40:00,8189,6005,29,0,943,503
2022-12-28,10:50:00,8212,5973,28,0,993,499
2022-12-28,11:00:00,8203,5967,27,0,996,561
2022-12-28,11:10:00,8200,5970,24,0,984,643
2022-12-28,11:20:00,8199,5961,27,0,954,664
2022-12-28,11:30:00,8207,5934,26,0,950,658
2022-12-28,11:40:00,8196,5970,27,0,959,665
2022-12-28,11:50:00,8207,5929,28,0,968,701
2022-12-28,12:00:00,8185,5820,26,0,931,695
2022-12-28,12:10:00,8193,5744,28,0,851,742
2022-12-28,12:20:00,8195,5642,27,0,855,719
2022-12-28,12:30:00,8212,5623,29,0,853,736
2022-12-28,12:40:00,8167,5635,28,0,769,754
2022-12-28,12:50:00,8209,5767,27,0,797,712
2022-12-28,13:00:00,8181,5774,25,0,860,732
2022-12-28,13:10:00,8176,5721,28,0,765,780
2022-12-28,13:20:00,8194,5735,28,0,768,771
2022-12-28,13:30:00,8184,5786,26,0,768,769
2022-12-28,13:40:00,8201,5742,28,0,770,797
2022-12-28,13:50:00,8208,5851,28,0,775,747
2022-12-28,14:00:00,8204,5858,28,0,751,822
2022-12-28,14:10:00,8210,5964,28,0,796,802
2022-12-28,14:20:00,8204,6004,27,0,798,788
2022-12-28,14:30:00,8205,5924,26,0,929,771
2022-12-28,14:40:00,8203,5988,26,0,943,732
2022-12-28,14:50:00,8212,5957,28,0,1029,733
2022-12-28,15:00:00,8204,5918,28,0,1054,725
2022-12-28,15:10:00,8204,5968,27,0,1061,684
2022-12-28,15:20:00,8200,6006,28,0,1072,644
2022-12-28,15:30:00,8186,6004,26,0,1272,613
2022-12-28,15:40:00,8217,5998,27,0,1247,614
2022-12-28,15:50:00,8192,6011,26,0,1271,635
2022-12-28,16:00:00,8197,5991,27,0,1244,605
2022-12-28,16:10:00,8196,6008,27,0,1249,569
2022-12-28,16:20:00,8220,6050,28,0,1294,540
2022-12-28,16:30:00,8211,6050,30,0,1379,501
2022-12-28,16:40:00,8206,6055,25,0,1406,429
2022-12-28,16:50:00,8218,6050,23,0,1408,397
2022-12-28,17:00:00,8203,5981,26,0,1351,362
2022-12-28,17:10:00,8262,6020,27,0,1100,354
2022-12-28,17:20:00,8258,6075,27,0,1024,328
2022-12-28,17:30:00,8279,6104,26,0,843,284
2022-12-28,17:40:00,8277,6065,27,0,835,239
2022-12-28,17:50:00,8298,6049,26,0,835,194
2022-12-28,18:00:00,8264,5983,26,0,827,144
2022-12-28,18:10:00,8266,5895,27,0,733,109
2022-12-28,18:20:00,8282,5873,26,0,737,83
2022-12-28,18:30:00,8276,5845,24,0,779,61
2022-12-28,18:40:00,8247,5964,25,0,788,41
2022-12-28,18:50:00,8211,6007,23,0,891,27
2022-12-28,19:00:00,8207,6042,26,0,1030,13
2022-12-28,19:10:00,8213,6114,26,0,1220,2
2022-12-28,19:20:00,8221,6074,27,0,1596,1
2022-12-28,19:30:00,8209,6072,39,0,1658,1
2022-12-28,19:40:00,8202,6106,36,0,1694,1
2022-12-28,19:50:00,8207,6126,38,0,1664,0
2022-12-28,20:00:00,8193,6113,34,0,1638,0
2022-12-28,20:10:00,8218,6146,36,0,1636,0
2022-12-28,20:20:00,8216,6141,36,0,1625,0
2022-12-28,20:30:00,8221,6170,37,0,1478,0
2022-12-28,20:40:00,8206,6137,37,0,1470,0
2022-12-28,20:50:00,8199,6163,36,0,1477,0
2022-12-28,21:00:00,8192,6093,36,0,1365,0
2022-12-28,21:10:00,8215,6162,33,0,1180,0
2022-12-28,21:20:00,8206,6144,34,0,1219,0
2022-12-28,21:30:00,8225,6070,36,0,1178,0
2022-12-28,21:40:00,8219,6096,36,0,1038,0
2022-12-28,21:50:00,8207,6059,35,0,1040,0
2022-12-28,22:00:00,8196,5967,36,0,991,0
2022-12-28,22:10:00,8221,6012,38,0,799,0
2022-12-28,22:20:00,8206,5998,39,0,797,0
2022-12-28,22:30:00,8202,5988,40,0,793,0
2022-12-28,22:40:00,8214,5965,40,0,796,0
2022-12-28,22:50:00,8189,5936,38,0,790,0
2022-12-28,23:00:00,8033,5935,39,0,790,0
2022-12-28,23:10:00,7938,6019,40,0,743,0
2022-12-28,23:20:00,7815,6026,40,0,743,0
2022-12-28,23:30:00,7733,6018,35,0,745,0
2022-12-28,23:40:00,7581,6036,32,0,791,0
2022-12-28,23:50:00,7495,6024,30,0,790,0
