date,time,Coal,Gas,CoGen,Oil,Hydro,Solar
2026-04-17,00:00:00,9414,8714,9,290,598,1
2026-04-17,00:10:00,9416,8727,9,290,423,1
2026-04-17,00:20:00,9422,8603,-11,290,313,1
2026-04-17,00:30:00,9422,8472,1,289,318,0
2026-04-17,00:40:00,9419,8281,-4,289,309,1
2026-04-17,00:50:00,9408,8195,2,289,311,1
2026-04-17,01:00:00,9416,8044,-1,289,311,1
2026-04-17,01:10:00,9418,7876,-1,289,311,1
2026-04-17,01:20:00,9416,7865,0,289,310,1
2026-04-17,01:30:00,9381,7764,27,289,251,1
2026-04-17,01:40:00,9360,7606,20,289,252,1
2026-04-17,01:50:00,9329,7597,18,289,249,1
2026-04-17,02:00:00,9301,7504,24,289,252,0
2026-04-17,02:10:00,9296,7533,-12,289,142,1
2026-04-17,02:20:00,9310,7457,1,289,123,1
2026-04-17,02:30:00,9274,7436,-3,289,125,1
2026-04-17,02:40:00,9262,7358,-2,289,124,1
2026-04-17,02:50:00,9260,7216,0,289,121,1
2026-04-17,03:00:00,9261,7123,11,289,121,1
2026-04-17,03:10:00,9261,7066,14,289,124,1
2026-04-17,03:20:00,9239,6938,-13,289,122,1
2026-04-17,03:30:00,9210,6854,2,289,145,1
2026-04-17,03:40:00,9210,6834,0,289,146,1
2026-04-17,03:50:00,9201,6743,-3,289,147,1
2026-04-17,04:00:00,9209,6718,22,289,123,1
2026-04-17,04:10:00,9188,6682,-8,289,122,1
2026-04-17,04:20:00,9162,6684,4,289,121,1
2026-04-17,04:30:00,9180,6613,3,289,122,1
2026-04-17,04:40:00,9158,6514,21,289,122,1
2026-04-17,04:50:00,9144,6552,9,289,123,1
2026-04-17,05:00:00,9162,6538,-15,289,124,1
2026-04-17,05:10:00,9126,6492,2,289,123,1
2026-04-17,05:20:00,9128,6472,26,289,124,1
2026-04-17,05:30:00,9145,6508,13,290,154,1
2026-04-17,05:40:00,9131,6562,24,290,123,1
2026-04-17,05:50:00,9109,6673,27,290,125,0
2026-04-17,06:00:00,9112,6673,22,290,125,1
