date,time,Coal,Gas,CoGen,Oil,Hydro,Solar
2023-06-08,00:00:00,9700,5787,-41,126,876,0
2023-06-08,00:10:00,9709,5615,-34,125,822,0
2023-06-08,00:20:00,9703,5364,-34,126,844,0
2023-06-08,00:30:00,9711,5275,-34,126,850,0
2023-06-08,00:40:00,9694,5156,-33,127,748,0
2023-06-08,00:50:00,9701,5082,-41,126,746,0
2023-06-08,01:00:00,9670,5175,-27,0,652,0
2023-06-08,01:10:00,9698,5105,-31,0,650,0
2023-06-08,01:20:00,9720,4911,-31,0,632,0
2023-06-08,01:30:00,9707,4918,-30,0,650,0
2023-06-08,01:40:00,9701,4873,-27,0,646,0
2023-06-08,01:50:00,9709,4775,-25,0,591,0
2023-06-08,02:00:00,9716,4761,-23,0,515,0
2023-06-08,02:10:00,9706,4657,-28,0,529,0
2023-06-08,02:20:00,9509,4775,-27,0,549,0
2023-06-08,02:30:00,9449,4733,-27,0,522,0
2023-06-08,02:40:00,9396,4670,-27,0,537,0
2023-06-08,02:50:00,9401,4619,-26,0,534,0
2023-06-08,03:00:00,9404,4572,-25,0,521,0
2023-06-08,03:10:00,9396,4514,-26,0,443,0
2023-06-08,03:20:00,9367,4341,-23,147,446,0
2023-06-08,03:30:00,9334,4325,-23,147,433,0
2023-06-08,03:40:00,9334,4196,-26,148,462,0
2023-06-08,03:50:00,9389,4121,-22,157,474,0
2023-06-08,04:00:00,9391,4054,-25,166,440,0
2023-06-08,04:10:00,9391,4007,-24,182,424,0
2023-06-08,04:20:00,9383,3969,-25,196,407,0
2023-06-08,04:30:00,9388,3888,-22,209,415,0
2023-06-08,04:40:00,9420,3834,-22,223,407,0
2023-06-08,04:50:00,9267,3866,-22,236,435,0
2023-06-08,05:00:00,9220,3904,-19,239,453,0
2023-06-08,05:10:00,9199,3901,-23,239,463,0
2023-06-08,05:20:00,9175,3983,-28,240,472,0
2023-06-08,05:30:00,9190,3937,-25,240,465,0
2023-06-08,05:40:00,9182,4028,-23,240,457,0
2023-06-08,05:50:00,9204,4066,-25,240,455,0
2023-06-08,06:00:00,9195,4071,-30,239,453,0
2023-06-08,06:10:00,9186,4280,-21,240,456,0
2023-06-08,06:20:00,9174,4337,-25,240,456,0
2023-06-08,06:30:00,9207,4289,-30,240,450,0
2023-06-08,06:40:00,9210,4112,-33,240,455,0
2023-06-08,06:50:00,9200,4135,-29,240,451,0
2023-06-08,07:00:00,9195,4005,-37,239,448,0
2023-06-08,07:10:00,9196,3947,-26,239,457,3
2023-06-08,07:20:00,9199,3960,-39,240,427,10
2023-06-08,07:30:00,9196,3931,-36,239,441,32
2023-06-08,07:40:00,9198,4148,-30,240,429,59
2023-06-08,07:50:00,9183,4058,-37,240,446,97
2023-06-08,08:00:00,9339,4189,-36,239,449,148
2023-06-08,08:10:00,9454,4490,-36,239,501,192
2023-06-08,08:20:00,9539,4680,-31,240,479,256
2023-06-08,08:30:00,9588,4754,-32,239,480,282
2023-06-08,08:40:00,9654,5033,-41,239,480,289
2023-06-08,08:50:00,9684,5068,-50,239,477,312
2023-06-08,09:00:00,9708,5163,-37,239,479,358
2023-06-08,09:10:00,9716,5308,-47,239,479,430
2023-06-08,09:20:00,9696,5462,-47,239,477,505
2023-06-08,09:30:00,9694,5508,-46,239,476,538
2023-06-08,09:40:00,9688,5571,-53,245,473,600
2023-06-08,09:50:00,9724,5643,-41,254,474,623
2023-06-08,10:00:00,9703,5672,-50,259,544,642
2023-06-08,10:10:00,9708,5728,-54,264,614,642
2023-06-08,10:20:00,9690,5756,-57,265,612,699
2023-06-08,10:30:00,9690,5794,-47,265,606,746
2023-06-08,10:40:00,9700,5869,-45,265,615,718
2023-06-08,10:50:00,9687,5848,-48,265,622,744
2023-06-08,11:00:00,9694,5928,-43,265,623,797
2023-06-08,11:10:00,9699,5896,-48,265,657,795
2023-06-08,11:20:00,9696,5899,-49,265,656,823
2023-06-08,11:30:00,9705,5911,-47,264,656,808
2023-06-08,11:40:00,9695,5968,-50,248,657,811
2023-06-08,11:50:00,9683,5955,-53,239,657,796
2023-06-08,12:00:00,9676,5833,-62,241,598,828
2023-06-08,12:10:00,9692,5690,-52,240,605,856
2023-06-08,12:20:00,9682,5684,-52,241,611,838
2023-06-08,12:30:00,9702,5702,-51,241,565,843
2023-06-08,12:40:00,9692,5674,-53,241,559,874
2023-06-08,12:50:00,9696,5667,-62,241,563,885
2023-06-08,13:00:00,9699,5713,-62,241,564,769
2023-06-08,13:10:00,9714,5811,-46,241,565,815
2023-06-08,13:20:00,9701,6021,-57,241,619,840
2023-06-08,13:30:00,9714,6175,-54,241,635,818
2023-06-08,13:40:00,9699,6129,-53,241,817,839
2023-06-08,13:50:00,9688,6090,-56,241,882,923
2023-06-08,14:00:00,9685,6148,-51,241,972,847
2023-06-08,14:10:00,9699,6293,-58,241,1150,862
2023-06-08,14:20:00,9702,6311,-56,241,1194,824
2023-06-08,14:30:00,9697,6363,-55,241,1221,850
