date,time,Coal,Gas,CoGen,Oil,Hydro,Solar
2026-02-25,00:00:00,10419,7025,41,0,352,1
2026-02-25,00:10:00,10417,6833,14,0,368,0
2026-02-25,00:20:00,10410,6742,12,0,374,1
2026-02-25,00:30:00,10439,6588,42,0,352,1
2026-02-25,00:40:00,10412,6564,39,0,358,0
2026-02-25,00:50:00,10454,6387,35,0,353,0
2026-02-25,01:00:00,10426,6330,50,0,353,1
2026-02-25,01:10:00,10420,6396,46,0,204,1
2026-02-25,01:20:00,10409,6303,46,0,178,0
2026-02-25,01:30:00,10447,6203,10,0,158,1
2026-02-25,01:40:00,10407,6087,20,0,159,1
2026-02-25,01:50:00,10419,6056,63,0,159,0
2026-02-25,02:00:00,10412,5988,32,0,158,1
2026-02-25,02:10:00,10420,5878,40,0,154,1
2026-02-25,02:20:00,10441,5628,55,0,158,1
2026-02-25,02:30:00,10436,5624,45,0,160,0
2026-02-25,02:40:00,10408,5531,51,0,158,0
2026-02-25,02:50:00,10417,5490,65,0,159,0
2026-02-25,03:00:00,10422,5372,60,0,155,1
2026-02-25,03:10:00,10430,5358,52,0,154,1
2026-02-25,03:20:00,10415,5201,38,0,187,1
2026-02-25,03:30:00,10409,5197,37,0,170,1
2026-02-25,03:40:00,10419,5102,42,0,158,1
2026-02-25,03:50:00,10427,5072,55,0,158,1
2026-02-25,04:00:00,10417,5023,2,0,157,1
2026-02-25,04:10:00,10432,5008,15,0,155,1
2026-02-25,04:20:00,10419,4988,37,0,155,1
2026-02-25,04:30:00,10406,4957,63,0,154,1
2026-02-25,04:40:00,10408,4963,70,0,154,1
2026-02-25,04:50:00,10425,4979,63,0,155,1
2026-02-25,05:00:00,10373,4984,65,0,155,1
2026-02-25,05:10:00,10342,5108,69,0,158,1
2026-02-25,05:20:00,10311,5137,60,0,160,1
2026-02-25,05:30:00,10297,5111,43,0,165,0
2026-02-25,05:40:00,10270,5127,42,0,174,1
2026-02-25,05:50:00,10284,5127,25,0,159,0
2026-02-25,06:00:00,10284,5182,46,0,159,0
2026-02-25,06:10:00,10310,5356,29,0,158,1
2026-02-25,06:20:00,10351,5343,60,0,159,0
2026-02-25,06:30:00,10380,5308,20,0,156,1
2026-02-25,06:40:00,10412,5210,28,0,153,0
2026-02-25,06:50:00,10418,4981,44,0,153,1
2026-02-25,07:00:00,10417,4961,45,0,155,1
2026-02-25,07:10:00,10426,5031,60,0,159,1
2026-02-25,07:20:00,10432,5010,43,0,161,0
2026-02-25,07:30:00,10412,5007,40,0,159,2
2026-02-25,07:40:00,10421,5080,31,0,182,12
2026-02-25,07:50:00,10443,5128,46,0,156,35
2026-02-25,08:00:00,10429,5204,46,0,159,68
2026-02-25,08:10:00,10418,5607,47,0,184,120
2026-02-25,08:20:00,10425,5721,48,0,192,178
2026-02-25,08:30:00,10425,5759,59,0,199,241
2026-02-25,08:40:00,10439,5868,70,0,211,312
2026-02-25,08:50:00,10415,5896,65,0,183,386
2026-02-25,09:00:00,10422,5834,63,0,159,460
2026-02-25,09:10:00,10434,5806,69,0,157,576
2026-02-25,09:20:00,10433,5685,75,0,156,673
2026-02-25,09:30:00,10427,5505,63,0,155,822
2026-02-25,09:40:00,10429,5520,53,0,157,859
2026-02-25,09:50:00,10410,5469,63,0,154,899
2026-02-25,10:00:00,10437,5515,68,0,156,871
2026-02-25,10:10:00,10433,5530,52,0,157,924
2026-02-25,10:20:00,10420,5555,43,0,162,954
2026-02-25,10:30:00,10417,5524,26,0,156,1094
2026-02-25,10:40:00,10436,5505,21,0,157,1132
2026-02-25,10:50:00,10384,5451,38,0,159,1119
2026-02-25,11:00:00,10392,5459,44,0,157,1163
2026-02-25,11:10:00,10408,5442,46,0,158,1258
2026-02-25,11:20:00,10430,5244,44,0,198,1307
2026-02-25,11:30:00,10440,5231,12,0,175,1378
2026-02-25,11:40:00,10417,5251,44,0,168,1328
2026-02-25,11:50:00,10410,5169,57,0,157,1495
2026-02-25,12:00:00,10405,5004,60,0,156,1498
2026-02-25,12:10:00,10420,4965,41,0,161,1447
2026-02-25,12:20:00,10425,4972,52,0,233,1489
2026-02-25,12:30:00,10405,4946,40,0,191,1435
2026-02-25,12:40:00,10350,4987,49,0,234,1338
2026-02-25,12:50:00,10287,4978,39,0,342,1359
2026-02-25,13:00:00,10271,4951,65,0,258,1537
2026-02-25,13:10:00,10259,4996,66,0,324,1517
2026-02-25,13:20:00,10248,5264,62,0,338,1435
2026-02-25,13:30:00,10287,5557,62,0,225,1457
2026-02-25,13:40:00,10365,5839,35,0,192,1377
2026-02-25,13:50:00,10397,6082,52,0,222,1259
2026-02-25,14:00:00,10432,6177,38,0,161,1310
2026-02-25,14:10:00,10409,6185,31,0,171,1352
2026-02-25,14:20:00,10420,6357,20,0,212,1270
2026-02-25,14:30:00,10413,6565,60,0,175,1153
2026-02-25,14:40:00,10415,6702,32,0,194,1174
2026-02-25,14:50:00,10438,6833,38,0,177,1230
2026-02-25,15:00:00,10428,6883,43,0,292,1205
2026-02-25,15:10:00,10420,6906,47,0,346,1193
2026-02-25,15:20:00,10417,7030,43,0,312,1190
2026-02-25,15:30:00,10436,7107,30,0,298,1179
2026-02-25,15:40:00,10433,7282,32,0,295,1164
2026-02-25,15:50:00,10419,7410,45,0,292,1195
2026-02-25,16:00:00,10430,7551,44,0,344,1085
2026-02-25,16:10:00,10434,7762,28,0,480,956
2026-02-25,16:20:00,10421,7823,34,0,630,921
2026-02-25,16:30:00,10416,7864,37,0,713,773
2026-02-25,16:40:00,10416,7810,47,0,707,729
2026-02-25,16:50:00,10413,7811,49,0,680,719
2026-02-25,17:00:00,10422,7757,47,0,554,692
2026-02-25,17:10:00,10429,7779,37,0,463,588
2026-02-25,17:20:00,10436,7683,47,0,482,458
2026-02-25,17:30:00,10424,7665,23,0,488,382
2026-02-25,17:40:00,10413,7571,68,0,447,339
2026-02-25,17:50:00,10434,7630,67,0,446,233
2026-02-25,18:00:00,10426,7599,66,0,445,205
2026-02-25,18:10:00,10443,7613,27,0,385,171
2026-02-25,18:20:00,10443,7596,31,0,406,138
2026-02-25,18:30:00,10415,7602,46,0,443,96
2026-02-25,18:40:00,10426,7541,16,0,571,63
2026-02-25,18:50:00,10434,7536,36,0,601,39
2026-02-25,00:00:00,10419,7025,41,0,352,1
2026-02-25,00:10:00,10417,6833,14,0,368,0
2026-02-25,00:20:00,10410,6742,12,0,374,1
2026-02-25,00:30:00,10439,6588,42,0,352,1
2026-02-25,00:40:00,10412,6564,39,0,358,0
2026-02-25,00:50:00,10454,6387,35,0,353,0
2026-02-25,01:00:00,10426,6330,50,0,353,1
2026-02-25,01:10:00,10420,6396,46,0,204,1
2026-02-25,01:20:00,10409,6303,46,0,178,0
2026-02-25,01:30:00,10447,6203,10,0,158,1
2026-02-25,01:40:00,10407,6087,20,0,159,1
2026-02-25,01:50:00,10419,6056,63,0,159,0
2026-02-25,02:00:00,10412,5988,32,0,158,1
2026-02-25,02:10:00,10420,5878,40,0,154,1
2026-02-25,02:20:00,10441,5628,55,0,158,1
2026-02-25,02:30:00,10436,5624,45,0,160,0
2026-02-25,02:40:00,10408,5531,51,0,158,0
2026-02-25,02:50:00,10417,5490,65,0,159,0
2026-02-25,03:00:00,10422,5372,60,0,155,1
2026-02-25,03:10:00,10430,5358,52,0,154,1
2026-02-25,03:20:00,10415,5201,38,0,187,1
2026-02-25,03:30:00,10409,5197,37,0,170,1
2026-02-25,03:40:00,10419,5102,42,0,158,1
2026-02-25,03:50:00,10427,5072,55,0,158,1
2026-02-25,04:00:00,10417,5023,2,0,157,1
2026-02-25,04:10:00,10432,5008,15,0,155,1
2026-02-25,04:20:00,10419,4988,37,0,155,1
2026-02-25,04:30:00,10406,4957,63,0,154,1
2026-02-25,04:40:00,10408,4963,70,0,154,1
2026-02-25,04:50:00,10425,4979,63,0,155,1
2026-02-25,05:00:00,10373,4984,65,0,155,1
2026-02-25,05:10:00,10342,5108,69,0,158,1
2026-02-25,05:20:00,10311,5137,60,0,160,1
2026-02-25,05:30:00,10297,5111,43,0,165,0
2026-02-25,05:40:00,10270,5127,42,0,174,1
2026-02-25,05:50:00,10284,5127,25,0,159,0
2026-02-25,06:00:00,10284,5182,46,0,159,0
2026-02-25,06:10:00,10310,5356,29,0,158,1
2026-02-25,06:20:00,10351,5343,60,0,159,0
2026-02-25,06:30:00,10380,5308,20,0,156,1
2026-02-25,06:40:00,10412,5210,28,0,153,0
2026-02-25,06:50:00,10418,4981,44,0,153,1
2026-02-25,07:00:00,10417,4961,45,0,155,1
2026-02-25,07:10:00,10426,5031,60,0,159,1
2026-02-25,07:20:00,10432,5010,43,0,161,0
2026-02-25,07:30:00,10412,5007,40,0,159,2
2026-02-25,07:40:00,10421,5080,31,0,182,12
2026-02-25,07:50:00,10443,5128,46,0,156,35
2026-02-25,08:00:00,10429,5204,46,0,159,68
2026-02-25,08:10:00,10418,5607,47,0,184,120
2026-02-25,08:20:00,10425,5721,48,0,192,178
2026-02-25,08:30:00,10425,5759,59,0,199,241
2026-02-25,08:40:00,10439,5868,70,0,211,312
2026-02-25,08:50:00,10415,5896,65,0,183,386
2026-02-25,09:00:00,10422,5834,63,0,159,460
2026-02-25,09:10:00,10434,5806,69,0,157,576
2026-02-25,09:20:00,10433,5685,75,0,156,673
2026-02-25,09:30:00,10427,5505,63,0,155,822
2026-02-25,09:40:00,10429,5520,53,0,157,859
2026-02-25,09:50:00,10410,5469,63,0,154,899
2026-02-25,10:00:00,10437,5515,68,0,156,871
2026-02-25,10:10:00,10433,5530,52,0,157,924
2026-02-25,10:20:00,10420,5555,43,0,162,954
2026-02-25,10:30:00,10417,5524,26,0,156,1094
2026-02-25,10:40:00,10436,5505,21,0,157,1132
