Store,Address,state
G-MART BORNEO RETAIL SDN BHD - TENOM,"G*MART-TENOM, TL183, PERSIMPANGAN JALAN ELEZEBETH DAN JALAN CHARLES, PEKAN TENOM 89908 TENOM SABAH",SABAH
BIG 10 FRESHMART (BUKIT GAMBIR),"NO. 19,20,21,22 & 23 TINGKAT BAWAH,JALAN GAMBIR 4/2 BANDAR BARU BUKIT GAMBIR 84800 BUKIT GAMBIR, JOHOR 84800 BUKIT GAMBIR JOHOR",JOHOR
PASARAYA JAYA GADING (TG. LUMPUR),LOT 36634 TANJUNG LUMPUR 25730 KUANTAN PAHANG,PAHANG
ECONSAVE CASH & CARRY (LG) SDN BHD (LENGGONG),"NO. 1, JALAN L/8 UTAMA PUSAT PERNIAGAAN LENGGONG 8 33400 LENGGONG PERAK",PERAK
NAHMEE TRADING (M) SDN BHD - BATU 11,"NO.254-255, LOT 2584-2585 GR FL 26-27, BLOCK 83 KCLD TAMAN EDEN FIELDS BATU 94700 SERIAN SARAWAK",SARAWAK
PASARAYA ECONO KOTA KENARI,"NO.32,33,34 & 35,TINGKAT BAWAH KOTA KENARI 09000 KULIM KEDAH",KEDAH
TARGET SUPERMARKET SDN BHD (KLUANG),BASEMENT KLUANG PARADE 2 JLN SENTUL 86000 KLUANG JOHOR,JOHOR
99 SPEEDMART SDN BHD (JLN KAPAR BATU 13) - 1497,"NO: 58, LORONG SUNGAI SERDANG PERMAI 1, JALAN KAPAR BATU 13, TAMAN SUNGAI SERDANG PERMAI, 42200 KAPAR SELANGOR",SELANGOR
IZR MULTINIAGA ENTERPRISE,LOT 5783 BELAKANG DEVAN KAMPUNG KUALA SUNGAI RAMBUTAN 34140 RANTAU PANJANG PERAK,PERAK
ANNUR ENTERPRISE,LOT NO.3 MARKET MDDM 96350 BALINGIAN SARAWAK,SARAWAK
99 SPEEDMART SDN BHD (TMN WARISAN PUTRA) - 1782,"NO: 6, JALAN WARISAN PUTRA 1, TAMAN WARISAN PUTRA, 43800 DENGKIL SELANGOR",SELANGOR
HERO MARKET - TAMAN PUNCAK JALIL,"32G, 32-1, 34-1, 36G & 38-1 JALAN PUJ 3/13 TAMAN PUNCAK JALIL 43300 SERI KEMBANGAN SELANGOR",SELANGOR
DIEZA MINI MART,"LOT 2964, JALAN PECAH ROTAN, KG HILIR DARAT BATU RAKIT 21020 KUALA NERUS TERENGGANU",TERENGGANU
99 SPEEDMART SDN BHD (TAMAN SALENG) - 2144,NO: 575 & 576 (GROUND FLOOR) JALAN SERUNAI 10 TAMAN SALENG 81400 SALENG JOHOR,JOHOR
SERVAY EXPRESS - SELM,"GRD FLOOR, LUMAT CENTRE 89800 BEAUFORT SABAH",SABAH
99 SPEEDMART SDN BHD (TAMAN PANTAI EMAS) - 2084,NO: 2 (GROUND FLOOR) JALAN PANTAI EMAS TAMAN PANTAI EMAS 75200 KLEBANG BESAR MELAKA,MELAKA
T NAGAR STORE SDN BHD,"NO. 29, 31 & 33, JALAN DAMAI 25/26 SEKSYEN 25, TAMAN SRI MUDA 40400 SHAH ALAM SELANGOR",SELANGOR
PASARAYA SHAKRI (JERTEH),"BGN. KOPERASI PEKEBUN KECIL, DAERAH BESUT, LOT 3314 & 3315 SEBERANG JERTEH 22000 JERTEH TERENGGANU",TERENGGANU
URBAN PANTRY GROCERIES AND PROVISIONS,"LOT G.52 - G.56, DESIGN VILLAGE OUTLET MALL, 733, JALAN CASSIA BARAT 2, 14110 BATU KAWAN, PULAU PINANG 14110 BATU KAWAN PENANG",PENANG
AUM SIVA SAKTY STORE (PASAR MINI AUM SIVA SAKTY STORE),NO. 37 JALAN PARIT 32700 BERUAS PERAK,PERAK
SEN SEN DEPARTMENTAL STORE (SERIAN PIAZZA),LOT 1363 TO 1368 SERIAN PIAZZA JALAN DATUK MICHEAL BEN 94700 SERIAN SARAWAK,SARAWAK
HAMEED MINI MARKET,"LOT 4, BLOCK B, KOMPLEKS CENTENARY KOTA BELUD 89158 KOTA BELUD SABAH",SABAH
KIM CHIANG MINI MARKET (BKT PASIR),"NO. 11 & 12, LOT 45, JALAN PASAR LAMA, BUKIT PASIR, 84300 MUAR JOHOR",JOHOR
BS FROZEN & FRESHMART SDN BHD (CAW. GUA MUSANG),"PT 12112, PT 12113, PT 12114, PT 12115, PT 12116, PT12117, PT 12118, PT 12119, PT 12120, BLTN G. MUSANG - K. LIPIS, BANDAR BARU 18300 GUA MUSANG KELANTAN",KELANTAN
99 SPEEDMART SDN BHD (KUALA KLAWANG) - 1444,"NO: 4 & 5 JALAN DATO MENTARI 71600 KUALA KLAWANG, NEGERI SEMBILAN",NEGERI SEMBILAN
99 SPEEDMART SDN BHD (MASGENUINE SQUARE) - 1229,"NO: 15 & 16, MASGENUINE SQUARE, JALAN MELATI, 48050 KUANG SELANGOR",SELANGOR
MYGROCER (VJR 4369),NO 5 JALAN PTP 1/6 TAMAN PERINDUSTRIAN TASIK PERDANA 47120 PUCHONG SELANGOR,SELANGOR
TPG MIX MART SDN BHD (TMN JOHOR JAYA) (HQ),"NO. 34 & 36, JALAN SEROJA 45, TAMAN JOHOR JAYA 81100 JOHOR BAHRU JOHOR",JOHOR
PANTAI TIMOR MART SDN BHD - MM @KOTA BHARU,"S/19, PT226(10210) & PT233(10360) JALAN SULTANAH ZAINAB 15000 KOTA BHARU KELANTAN",KELANTAN
99 SPEEDMART SDN BHD (TMN ASSAM JAWA) - 1215,"NO: 11 B & 13 B, JALAN 1, TAMAN ASSAM JAWA, 45700 BUKIT ROTAN SELANGOR",SELANGOR
SEGI FRESH AWANI BANGI,"NO.15-G, 16-G & 17-G JALAN AWANI BANGI 1/1, TAMAN AWANI BANGI 43000 KAJANG SELANGOR",SELANGOR
SUNSHINE JELUTONG,"385-1-1, JALAN PERAK 11600 GEORGETOWN PENANG",PENANG
LOTUSS (TANJUNG PINANG),"NO. 1, JALAN SERI TANJUNG PINANG TANJONG TOKONG 10470 PULAU PINANG PENANG",PENANG
99 SPEEDMART SDN BHD (TAMAN SELAYANG JAYA) - 1382,"NO: 19 & 21,JALAN SJ 17 TAMAN SELAYANG JAYA BANDAR SETIA ALAM 68100 BATU CAVES SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TG SEPAT2) - 1561,"NO: 1, JALAN BAWAL, TAMAN MUTIARA, 42800 TANJUNG SEPAT INDAH SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TMN SIERRA PERDANA 1) - 2176,"NO: 53 & 55 (GROUND FLOOR), JALAN SIERRA PERDANA 2/1 TAMAN SIERRA PERDANA KAMPUNG MASJID LAMA 81750 MASAI JOHOR",JOHOR
PASAR MINI SHUHADA,"NO. 22 & 23, JALAN NAKHODA 1, TAMAN NAKHODA 32200 LUMUT PERAK",PERAK
KK SUPER MART (JALAN BENDAHARA),"NO.124, JALAN BENDAHARA 75100 MELAKA MELAKA",MELAKA
B27-PASARAYA SAVE-DESA PENGKALAN,NO. 90 & 92 JALAN DESA PENGKALAN DESA PENGKALAN INDAH 31500 LAHAT PERAK,PERAK
TARGET SUPERMARKET SDN BHD (TAMAN KLUANG PERDANA),"NO 1, JALAN KLUANG PERDANA 22, TAMAN KLUANG PERDANA, 86000 KLUANG JOHOR",JOHOR
99 SPEEDMART SDN BHD (BUKIT PASIR) - 1812,"NO LOT : PTD 2641 & 2642 TANAH PERNIAGAAN JALAN PANCHOR, BUKIT PASIR 84300 MUAR JOHOR",JOHOR
99 SPEEDMART SDN BHD (KAMPUNG PINGGAN-PINGGAN) - SBH 22619,NT SERIAL NO. 233008912 KG PINGGAN-PINGGAN PITAS JALAN LANGKON PITAS 89100 KOTA MARUDU SABAH,SABAH
ECONMART KG KUALA BALAH,"PT 2450-1, PUSAT KEM PELADANG KG KUALA BALAH 17600 JELI KELANTAN",KELANTAN
HIJRAH MART (PADANG SIAM),173A PONDOK BARU PADANG SIAM 17500 TANAH MERAH KELANTAN,KELANTAN
PASAR MINI C & Q,"NO. 13 & 15, JALAN SRI PONGSU TAMAN SRI PONGSU 34300 BAGAN SERAI PERAK",PERAK
SAMA MAJU TRADING MINI MARKET (MEMBAKUT JAYA),"LO NO 28,29 & 30 BLOCK E MEMBAKUT JAYA 89728, MEMBAKUT 89728 MEMBAKUT SABAH",SABAH
99 SPEEDMART SDN BHD (TAMAN FAJAR) - 1819,"NO: 2 & 3 JALAN FAJAR 1 TAMAN FAJAR, JALAN BAKRI 84000 MUAR JOHOR",JOHOR
SENAWANG FAMILY STORE SDN BHD,NO. 17 - 22 JALAN ANGGERIK 1 TAMAN DESA ANGGERIK 70450 SENAWANG NEGERI SEMBILAN,NEGERI SEMBILAN
EMART (BATU KAWA) SDN BHD - TJ,"NO.1, TABUAN TRANQUILITY COMMERCIAL CENTRE, JALAN CANNA TABUAN JAYA 93350 KUCHING SARAWAK",SARAWAK
MASLEE EXPRESS SDN BHD (SERI AUSTIN (ESA)),"NO. G-02, G-04, G-06, G-08 & G-10, JALAN SERI AUSTIN 1/2 TAMAN SERI AUSTIN, 81100 JOHOR BAHRU, JOHOR 81100 JOHOR BAHRU JOHOR",JOHOR
99 SPEEDMART SDN BHD (PLENTONG) - 2163,"NO: 17 & 19 (GROUND FLOOR), JALAN MASAI JAYA 1 PLENTONG KAMPUNG MASJID LAMA 81750 JOHOR BAHRU JOHOR",JOHOR
BATARAS SUPERSTORE KUDAT PLAZA MUTIARA,"LOT 1-6, JALAN LINTAS, P.O BOX 77 89057 KUDAT SABAH",SABAH
99 SPEEDMART SDN BHD (SINDUMIN TOWN) - SBH 17818,"LOT 10 & 11, BANGUNAN KEDAI SOSIO EKONOMI SEDCO PEKAN BARU SINDUMIN JALAN TUN HUSSIEN ONN 89850 SINDUMIN SABAH",SABAH
PASARAYA PACHU,"NO. 1, JALAN HAJI MOHD ALI TAMAN ACHEH JAYA, 32000 SITIAWAN PERAK",PERAK
PASAR MINI POKOK SENA,"NO. 387-388, MAIN ROAD, 06400 POKOK SENA KEDAH",KEDAH
BATARAS FRESH MART IRAMANIS,"LOT 26, GROUND FLOOR, BLOCK D, DBKK SHOP NO. 22-0, IRAMANIS CENTRE JALAN LINTAS 88300 KOTA KINABALU. SABAH",SABAH
ECONSAVE CASH & CARRY (CR) SDN BHD (CHEMOR),PT 264296 JALAN JELAPANG-CHEMOR 31200 CHEMOR PERAK,PERAK
PASARAYA WELL-MART SA11,NO.3 5-G JALAN KANGKUNG PUTERI 24/7 SEKSYEN 24 42450 SHAH ALAM SELANGOR,SELANGOR
G-MART BORNEO RETAIL SDN BHD - KINARUT,"SHOPLOT 72, THE PALM SQUARE COMMERCIAL CENTRE 89600 KINARUT SABAH",SABAH
Z MART SUNGAI TIRAM,"643-17 JST 227 (KEDAI) JALAN SUNGAI TIRAM, BT 18 81800 ULU TIRAM JOHOR",JOHOR
REZKI TANJUNG MINI MARKET,REZKI TANJUNG MINI MARKET NO. 37 & 39 TINGKAT BAWAH JALAN 1 TAMAN RADIN JAYA 45500 TANJONG KARANG SELANGOR,SELANGOR
MYDIN SEJATI UJANA,"L.12693 & PL.076144020 LOT 3A, SEJATI COMMERCIAL, BATU 7 JALAN LAPANGAN TERBANG 90000 SANDAKAN SABAH",SABAH
ARENA TERAJU MART,NO. 109 BANDAR BUKIT BESI 23200 BUKIT BESI TERENGGANU,TERENGGANU
99 SPEEDMART SDN BHD (KG TASIK PERMAI) - 1634,NO: 329 & 330 JALAN TPI KAMPUNG TASIK PERMAI 68000 AMPANG SELANGOR,SELANGOR
KK SUPER MART (ALOR GAJAH),"4630, JALAN SAMARINDA 1, TAMAN SAMARINDA 78000 ALOR GAJAH MELAKA",MELAKA
99 SPEEDMART SDN BHD (TAMAN MACHAP BESTARI) - 3070,NO : MC 8 & MC 9 (GROUND FLOOR) JALAN MACHAP BESTARI UTAMA TAMAN MACHAP BESTARI 76100 DURIAN TUNGGAL MELAKA,MELAKA
PASAR MINI SINAR GEMILANG (TANGGA BATU),NO 15 & NO 17 JALAN SERI BUANA 4 TAMAN TANGGA BATU PERDANA TANJUNG KELING 76400 TANJONG KLING MELAKA,MELAKA
BILLION SHOPPING CENTRE (B.B. BANGI) SDN BHD,"KOMPLEKS PKNS BANDAR BARU BANGI PERSIARAN BANGI, PUSAT BANDAR 43650 BANDAR BARU BANGI SELANGOR",SELANGOR
DMART SEGI KERATONG 09,PASARAYA DMART KERATONG 09 MUADZAM SHAH 26700 MUADZAM SHAH PAHANG,PAHANG
PERTUBUHAN PELADANG KAWASAN SRI MEDAN (KEDAI RUNCIT SINAR PPK),"NO.3, 4, 5, PUSAT PERNIAGAAN DATARAN PELADANG JALAN SRI PASIR, SRI MEDAN 83400 BATU PAHAT JOHOR",JOHOR
99 SPEEDMART SDN BHD (MENUMBOK TOWN) - SBH 21019,"CL. 185121975 PEKAN MENUMBOK, PETI SURAT 16 JALAN KASTAM, MENUMBOK 89767 KUALA PENYU SABAH",SABAH
DMART SEGI KOTA GELANGGI 01,FELDA KOTA GELANGGI 01 27000 JERANTUT PAHANG,PAHANG
TSB MINISTORE (MERGONG),"K181&K182&K183, GROUND FLOOR, LEBUHRAYA MERGONG, PERUSAHAAN AWAN MERGONG, 05300 ALOR SETAR, KEDAH 05300 ALOR SETAR KEDAH",KEDAH
B13-PASARAYA SAVE-MERU 2B,"51, HALA TAMAN MERU 13 TAMAN MERU 2B 30020 IPOH PERAK",PERAK
99 SPEEDMART SDN BHD (TAMAN PULASAN) - 2867,NO: 2 & 3 (GROUND FLOOR) SUSURAN PULASAN TAMAN PULASAN 2 08800 GUAR CHEMPEDAK KEDAH,KEDAH
SONI BUMI SDN BHD,"NO. 0510, KM02, JALAN BAWAH, CL055169518 89050 KUDAT SABAH",SABAH
TING'S TRADING,"LOT 167, PEKAN STAPANG 96010 SELANGAU SARAWAK",SARAWAK
BIG 10 GROCER (GEMENCHEH) SDN BHD,"LOT 7056 - 7063, GRN 47876 - 47883 TAMAN GEMENCHEH BARU, JALAN BATANG MELAKA 73200 GEMENCHEH NEGERI SEMBILAN",NEGERI SEMBILAN
PKT MINIMART LABOK,"LOT 3377 (BAWAH), TAMAN LABOK JAYA, KG BATU 23, LABOK 18500 MACHANG KELANTAN",KELANTAN
THE STORE (KANGAR KAYANGAN SQUARE),KAYANGAN SQUARE SHOPPING COMPLEX JALAN PENJARA 01000 KANGAR PERLIS,PERLIS
NIRWANA HYPERMARKET SDN BHD - CAWANGAN INDERA MAHKOTA,"LOT 54478, JALAN IM 3/12, BANDAR INDERA MAHKOTA 25200 KUANTAN PAHANG",PAHANG
BANTING CASH & CARRY,"14-16, JALAN BUNGA PEKAN 42700 BANTING SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (SASARAN2) - 1772,"NO: 237, JALAN BESAR SASARAN, SUNGAI BULOH, 45800 JERAM SELANGOR",SELANGOR
XIRI (K.BERANG) BUKIT PAYUNG,"LOT 70006-70008, TAMAN PERUMAHAN BUKIT PAYUNG PUTERA BUKIT PAYUNG 21400 MARANG TERENGGANU",TERENGGANU
ECONSAVE CASH & CARRY (HM) SDN BHD (HUTAN MELINTANG),"LOT 15362, LORONG LAGENDA 8, MEDANIAGA LAGENDA, 36400 HUTAN MELINTANG, PERAK LOT 15362, LORONG LAGENDA 8, MEDANIAGA LAGENDA, 36400 HUTAN MELINTANG, PERAK LOT 15362, LORONG LAGENDA 8, MEDANIAGA LAGENDA, 36400 HUTAN MELINTANG, PERAK 36400 HUTAN MELINTANG PERAK",PERAK
99 SPEEDMART SDN BHD (TMN PENGALAT BESAR) - SBH 14616,"LOT NO 16 & 17, PHASE 6 TAMAN PENGALAT BESAR JALAN PENGALAT LOK KAWI 89600 PAPAR SABAH",SABAH
99 SPEEDMART SDN BHD (TAMAN BERINGIN JAYA) - 1804,"NO: 8 & 9, JALAN BERINGIN JAYA 1 TAMAN BERINGIN JAYA TAMAN GADONG INDAH 1 71700 MANTIN NEGERI SEMBILAN",NEGERI SEMBILAN
99 SPEEDMART SDN BHD (PP CORINA) - 2160,"NO: 19 & 21 (G), JLN PPC 1, PUSAT PERNIAGAAN CORINA, KG RAJA 39010 CAMERON HIGHLANDS PAHANG",PAHANG
BIG SUPERMART SDN BHD (SHAH ALAM SEK U5),"1G- 1-1, 3G & 5G, JALAN MUSYTARI AM U5/AM, SEKSYEN U5 40150 SHAH ALAM SELANGOR",SELANGOR
ANSON COOL ENTERPRISE (SK STORE),"NO.13, TAMAN DESA AMAN, BATU 6 JALAN MAHARAJALELA 36000 TELUK INTAN PERAK",PERAK
99 SPEEDMART SDN BHD (KG LAKUT) - SBH 32923,NT NO. 023148987 KAMPUNG LAKUT JALAN SURATI 89600 PAPAR SABAH,SABAH
99 SPEEDMART (PEKAN POKOK SENA) - 3236,"NO: 105 & 106 (GROUND FLOOR), SUSURAN POKOK SENA, PEKAN POKOK SENA, 06400 POKOK SENA KEDAH",KEDAH
96 MINI MARKET - BNO,PEKAN SIMPANG 4 BNO SABAK BERNAM 45200 SABAK BERNAM SELANGOR,SELANGOR
SABASUN HYPERRUNCIT (DUNGUN),"NO LOT 12553, JALAN MERBUK 23000 DUNGUN TERENGGANU",TERENGGANU
TRELEAF MART SDN BHD (EVENT 2-A),NO.56 JALAN PETANI 20000 KUALA TERENGGANU TERENGGANU,TERENGGANU
SALAMKU PENGKALAN CHEPA,"LOT 3377 - 3385, TKT BAWAH TAMAN KURNIA JAYA, PENGKALAN CHEPA 16100 KOTA BHARU KELANTAN",KELANTAN
99 SPEEDMART SDN BHD (IKS PULAI) - 2299,"NO: JA 8897 & JA 8898 (GROUND FLOOR) JALAN PULAI INDAH 3, INDUSTRI KECIL & SEDERHANA PULAI 77300 MERLIMAU MELAKA",MELAKA
99 SPEEDMART SDN BHD (PEKAN SEPANG) - 1369,"LOT 1 & 2, JLN BESAR PEKAN SEPANG, 43900 SEPANG SELANGOR",SELANGOR
MINAT EXPRESS MART (BIDOR),"PT3763-1&2,PT3764-2 JALAN BIDOR RAYA 2 35500 BIDOR PERAK",PERAK
GIANT HYPERMARKET (RAWANG),NO.1 JALAN BINTANG PUSAT BANDAR RAWANG 48000 RAWANG SELANGOR,SELANGOR
LOTUSS INDERA MAHKOTA,LOTUSS INDERA MAHKOTA LORONG IM 8/3 BANDAR INDERA MAHKOTA 25200 KUANTAN PAHANG,PAHANG
MY MART GOLDEN GLOBE SDN BHD (LAYANG-LAYANG),"NO. 20,22,24,26,28, GROUND FLOOR, JLN BUNGA RAYA 5 PEKAN LAYANG LAYANG BARU 81850 LAYANG LAYANG JOHOR",JOHOR
MYDIN KUBANG KERIAN,"LOT 1724, SEKSYEN 14 JALAN RAJA PEREMPUAN ZAINAB 11 KUBANG KERIAN 16150 KOTA BHARU KELANTAN",KELANTAN
KK SUPER MART (TAMAN SERI ORKID),"NO.6, JALAN SERI ORKID 1, TAMAN SERI ORKID 81300 SKUDAI JOHOR",JOHOR
ECONO EXPRESS (SUNGAI ARA),"NO. 1022, GROUND FLOOR, JALAN DATO ISMAIL HASHIM SUNGAI ARA 11900 BAYAN LEPAS PENANG",PENANG
PANTAI SELAMAT 2 SDN BHD,"A21-A27, JALAN TELOK SISEK, 25000 KUANTAN PAHANG",PAHANG
PASARAYA WAN MIE,KEDAI NO.7 JALAN MASJID LAMA 17000 PASIR MAS KELANTAN,KELANTAN
PASAR SERBANEKA KELUARGA KAPIT SDN.BHD.,"LOT 641-644, (NO. 15,17,19,21) KAPIT TOWN DISTRICT LORONG SELIRIK 2B 96800 KAPIT SARAWAK",SARAWAK
TMG EXPRESS 3000 SDN BHD (CHERATING),"LOT PT 15336 – 15338, BATU 25 JALAN KUANTAN-KEMAMAN, MUKIM SUNGAI KARANG 26080 KUANTAN PAHANG",PAHANG
PASARAYA SN-STORE,"LOT 4385 CABANG TIGA SUNGAI SOK, MANEK URAI 18000 KUALA KRAI KELANTAN",KELANTAN
99 SPEEDMART SDN BHD (JERAM) - 1779,"NO: 10 & 11, JALAN HARMONI TAMAN HARMONI TAMAN SAUJANA PUTRA 31850 JERAM PERAK",PERAK
H&L RETAIL SDN BHD (MATANG MALL),"PARCEL NO.201 , 1ST FLOOR LOT 9208, SECTION 65 KLTD MATANG MALL COMMERCIAL CENTRE, JALAN MATANG 93250 KUCHING SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (TMN IMPIANA) - 2613,"NO: 6 & 7 (GROUND FLOOR), JALAN IMPIANA 1 TAMAN IMPIANA, KELAPA SAWIT KAMPUNG MASJID LAMA 81030 KULAI JOHOR",JOHOR
ECO-SHOP ALOR SETAR,"PLOT 1, KOMPLEKS PERNIAGAAN WANTAS, LEBUHRAYA SULTAN ABDUL HALIM, 05400 ALOR SETAR, KEDAH. 05400 ALOR SETAR KEDAH",KEDAH
EMART XPRESS SDN BHD - DEMAK LAUT,"LOT 1314, BLK 7, MUARA TEBAS LAND DISTRICT 93050 KUCHING SARAWAK",SARAWAK
G-MART BORNEO RETAIL SDN BHD - TUARAN,"G*MART-TUARAN, BLOCK C, LOT 5C - 10C, JALAN SUNGAI DAMIT, 89029 TUARAN SABAH",SABAH
LAI MINI MARKET,"JC 4936,4937,4838,4939,4940 JALAN SELANDAR JAYA 1 77500 SELANDAR MELAKA",MELAKA
99 SPEEDMART SDN BHD (MENTAKAB) - 2173,"NO: 3 (GROUND FLOOR), JALAN HAJI KASSIM, 28400 MENTAKAB TAMAN BUKIT SEMANTAN, 28400 MENTAKAB PAHANG",PAHANG
MU GROCER,LOT 10 &11 BLOK 18 TINGKAT BAWAH BANDAR INDAH BATU 4 JALAN UTARA 90000 SANDAKAN SABAH,SABAH
FRESH HUB (MERSING),NO 6 & 7 JALAN SIAPU INDAH TAMAN SIAPU INDAH 86800 MERSING JOHOR,JOHOR
PERNIAGAAN PAK TORI - SUKA MENANTI,"NO 16, 17, 18 & 19 TAMAN SERI BELIDA, JALAN PUYU 13 JALAN SUKA MENANTI 05150 ALOR SETAR KEDAH",KEDAH
ALDI SUPERMARKET SDN. BHD.,"LOT 20 - 27 BLOCK 3, JALAN HOSPITAL 95000 SRI AMAN SARAWAK",SARAWAK
GT MART PENDAMAR INDAH,NO. 60 & 62 SOLOK PENDAMAR INDAH 1 TAMAN PENDAMAR INDAH 42000 PELABUHAN KLANG SELANGOR,SELANGOR
ECO-SHOP SIMPANG PULAI,"NO. 1, JALAN PULAI BUSINESS CENTRE 1 (PBC1) PULAI BUSINESS CENTRE 31300 SIMPANG PULAI PERAK",PERAK
BILLION SHOPPING CENTRE (PANTAI REMIS) SDN BHD,"NO.2G-2J, JALAN SUNGAI BATU 34900 PANTAI REMIS PERAK",PERAK
NIRWANA MAJU SDN BHD - CAWANGAN YAYASAN,"PTD 3189, KM 1, LOT 7286, LEBUHRAYA SEGAMAT-KUANTAN 85000 SEGAMAT JOHOR",JOHOR
SUPER SEVEN (SEMENYIH) SDN BHD,"NO.1, G FLOOR & 1ST FLOOR, PLAZA VISTA VALLEY, JALAN VISTA VALLEY 3, 43500 SEMENYIH SELANGOR",SELANGOR
PANTAI TIMOR SHOPPING CENTRE (TANAH MERAH) SDN BHD,"LOT 3225-3236, JALAN JEDOK 17500 TANAH MERAH KELANTAN",KELANTAN
B45-PASARAYA SAVE-TMN RISHAH,"NO 37, JALAN RAJA PEREMPUAN MAZWIN, TAMAN RISHAH 30100 IPOH PERAK",PERAK
99 SPEEDMART SDN BHD (BATU KIKIR) - 2001,NO : 2 & 3 (GROUND FLOOR) JALAN BERINGIN 2 PEKAN BATU KIKIR 2 72200 BATU KIKIR NEGERI SEMBILAN,NEGERI SEMBILAN
NF GROCER ENTERPRISE,"LOT 1544 B, JALAN KOTA BAHRU KG BATU 25 18500 MACHANG KELANTAN",KELANTAN
K GROCER AYER KEROH,"NO, 1,3 & 5 JLN KOMERSIAL TAKH 3 TAMAN AYER KEROH HEIGHTS 75450 AYER KEROH MELAKA",MELAKA
MLK MALL FAMILY STORE SDN BHD,"LOT 1B TINGKAT BASEMEN KOMPLEKS MELAKA MALL, LEBOH AYER KEROH 75450 AYER KEROH MELAKA",MELAKA
PASARAYA HOME U (BACHOK),"LOT 3250, BERIS KUBUR BESAR KG. PADANG MELINTANG, MUKIM PAK PURA 16300 BACHOK KELANTAN",KELANTAN
ECONO JAYA (SIK),"NO.1, 2 & 3, TINGKAT BAWAH JALAN BUNGA RAYA KOMPLEKS PERNIAGAAN BUNGA RAYA 08000 SIK KEDAH",KEDAH
JBG MART,"LOT 23, KAMPUNG JEREK BARU 18300 GUA MUSANG KELANTAN",KELANTAN
LUTHFIA ENTERPRISE,"LOT 791, BLOCK 12, BUAN LAND DISTRICT 96150 TANJUNG MANIS SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (TAMAN KOTA) - 2278,NO: 20 & 22 (GROUND FLOOR) JALAN KOTA 5 TAMAN KOTA 83700 YONG PENG JOHOR,JOHOR
KK SUPER MART (TAMAN SRI KELANA TAPAH),"NO. 8, PERSIARAN SERI KELANA 1, TAMAN SRI KELANA 35000 TAPAH PERAK",PERAK
BATARAS SUPERSTORE WAWASAN,"LEVEL 1 & 2, WISMA SEDCO COASTAL HIGHWAY 88300 KOTA KINABALU SABAH",SABAH
99 SPEEDMART SDN BHD (TMN MAS KULAI) - 2228,"NO: 237 & 238 (GROUND FLOOR), JALAN MAS TAMAN MAS KAMPUNG MASJID LAMA 81000 KULAI JOHOR",JOHOR
BATARAS SUPERSTORE TENOM,TL 167501340 89907 TENOM SABAH,SABAH
99 SPEEDMART SDN BHD (CHEMBONG UTAMA) - 1511,"NO: 11 & 12, JALAN CU 1 TAMAN CHEMBONG UTAMA LUKUT 71300 REMBAU NEGERI SEMBILAN",NEGERI SEMBILAN
ECONSAVE CASH & CARRY (LKT) SDN BHD (LUKUT),LOT 12532 JALAN DATARAN SEGAR LUKUT 71001 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN
SEN SEN DEPARTMENTAL STORE (SEJINKAT),LOT 1964 TO 1973 BLOCK 8 MUARA TEBAS LAND DISTRICT JALAN BAKO 93050 KUCHING SARAWAK,SARAWAK
ECONMART EXPRESS SDN BHD - KAPAR,"NO. 4-6, JALAN RAJA NALA 14, TAMAN BUKIT KAPAR, 42200 KAPAR SELANGOR",SELANGOR
MAZNIRA TRADING,"NO.141, RKT KESEDAR, PALOH 2 18300 GUA MUSANG KELANTAN",KELANTAN
PASARAYA KAWANG (AYER HITAM),NO.3 BATU 12 PEKAN AIR HITAM 06150 AIR HITAM KEDAH,KEDAH
PERNIAGAAN PAK TORI - KUALA SUNGAI,"NO 7, 8, 9, & 10 TAMAN KASIH KUALA SUNGAI 06250 ALOR SETAR KEDAH",KEDAH
BUKHARY MART MELOR,"LOT 2426, KG. MAHLIGAI, MELOR 16400 KOTA BAHRU KELANTAN",KELANTAN
99 SPEEDMART SDN BHD (PEKAN SG PELEK) - 1222,"NO: 77 & 78, JALAN BESAR, PEKAN SUNGAI PELEK, 43950 SUNGAI PELEK SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TMN DAMAI JAYA) - 3412,"NO: 6 & 7 (GROUND FLOOR), JALAN DAMAI JAYA 1, TAMAN DAMAI JAYA, 06000 JITRA KEDAH",KEDAH
HASNAH JAYA COLDSTORAGE CENTRE,"SUBLOT 10, PARENT LOT 520 BLOK 32, PASAR BARU ASAJAYA ASAJAYA 94600 KUCHING SARAWAK",SARAWAK
KK SUPER MART (MANTIN),"NO.31, JALAN BUNGA RAYA 2/1, TAMAN BUNGA RAYA 3 71700 MANTIN NEGERI SEMBILAN",NEGERI SEMBILAN
KEDAI RUNCIT TEMALA TANJUNG,"A25, KAMPUNG TEMALA TANJUNG 21040 MARANG TERENGGANU",TERENGGANU
CKS SUPERMARKET PITAS,"KG. TAKA, PITAS, PETI POS 226 89100 PITAS SABAH",SABAH
