Store,Address,State,Latitude,Longitude
PASARAYA WELL-MART DS1,"BLOCK B-G-03A, APARTMENT IDAMAN JALAN PJU 10/1 DAMANSARA DAMAI 47830 PETALING JAYA SELANGOR",SELANGOR,3.190159,101.5972938
PASARAYA WELL-MART DS2,"G-G05, BLOCK G APARTMENT PERMAI, JLN PJU 10/1 DAMANSARA DAMAI 47830 PETALING JAYA SELANGOR",SELANGOR,3.190159,101.5972938
ECONSAVE CASH & CARRY (DD) SDN BHD (DAMANSARA DAMAI),"ONE DAMANSARA JALAN PJU 10/1, DAMANSARA DAMAI 47830 PETALING JAYA SELANGOR",SELANGOR,3.190159,101.5972938
PASARAYA WELL-MART SP3,NO 29 JALAN REJANG 7 SETAPAK JAYA 53300 KUALA LUMPUR W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.190369952,101.728487
22 MART SDN. BHD. (TMN UNDANG ABDULLAH),"NO. 11-1, JALAN 4/62A, BANDAR MENJALARA 52200 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1907316,101.6270019
PASARAYA WELL-MART SP1,"NO 6, JALAN MELATI 11 TAMAN MELATI 53100 SETAPAK W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1913781,101.705912
THE STORE (M3 MALL),"LOT G-25, M3 MALL, JALAN MADRASAH, TAMAN MELATI 53100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1915507,101.705996
99 SPEEDMART SDN BHD (GOMBAK UTARA) - 1479,"LOT 1428, NO : 37 & 38 JALAN GOMBAK BATU 8 53100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.191669,101.7056912
PASARAYA B&O SDN BHD,"NO. 21-27, JALAN 46B/26, PUSAT BANDAR SRI RAMPAI 53300 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1932417,101.7318393
PASARAYA WELL-MART ST1,NO. 96 JALAN DATO SENU 4 TAMAN DATO SENU 51000 SENTUL SELANGOR,SELANGOR,3.1934663,101.6944679
HALIMATUS 1998 MART (TUBAU) SDN BHD,"LOT 213 & 214, BLOCK 12, JALAN BINTULU/BAKUN, TUBAU 97100 SEBAUH SARAWAK",SARAWAK,3.1937545,113.0780793
TMG MART (SUNGAI BULOH) SDN BHD,"LOT 3, 5, 7 & 9,GROUND FLOOR JALAN KATI G U 19/G TAMAN MEDAN MAS 19, JALAN KATI G U19/G, KAMPUNG BARU SUNGAI BULOH 40160 SHAH ALAM SELANGOR",SELANGOR,3.1940464,101.5657569
THE STORE (SG BULOH),"KOMPLEK SUNGAI BULOH, NO 2 BANDAR BARU SG BULOH, SEKSYEN U20 47000 SUNGAI BULOH SELANGOR",SELANGOR,3.194379,101.535453
99 SPEEDMART SDN BHD (BDR BARU SG BULOH 2) - 2690,"NO: 572 & 573 (GROUND FLOOR) JALAN 1B/7, BANDAR BARU SUNGAI BULOH, SEKSYEN U20 40160 SHAH SELANGOR",SELANGOR,3.194379,101.535453
PASARAYA WELL-MART AP1,"NO. 1, JALAN MULIA 4/1 JALAN MULIA JAYA 68000 AMPANG SELANGOR",SELANGOR,3.19501,101.776705
99 SPEEDMART SDN BHD (SG BULOH) - 1052,"NO.41&43, JALAN KATI EU 19/E, SEK. U19 TMN MEDAN MAS , 47000 SUNGAI BULOH SELANGOR",SELANGOR,3.1953082,101.5665221
GIANT MINI (TAMAN SRI RAMPAI),"31 GROUND FLOOR JALAN 46A/26, TAMAN SRI RAMPAI 53300 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1957163,101.7313256
SUPER SEVEN TRADE CENTRE (KLTS) SDN BHD,"62-G, 63-G, 63A-G, 65-G, 66-G, 67-G, 68-G, PLAZA KLTS, BLOCK D, NO. 99, JALAN GOMBAK SETAPAK, 53300 SETAPAK W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.196841032,101.7154259
99 SPEEDMART SDN BHD (JALAN SENTUL PASAR) - 1579,LOT 2002 & LOT 2004 BANGUNAN DATO' HAJI SUHAIMI JALAN SENTUL PASAR 51000 KUALA LUMPUR W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.1975907,101.6931837
TAI KWONG SUPERMARKET SDN BHD,"GROUND FLOOR, TIMES SQUARE MEGAMALL, NO 1 BEVERLY HILLS ESTATE, 97000 BINTULU 97000 BINTULU SARAWAK",SARAWAK,3.1976581,113.0881295
99 SPEEDMART SDN BHD (D'SARA SENTRAL) - 2331,"NO: R-G-28 & R-G-29 (GROUND FLOOR), D’SARA SENTRAL, JALAN WELFARE, KAMPUNG BARU SUNGAI BULOH, SEKSYEN U19, 40160 SHAH ALAM SELANGOR",SELANGOR,3.197693945,101.5697108
THE FRESHMART - BINTULU,"SUBLOT 33-37, JALAN TG. KIDURONG COLUMBIA COMMERCIAL CENTRE 97000 BINTULU SARAWAK",SARAWAK,3.1978193,113.0578764
99 SPEEDMART SDN BHD (TAMAN SRI SEGAMBUT) - 2648,NO: 3-7 & 3-8 (GROUND FLOOR) JALAN UDANG SIAR TAMAN SRI SEGAMBUT 52000 TAMAN SRI SEGAMBUT W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.197989376,101.6535397
PASARAYA WELL-MART KP11,NO. B1-G-E10 JALAN SRI EHSAN 1 TAMAN SRI EHSAN 52100 KEPONG W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.1980025,101.6544723
TUNAS MANJA SDN BHD (SRI RAMPAI),"2, JALAN RAMPAI NIAGA 3 RAMPAI BUSINESS PARK 53300 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1983433,101.7282474
SING KWONG SUPERMARKET (BATU 8),"SUBLOT 61-63 OF LOT 341, BLOCK 33 AND LOT 1337 BOTH OF KEMENA LAND DISTRICT, 97000 BINTULU 97000 BINTULU SARAWAK",SARAWAK,3.198622,113.044822
MDS MART - SAMALAJU,"SUBLOT 195 (UNIT 46) & SUBLOT 196 (UNIT 47), BOTH OF LOT 15 (NEW LOT 108 & 109), BLOCK 1 KEMENA LAND DISTRICT, SAMALAJU INDUSTRIAL PARK 97000 BINTULU SARAWAK",SARAWAK,3.198622,113.044822
ECO-SHOP - BINTULU CENTRE 2,"SUBLOT 92, 93, 94 & 95 OF PARENT LOT 7668 GRD, 1ST & 2ND FLOOR BLOCK 31, KEMENA LAND DISTRICT BINTULU SENTRAL JALAN TG. KIDURONG 97000 BINTULU SARAWAK",SARAWAK,3.198622,113.044822
PASARAYA WELL-MART KP7,"D-0-7 & D-0-8 BLOCK D, JALAN 2/17 OFF JALAN KEPONG 52000 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.198965,101.6651947
LOTUSS (WANGSA WALK),"UNIT NO G-41, GROUND FLOOR, WANGSA WALK MALL WANGSA AVENUE,NO 9, JALAN WANGSA PERDANA 1 53300 BANDAR WANGSA MAJU W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1991297,101.7411816
99 SPEEDMART SDN BHD (WANGSA MAJU SEK1) - 2018,"NO: 33 & 35 (GROUND FLOOR), JALAN 2A/27A, SEKSYEN 1, WANGSA MAJU, 53300 KUALA LUMPUR. W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1991297,101.7411816
AEON BIG (DANAU KOTA),"LOT PT 9834 JLN. LANGKAWI TMN. DANAU KOTA, MUKIM 53000 SETAPAK W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1991517,101.7119198
SUPER SEVEN (M) SDN BHD (LEMBAH MAJU),"GERAI B.O.T. JALAN MAJU 3/5, (BLOCK J), TAMAN LEMBAH MAJU 56100 AMPANG W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1993733,101.7505358
PASAR SEGAR LAPAN LAPAN (MANCHIS) SDN BHD,"LOT 5798-5802, JALAN BESAR MANCHIS 3.221068728155453, 102.16114387139983 28730 BENTONG PAHANG",PAHANG,3.199448,102.1637362
HERO MARKET - MELAWATI,"B5-G-1, B5-G-2 & B6-G-1, B6-G-2 & B6-G-3 PANGSAPURI GAYA, LRG SELANGOR TAMAN MELAWATI 53100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.1997987,101.7164216
GIANT MINI (KL TRADER SQUARE),"92-G (GF) PLAZA KL TRADERS SQUARE, BLOCK A, JALAN GOMBAK KAMPUNG KUANTAN 53000 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2000945,101.7035018
PASARAYA WELL-MART KP2,NO. 33 & 35 JALAN PUSAT KEPONG 9/40 TAMAN PUSAT KEPONG 53000 KEPONG SELANGOR,SELANGOR,3.2002896,101.6566018
HERO MARKET - WANGSA MAJU,"1-11, TINGKAT BAWAH DAN SATU JALAN 3/27D, SEKSYEN 6 53300 WANGSA MAJU W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2004114,101.7425539
99 SPEEDMART SDN BHD (WANGSA MAJU 2) - 2600,"NO: B-0-3 & B-0-4 (GROUND FLOOR), VISTA WIRA 2, JALAN 4/27A, WANGSA MAJU SEKSYEN 2, 53300 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2005071,101.7326715
SEGI FRESH SETAPAK,"NO. 2079-E, F & G, SETAPAK VILLAGE, NO. 1617 JALAN GENTING KELANG, 53300 SETAPAK W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2005383,101.7180887
99 SPEEDMART SDN BHD (TAMAN SRI BULOH) - 1606,"NO: 1 & 3, JALAN U19/1 TAMAN SRI BULOH SEKSYEN U19 40160 SHAH ALAM SELANGOR",SELANGOR,3.2014899,101.5407318
ECONSAVE CASH & CARRY (SB) SDN BHD (SG BULOH),2-20 JALAN LITER C U19/1C SEKSYEN U19 40160 SUNGAI BULOH SELANGOR,SELANGOR,3.2015263,101.5570686
TF VALUE MART SDN BHD (SRI DAMANSARA),"NO. 13C JALAN TEMBAGA SD 5/2A BANDAR SRI DAMANSARA 3.2024381230163113, 101.61874939613125 52200 BANDAR SRI DAMANSARA W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2018675,101.6190914
SEGI FRESH SAUJANA UTAMA,"16-G, 18-G, 20-G, 22-G, 24-G JALAN BIDARA 9/2 SAUJANA UTAMA 3 47000 SUNGAI BULOH SELANGOR",SELANGOR,3.2019334,101.4846761
99 SPEEDMART SDN BHD (PANDAN PERDANA 2) - 1586,"NO: 27 & 29, JALAN PERDANA 4/6, PANDAN PERDANA, 55300 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2027774,101.7411454
PASARAYA WELL-MART SB4,"NO. 7-G, JALAN U19/1 TAMAN SRI BULOH SEKSYEN U19 40160 SHAH ALAM SELANGOR",SELANGOR,3.2029354,101.5435616
MYDIN SINAR KOTA,"JALAN SILANG, CITY CENTRE 50500 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2032831,101.7406967
99 SPEEDMART SDN BHD (BANDAR BARU SENTUL) - 1366,"NO: 43-0-15 & 43-0-16 ,JALAN 1/48A SENTUL PERDANA 51000 BANDAR BARU SENTUL W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2040362,101.6942651
99 SPEEDMART SDN BHD (RESIDENSI UTM KL) - 1965,"LOT NO: 1-26, 1-27 & 1-28 (GROUND FLOOR), RESIDENSI UTM KL, NO: 8, JALAN MAKTAB 54000 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2040362,101.6942651
GIANT MINI (UKAY PERDANA),"A-G-16 PANGSAPURI SERVIS SPRINGVILLA JALAN UP 1/1A, TAMAN UKAY PERDANA 68000 AMPANG SELANGOR",SELANGOR,3.2043667,101.7781555
SING KWONG SUPERMARKET (MEDAN RAYA) SDN BHD,"BLOCK G, NO 50 - 60, JALAN TANJUNG KIDURONG, 97000 BINTULU 97000 BINTULU SARAWAK",SARAWAK,3.2047644,113.0594499
MYDIN SUPERMARKET DANAU SAUJANA,"LOT G22, PV12, PLATINUM LAKE CONDOMINIUM, NO. 6, JALAN LANGKAWI 53300 SETAPAK W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2062429,101.7197894
ECONSAVE CASH & CARRY (FC) SDN BHD (DANAU KOTA),"LOT G01, KL FESTIVAL CITY, NO.67 JALAN IBU KOTA TAMAN DANAU KOTA 53300 SETAPAK W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2066089,101.7190061
HERO MARKET - SUNGAI MAS PLAZA,"GA-01 SUNGAI MAS PLAZA BATU 5, JALAN IPOH 51200 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2076953,101.6460719
AM FAMILY MART SDN. BHD.,"NO 25-29, GROUND FLOOR BDA SHAHIDA COMMERCIAL CENTRE 97000 BINTULU SARAWAK",SARAWAK,3.2080276,113.0513652
SING KWONG SUPERMARKET (PASAR) SDN BHD,"SUBLOT 53-58, BDA SHAHIDA SHOPHOUSES, 97000 BINTULU, SARAWAK 97000 BINTULU SARAWAK",SARAWAK,3.2080276,113.0513652
PASARAYA WELL-MART KP8,"NO. 2, PERSIARAN KIP2 TAMAN WANGSA PERMAI 52200 KUALA LUMPUR SELANGOR",SELANGOR,3.2084485,101.6115221
PASARAYA WELL-MART JI2,"NO 4, GF, JALAN 7/18B TAMAN BATU PERMAI, BATU 5 OFF JALAN IPOH 51200 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2084592,101.6761504
GIANT MINI (MAXIM CITY LIGHT),NO. S-G-05 MAXIM CITYLIGHTS SENTUL. NO. 25 JALAN SENTUL PERDANA 51000 SETAPAK W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.2089046,101.6947007
EHSAN SEGI KEN RIMBA,"NO. 43-1, 45-1, 47-1 & 49-1 JALAN LENGKUAS B16/B KEN RIMBA, SEKSYEN 16 40200 SHAH ALAM SELANGOR",SELANGOR,3.2092714,101.5621487
GIANT MINI (BANDAR BARU SENTUL),43-0-5 JALAN 1/483A SENTUL PERDANA 51000 BANDAR BARU SENTUL W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.209387,101.6940127
99 SPEEDMART SDN BHD (KAMPUNG BATU) - 1639,"NO: 80 & 81, JALAN IPOH, BATU LIMA, 51200 KAMPUNG BATU W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2093918,101.693915
99 SPEEDMART SDN BHD (BKT RAHMAN PUTRA 2) - 2211,"NO: 3 & 5 (GROUND FLOOR), JALAN BRP 1/6A, BUKIT RAHMAN PUTRA, SEKSYEN U20, 40160 SHAH ALAM SELANGOR",SELANGOR,3.2104923,101.5610102
99 SPEEDMART SDN BHD (BDR BARU SG BULAH1) - 1177,"NO: 2375 & 2376, JALAN 1A/1, BANDAR BARU SUNGAI BULOH, 47000 SUNGAI BULOH SELANGOR",SELANGOR,3.2108923,101.565983
PASARAYA WELL-MART KIP,"NO. 2, JALAN KIP 1 TAMAN PERINDUSTRIAN KIP 52200 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2116048,101.7410795
SUPER SEVEN CASH & CARRY SDN BHD (PUNCAK ALAM),"NO. 5, 7, 9, 11, 13, 15 & 17 (GROUND & 1ST FLOOR), JALAN MAPEL 7 /1, BANDAR HILLPARK PUNCAK ALAM 42300 PUNCAK ALAM SELANGOR",SELANGOR,3.2117809,101.4541924
99 SPEEDMART SDN BHD (TAMAN TENAGA) - 1260,"NO: 32, JALAN SEMBILANG TAMAN TENAGA TAMAN SEGAMBUT 56000 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2119071,101.7425437
99 SPEEDMART SDN BHD (TAMAN KERAMAT PERMAI) - 2481,NO: 2 (GROUND FLOOR) JALAN AU 1A/4C TAMAN KERAMAT PERMAI 54200 KUALA LUMPUR W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.2119517,101.7416989
TMG EXPRESS 3000 SDN BHD (KEPONG PRIMA),"NO. 6, 8 & 10 GROUND, FIRST & SECOND FLOOR JALAN PRIMA II 52100 KEPONG W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2119703,101.64409
99 SPEEDMART SDN BHD (TMN BATU) - 1320,"NO: 65 & 67, JALAN JAMBU, TAMAN BATU 50000 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2119706,101.7431108
99 SPEEDMART SDN BHD (TMN SEPUTEH) - 2191,"NO: 62-2 & 62-3 (GROUND FLOOR), JALAN BUKIT RAJA, TAMAN SEPUTEH, 58000 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2120029,101.7416747
SEGI FRESH CHERAS,NO.2 & 4 JALAN 13/91 TAMAN SHAMELIN PERKASA 56100 KUALA LUMPUR W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.2120345,101.7418366
99 SPEEDMART SDN BHD (TMN WAHYU) - 2295,"NO: 109 & 111 (GROUND FLOOR), JALAN SIBU, TAMAN WAHYU OFF JALAN IPOH, 68100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2121329,101.6698515
THE STORE (PUDU PLAZA),"2, JALAN LANDAK, 55100 PUDU W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2121691,101.7414048
GIANT MINI (TAMAN ABADI INDAH),"30, JALAN 3/109C TAMAN ABADI INDAH TAMAN DESA 58100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.212179,101.7407077
99 SPEEDMART SDN BHD (TAMAM SRI SINAR) - 1181,"NO: 2 & 4, JALAN 6/38D JALAN 6/38D 51200 TAMAN SRI SINAR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2124596,101.7429031
GIANT HYPERMARKET (SETAPAK),NO 5 JALAN KILANG 53300 WILAYAH PERSEKUTUAN W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.2125092,101.7425199
ECONSAVE EXPRESS BRICKFIELDS,"24, JALAN THAMBIPILLAY 50470 BRICKFIELDS W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2125663,101.741551
99 SPEEDMART SDN BHD (KL TAMAN SEGAMBUT) - 2361,NO: 18 & 20 (GROUND FLOOR) JALAN 5/38B TAMAN SEGAMBUT 51200 SEGAMBUT W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.2127224,101.7420193
99 SPEEDMART SDN BHD (TAMAN MEDAN IDAMAN) - 1216,"NO: 2A & 6, JALAN 6/21D TAMAN MEDAN IDAMAN TAMAN PELANGI 53100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2128309,101.7425275
99 SPEEDMART SDN BHD (PUSAT KOMERSIL PANDAN INDAH) – 3417,"NO: 1 & 3 (GROUND FLOOR), JALAN 6/9, PANDAN INDAH, 55100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2128341,101.7416202
99 SPEEDMART SDN BHD (JLN GALLOWAY) - 2627,"NO: 26 & 28 (GROUND FLOOR), JALAN GALLOWAY, TAMAN AMBAR, 50150 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2129166,101.7419222
LOTUSS (SELAYANG),LOTUSS SELAYANG NO 1081 JALAN IPOH MUKIM BATU 51200 KUALA LUMPUR W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.2131052,101.644106
TMG EXPRESS 3000 SDN BHD (TAMAN EHSAN),"NO. 527, GROUND FLOOR JALAN E 3/8 TAMAN EHSAN 52100 KEPONG W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2131612,101.7420007
PASARAYA WELL-MART JI1,NO. 19 JALAN SUPPIAH PILLAY OFF JALAN IPOH 51200 KUALA LUMPUR W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.2132138,101.6462216
PASARAYA WELL-MART KP6,"NO. 3G & 5G, LORONG 6/1B TAMAN INTAN BAIDURI 52100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2132707,101.7422915
LOTUSS (KEPONG),"NO. 3, JALAN 7A/62A, BANDAR MANJALARA 52200 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2133323,101.7421635
GIANT MINI (TAMAN MELAWATI),"NO. 44 GROUND FLOOR JALAN BANDAR 3, TAMAN MELAWATI 53100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2133323,101.7421635
NSK TRADE CITY (KEPONG) SDN BHD,"G20, GROUND FLOOR, BREM MALL, JALAN KEPONG 52000 JINJANG SELATAN W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2136938,101.6628206
DMART SEGI BUKIT MENDI,FELDA BUKIT MENDI TRIANG 28300 TRIANG PAHANG,PAHANG,3.2148859,102.3117094
MEK YAM ENTERPRISE (FELDA CHEMOMOI),"NO. 3, JALAN PASAR, FELDA CHEMOMOI 28310 TRIANG PAHANG",PAHANG,3.2148859,102.3117094
AEON BIG (KEPONG),"NO.2, JALAN METRO PERDANA TAMAN USAHAWAN KEPONG MID VALLEY CITY 52100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2152749,101.6417296
KK SUPER MART (KEPONG PERDANA 2),"PPR PEKAN KEPONG SETIA, JALAN BESAR KEPONG, TAMAN INDAH PERDANA 52100 KEPONG W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2154638,101.6429267
SUPER SEVEN CASH & CARRY SDN BHD (SEKSYEN U3 SG BULOH),"NO. 1, JALAN EURO 1 OFF JALAN BATU TIGA, SUNGAI BULOH, SEKSYEN U3 40150 SHAH ALAM SELANGOR",SELANGOR,3.2169352,101.5645028
TMG EXPRESS 3000 SDN BHD (FORTUNE AVENUE),"D-G_19, GROUND FLOOR, D-G JALAN METRO PERDANA 2, FORTUNE AVENUE 52120 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2169744,101.6429853
PASARAYA WELL-MART KP5,"B-F-2A, FORTUNE AVENUS JALAN METRO PERDANA 2 TAMAN USAHAWAN KEPONG 52100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2181393,101.6427113
ST ROSYAM MART (SG BULOH) SDN BHD,WISMA LP LOT 21117 (PT 6394) BANDAR BARU SUNGAI BULOH 40160 SHAH ALAM SELANGOR,SELANGOR,3.218318,101.5644518
TUNAS MANJA SDN BHD (ELMINA SHAH ALAM),"NO 47 - 55, GROUND FLOOR JALAN ESERINA, YU16/Y, ELMINA, EAST 40160 SHAH ALAM SELANGOR",SELANGOR,3.2203163,101.5577716
99 SPEEDMART SDN BHD (TAMAN BERINGIN) - 1694,NO: 132 & 134 JALAN MIRI TMN BERINGIN 52000 OFF JALAN IPOH W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.2207861,101.6655274
ST ROSYAM MART (TMN EHSAN) SDN BHD,"PASAR MODEN TMN EHSAN, JALAN E3/6A, TMN EHSAN 52100 BANDAR KEPONG W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2209,101.62478
TUNAS MANJA SDN BHD (BANDAR SERI COALFIELDS),"NO 23-G, 25-G, 27-G JALAN BSC 2C/5, PRECINT 2, BANDAR SERI COALFIELDS 47000 SUNGAI BULOH SELANGOR",SELANGOR,3.2214893,101.463493
99 SPEEDMART SDN BHD (SRI UTARA) - 1504,"NO: 43, JALAN SERI UTARA 1, SRI UTARA OFF JALAN IPOH 68100 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2234672,101.6716952
PASARAYA WELL-MART KP9,"3556, JALAN BENTENG UTARA JINJANG UTARA 52000 KUALA LUMPUR W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2236753,101.6561238
SEGI FRESH TAMAN AMANIAH,NO.9-G & 10-G JALAN BATU CAVES TAMAN BATU CAVES 68100 BATU CAVES SELANGOR,SELANGOR,3.223904,101.700677
SUPER SEVEN (M) SDN BHD (SG BULOH),"LOT 407, 408 & 409, JALAN PERUSAHAAN 2, SUNGAI BULOH 13 1/2 47000 SUNGAI BULOH SELANGOR",SELANGOR,3.2261215,101.4864082
99 SPEEDMART SDN BHD (BUKIT RAHMAN PUTRA) - 1137,"NO: 7 & 9, JALAN BRP 6/12 BUKIT RAHMAN PUTRA 68100 SHAH ALAM SELANGOR",SELANGOR,3.2268935,101.5594341
GIANT MINI (MELATI UTAMA),59G JALAN MELATI UTAMA 4 MELATI UTAMA 53100 SETAPAK W.P KUALA LUMPUR,W.P KUALA LUMPUR,3.2274788,101.7309991
HIJRAH GROCER,"LOT 71104, JALAN TERATAI UTAMA, KAMPUNG PAYA JARAS HILIR, 47000 SUNGAI BULOH SELANGOR",SELANGOR,3.229309,101.582189
99 SPEEDMART SDN BHD (DATARAN VILLA PUTRA) - 1387,"NO: 27 & 29,JALAN DATARAN VILLA PUTRA 1 DATARAN VILLA PUTRA 47000 SUNGAI BULOH SELANGOR",SELANGOR,3.229309,101.582189
PASARAYA WELL-MART SB1,"NO. 49 & 51G JALAN KATI EU19/E, TAMAN MEDAN MAS KG BARU SERI SG BULOH 40160 SHAH ALAM SELANGOR",SELANGOR,3.229309,101.582189
PASARAYA WELL-MART GB5,"NO 13A SELASEH COMMERCIAL CENTRE, JALAN PPS 2 PUSAT PERDAGANGAN SELASEH 68100 BATU CAVES SELANGOR",SELANGOR,3.229375,101.6978043
PASARAYA WELL-MART GB6,"42, JALAN SELASEH INDAH TAMAN SELASEH 68100 BATU CAVES SELANGOR",SELANGOR,3.2302861,101.700249
PASARAYA S. PUTRA,NO 1. 2. 3 JALAN SP 12 A TAMAN SRI PUTRA 47000 SUNGAI BULOH SELANGOR,SELANGOR,3.230835,101.489035
SEGI FRESH PUNCAK ALAM,"NO. 16-1, 18-1, 20-1 & 22-1 JALAN DATARAN SURIA 15/7/2 SEKSYEN 15, 42300 PUNCAK ALAM SELANGOR",SELANGOR,3.2331968,101.4136777
ECONSAVE CASH & CARRY (PCM) SDN BHD (KIPMALL DESA COALFIELDS),"LOT NO. LG01 (KIPMALL DESA COALFIELDS) PT 10629, JALAN DC 4/5, DESA COALFIELDS 47000 SUNGAI BULOH SELANGOR",SELANGOR,3.233336,101.4885778
SEGI FRESH (GOMBAK),"SEGI FRESH GOMBAK LOT 2344-5, JALAN BATU CAVES KAMPUNG SIMPANG TIGA 53100 GOMBAK SELANGOR",SELANGOR,3.2334943,101.7103043
KK SUPER MART (KEPONG TAMAN INTAN BAIDURI 2),"PPR INTAN BAIDURI, TAMAN INTAN BAIDURI 52200 KEPONG W.P KUALA LUMPUR",W.P KUALA LUMPUR,3.2338141,101.6538546
MYDIN SELAYANG UTAMA,"10 - 18, JALAN SU/12 SELAYANG UTAMA 68100 BATU CAVES SELANGOR",SELANGOR,3.2347559,101.6448093
HERO MARKET - PUNCAK BESTARI,"NO 3GF, 5GF, 7GF, 9GF, 11GF, 11GF, 13IF, 15GF-15IF JALAN NIAGA BESTARI PUNCAK BESTARI 42300 BANDAR PUNCAK ALAM SELANGOR",SELANGOR,3.2347958,101.4289029
LOTUSS PUNCAK ALAM,"LOTUSS PUNCAK ALAM NO. 1, JALAN NIAGA BESTARI 9 42300 PUNCAK ALAM SELANGOR",SELANGOR,3.2348822,101.4289772
EHSAN MART DATARAN SELAYANG,"7G, JALAN DATARAN SELAYANG 2 DATARAN SELAYANG 68100 BATU CAVES SELANGOR",SELANGOR,3.23711,101.67459
ECONSAVE CASH & CARRY (AJ) SDN BHD (ALAM JAYA),LOT PT 15792 MUKIM IJOK 42300 BANDAR PUNCAK ALAM SELANGOR,SELANGOR,3.240609,101.434741
