Store,Address,State,Latitude,Longitude
KK SUPER MART (KUALA SUNGAI BARU),"NO.118, JALAN KUALA SUNGAI BARU, TAMAN KUALA SUNGAI BARU 78200 KUALA SUNGAI BARU MELAKA",MELAKA,2.3613629,102.0384442
99 SPEEDMART SDN BHD (TAMAN KUALA JAYA) - 1862,NO: KS 1078 & KS 1079 (GROUND FLOOR) JALAN KUALA JAYA 3 TAMAN KUALA JAYA 78200 KUALA SUNGAI BARU MELAKA,MELAKA,2.3613629,102.0384442
PASAR MINI KIM CHONG,KS.120 KUALA SUNGAI BARU 78200 KUALA SUNGAI BARU MELAKA,MELAKA,2.3613629,102.0384442
99 SPEEDMART SDN BHD (LILIR JAYA) - 1705,"NO: SI1, JALAN SG BARU LILIR JAYA UTAMA TMN SG BARU LILIR JAYA 78200 KUALA SUNGAI BARU MELAKA",MELAKA,2.3690617,102.0521837
99 SPEEDMART SDN BHD (TAMAN SRI JERAM) - 3042,NO : ST 857 & ST 858 (GROUND FLOOR) JALAN JERAM 1 TAMAN SRI JERAM 78300 MASJID TANAH MELAKA,MELAKA,2.3713041,102.1042992
KK SUPER MART (ALOR GAJAH),"4630, JALAN SAMARINDA 1, TAMAN SAMARINDA 78000 ALOR GAJAH MELAKA",MELAKA,2.3738025,102.2282471
SEGI FRESH ALOR GAJAH,"MP 11,12,13,14,15 & 16 JALAN LESUNG BATU JAYA UTAMA TAMAN LESUNG BATU JAYA 78000 ALOR GAJAH MELAKA",MELAKA,2.3738951,102.2327919
99 SPEEDMART SDN BHD (TAMAN SAMARINDA) - 1633,KM 4609 JALAN SAMARINDA 2 TAMAN SAMARINDA 78000 ALOR GAJAH MELAKA,MELAKA,2.374187935,102.2288415
HAPPY MART,SUBLOT NO 187 DARO BAZAAR 96200 DARO 96200 DARO SARAWAK,SARAWAK,2.3750302,111.3716596
KELUARGA DARO,"NO. 187, DARO BAZAAR, 96200 DARO SARAWAK",SARAWAK,2.3750302,111.3716596
BELILY ENTERPRISE,KAMPUNG PENIBONG 96200 DARO SARAWAK,SARAWAK,2.3750302,111.3716596
ALOR GAJAH FAMILY STORE SDN BHD,JALAN DATO DOL SAID 78000 ALOR GAJAH MELAKA,MELAKA,2.3816477,102.2099527
PASARAYA E FAMILY STORE ENTERPRISE (ALOR GAJAH),"KM 43-1, 43-2, 43-3, 44-1,44-2,44-3,45-1,45-2,45-3,46-1,46-2,46-3 PUSAT PERNIAGAAN JELATANG, MUKIM KELEMAK 78000 ALOR GAJAH MELAKA",MELAKA,2.382291,102.2097918
99 SPEEDMART SDN BHD (PEKAN ALOR GAJAH) - 1767,"KM 3052 & KM 3053, JALAN BESAR, BANGUNAN PRIMA PEKAN ALOR GAJAH SEK II 78000 ALOR GAJAH MELAKA",MELAKA,2.383559,102.213038
99 SPEEDMART SDN BHD (TAMAN BUNGA CEMPAKA) - 1826,NO: 41 & 42 JALAN BUNGA CEMPAKA 1 TAMAN BUNGA CEMPAKA 84410 SEROM JOHOR,JOHOR,2.3835641,103.0217515
CHEE SENG (LABIS),"22-24, JALAN IBRAHIM, LABIS, 85300 SEGAMAT JOHOR",JOHOR,2.3850988,103.0205475
FRESH HUB LABIS,LOT 16210 JALAN TENANG MUKIM LABIS 85300 LABIS JOHOR,JOHOR,2.3854786,103.0214815
99 SPEEDMART SDN BHD (SELANDAR) - 1858,JC 3476 & JC 3477 (GROUND FLOOR) JALAN BESAR PEKAN SELANDAR 77500 SELANDAR MELAKA,MELAKA,2.3899952,102.3793231
KK SUPER MART (JEMENTAH),"LOT 244 DN, JALAN PADANG, JEMENTAH, 85200 SEGAMAT, JOHOR. 85200 SEGAMAT JOHOR",JOHOR,2.3952946,102.6839378
99 SPEEDMART SDN BHD (TAMAN SERI MANGGIS) - 2886,NO: GD 160 & GD 161 (GROUND FLOOR) JALAN SERI MANGGIS FASA 2 UTAMA TAMAN SERI MANGGIS FASA 2 78000 ALOR GAJAH MELAKA,MELAKA,2.3992373,102.1949051
TING'S TRADING,"LOT 167, PEKAN STAPANG 96010 SELANGAU SARAWAK",SARAWAK,2.399666,112.1388041
INDAI MART (STAPANG),LOT 174 STAPANG SPAPA LAND 96010 SIBU SARAWAK,SARAWAK,2.399666,112.1388041
TF VALUE MART (LABIS),17-G JALAN SERI KENCANA TAMAN SRI KENCANA 83000 LABIS JOHOR,JOHOR,2.4054339,103.0173386
99 SPEEDMART SDN BHD (PEKAN ASAHAN) - 2737,"NO: JC 4255 & JC 4256 (GROUND FLOOR), JALAN ASAHAN KAMPUNG SUNGAI DUA, PEKAN ASAHAN 77100 ASAHAN MELAKA",MELAKA,2.4079223,102.5848624
TUNAS MANJA SUPERMARKET (MERSING) SDN BHD,"LOT PTD 13142, JLN WAWASAN ½ TMN BANDAR BARU MERSING, 91, JALAN INDAH 4 86800 MERSING JOHOR",JOHOR,2.4124173,103.8400424
PASARAYA BS SDN BHD (MERSING),"NO. 25, 27, 29, 31 & 33 JALAN WAWASAN 1, TAMAN WAWASAN 86800 MERSING JOHOR",JOHOR,2.4164932,103.836197
PASARAYA BS KUALA ROMPIN SDN BHD (CAW. MERSING),"NO. 3A, 5, 6, 7, 8, 9, 10, 11, 12, JALAN SRI MERSING 3, PUSAT PERDAGANGAN SRI MERSING 86800 MERSING JOHOR",JOHOR,2.4231083,103.8423543
99 SPEEDMART SDN BHD (TMN JEMENTAH BARU) - 2965,"NO: 4 & 5 (GROUND FLOOR), JALAN AMAN 1 TAMAN JEMENTAH BARU 85200 JEMENTAH JOHOR",JOHOR,2.4252818,102.6761034
MY MINIMARKET SDN BHD (JEMENTAH),"NO. 6, 7, 8 JALAN CANTIK 1, TAMAN SURAYA, JEMENTAH 85200 SEGAMAT JOHOR",JOHOR,2.4284121,102.6814018
99 SPEEDMART SDN BHD (PASIR PANJANG) - 1941,"NO :54 & 55 (GROUND FLOOR) JALAN BESAR, PASIR PANJANG TAMAN GADONG INDAH 1 71250 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN,2.4288528,101.9351075
MEGAMART SDN BHD (JEMENTAH),"NO 16, 17, 18 JALAN CANTIK 1 TAMAN SURAYA 85200 JEMENTAH JOHOR",JOHOR,2.4289055,102.6818116
MARI MARI SUPERMARKET (MERSING) SDN BHD,"NO. 7,8 & 9, JALAN SRI MERSING 1, PUSAT PERDAGANGAN SRI MERSING 86800 MERSING JOHOR",JOHOR,2.4295012,103.8300022
PASARAYA KINI SDN BHD (MERSING BRANCH),NO 21-29 JALAN JETI BANDAR TEPIAN SUNGAI 86800 MERSING JOHOR,JOHOR,2.4300189,103.8326236
SIN HUAT HENG MINI MARKET,"NO.11 & 12 JALAN CANTIK SATU, TAMAN SURAYA , 85200 JEMENTAH JOHOR",JOHOR,2.4300668,102.6801039
99 SPEEDMART SDN BHD (MERSING)-2275,NO: 14 & 15 (GROUND FLOOR) JALAN ABU BAKAR 86800 MERSING JOHOR,JOHOR,2.4323752,103.8379845
99 SPEEDMART SDN BHD (JEMENTAH) - 2007,"NO : 6 & 7 (GROUND FLOOR), JALAN PADANG KAMPUNG BARU, JEMENTAH 85200 SEGAMAT JOHOR",JOHOR,2.4368232,102.6892795
99 SPEEDMART SDN BHD (SIMPANG POINT) - 2565,"NO: TN 204 & TN 205 (GROUND FLOOR) SIMPANG POINT, JALAN SIMPANG 4 SIMPANG AMPAT 78000 ALOR GAJAH MELAKA",MELAKA,2.4420042,102.1833884
99 SPEEDMART SDN BHD (NS CORAL WALK) - 1569,"NO: 6&7, JALAN CORAL 1 JALAN PANTAI MEDAN CORAL 71050 TELUK KEMANG NEGERI SEMBILAN",NEGERI SEMBILAN,2.4464096,101.8591384
YEOW SHIENG MM SDN BHD (JLN TENANG),"NO. 23A, 23B, 23C, JALAN TENANG 85300 LABIS JOHOR",JOHOR,2.4536433,102.9755918
WORLDCOME MART SDN BHD (LABIS),NO. 62-5 JALAN TENANG 85300 LABIS JOHOR,JOHOR,2.4549346,102.9754519
99 SPEEDMART SDN BHD (LUBOK CHINA) - 1718,"NO, 222 & 223 JALAN WIRA INDAH 2 TAMAN WIRA INDAH 78100 LUBOK CHINA MELAKA",MELAKA,2.4558873,102.0704588
SELANDAR HALMART ENTERPRISE,JC 4935 JALAN SELANDAR JAYA 1 TAMAN SELANDAR JAYA 77500 SELANDAR MELAKA,MELAKA,2.471492,102.4118348
KK SUPER MART (JALAN BESAR TAMPIN),"NO.121, JALAN BESAR 73000 TAMPIN NEGERI SEMBILAN",NEGERI SEMBILAN,2.4747879,102.237935
MEGAMART SDN BHD (BUKIT SIPUT),"NO 39,40,41,42 GROUND FLOOR JALAN BUKIT INDAH TAMAN BUKIT INDAH, BUKIT SIPUT 85020 SEGAMAT JOHOR",JOHOR,2.4780243,102.852525
99 SPEEDMART SDN BHD (LINGGI) - 1797,"NO: 13 & 13A, JALAN BESAR PORT DICKSON NEGERI SEMBILAN DARUL KHUSUS 71150 LINGGI NEGERI SEMBILAN",NEGERI SEMBILAN,2.4847232,102.0107461
K INDERA CASH & CARRY - LINGGI,1191/5 JALAN BESAR LINGGI 71150 LINGGI NEGERI SEMBILAN,NEGERI SEMBILAN,2.485089,102.0104359
KAH HOE MINI MARKET (SEGAMAT),"33, JALAN SULTAN, BUKIT SIPUT, 85020 SEGAMAT JOHOR",JOHOR,2.4869788,102.850123
99 SPEEDMART SDN BHD (TAMAN GUNUNG MAS) - 1831,PT 5957 & 5958 TAMAN GUNUNG MAS BATU 22 1/2 73000 TAMPIN NEGERI SEMBILAN,NEGERI SEMBILAN,2.4874473,102.2277545
99 SPEEDMART SDN BHD (PULAU SEBANG) - 1861,"NO: AG 5431 (GROUND FLOOR) JALAN BESAR, PULAU SEBANG BATU 22 1/2 73000 TAMPIN MELAKA",MELAKA,2.4904812,102.29294
99 SPEEDMART SDN BHD (TMN INDAH BARU TAMPIN) - 1526,"PT 934, NO: 1, TAMAN INDAH BARU PUSAT KOMERSIAL TIARA SENDAYAN 73000 TAMPIN NEGERI SEMBILAN",NEGERI SEMBILAN,2.4904812,102.29294
99 SPEEDMART SDN BHD (LENGA) - 2500,"NO: 8 & 10 (GROUND FLOOR) JALAN KASTURI 1 TAMAN KASTURI, LENGA 84040 MUAR JOHOR",JOHOR,2.4959827,102.8427304
MEGAMART SDN BHD (SEGAMAT),"NO 16,17,18,19,20 JALAN PUTRA 1/5 BANDAR IOI 85000 SEGAMAT JOHOR",JOHOR,2.4982051,102.8655811
FRESH HUB (SEGAMAT BARU),"NO 47 ,49 JALAN PUTRA 2/23 BANDAR PUTRA 85000 SEGAMAT JOHOR",JOHOR,2.5005654,102.8557433
NIRWANA MAJU SDN BHD - CAWANGAN SEGAMAT,"LOT 588, (NO.8), JALAN YUSOF ABDUL RAHMAN 85000 SEGAMAT JOHOR",JOHOR,2.5036698,102.8234956
TF VALUE MART (SEGAMAT),LOT 1528 JALAN ORKID BANDAR SEBERANG MENTAKAB 85000 SEGAMAT JOHOR,JOHOR,2.5043321,102.8210651
99 SPEEDMART SDN BHD (JLN LEONG YONG) - 2633,"NO: 1 & 2 (GROUND FLOOR), JALAN LEONG YONG BANDAR SEGAMAT 85000 SEGAMAT JOHOR",JOHOR,2.5083751,102.8162317
KIM YAM TRADING SDN BHD,PASAR BORONG SEGAMAT TAMAN YAYASAN 85000 SEGAMAT JOHOR,JOHOR,2.5090487,102.8313247
ECONSAVE CASH & CARRY (SG) SDN BHD (SEGAMAT),NO. 25-39 JALAN SYED ABDUL KADIR 85000 SEGAMAT JOHOR,JOHOR,2.5092929,102.8282782
CEMPAKA SPEED MART,"NO. 2535 GROUND FLOOR JALAN TD/2, TAMAN DELIMA 71200 RANTAU NEGERI SEMBILAN",NEGERI SEMBILAN,2.510903,101.9579087
BILLION SHOPPING CENTRE (PORT DICKSON) SDN BHD,"LOT 28-41, SEBAHAGIAN LOT PT 72 KAWASAN PENAMBAHAN LAUT, BANDAR PORT DICKSON 71000 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN,2.5141824,101.900579
HWA THAI SUPERMARKET (U-SENTRAL SEGAMAT),JALAN UTAMA 3/2 TAMAN UTAMA 85000 SEGAMAT JOHOR,JOHOR,2.5167054,102.8233141
99 SPEEDMART SDN BHD (PEKAN KOTA) -2081,NO: PT 6 & PT 7 (GROUND FLOOR) JALAN PEKAN KOTA PEKAN KOTA 71350 REMBAU NEGERI SEMBILAN,NEGERI SEMBILAN,2.5213805,102.1558669
TF VALUE-MART SDN BHD (PORT DICKSON),"TF VALUE MART SDN BHD (PORT DICKSON) NO.15 JALAN WATERFRONT 3,PD WATERFRONT, KAWASAN BANDAR, BANDAR PORT DICKSON 71000 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN,2.5222435,101.8015643
KK SUPER MART (JALAN MAHAJAYA PORT DICKSON),"NO.75, JALAN MAHAJAYA, KAMPUNG BAHASA KAPOR 71000 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN,2.5228368,101.7992632
SINYIN MART SDN BHD - SELANGAU,"SUBLOT NO. 24-40, LOT 169-175, JALAN TADANG SELANGAU 96000 SIBU SARAWAK",SARAWAK,2.523943,112.3253201
INDAI MART (SELANGAU),"LOT 94, BLOCK 4, G/F GIGIS LAND DISTRICT, SELANGAU BAZAAR 96000 SIBU SARAWAK",SARAWAK,2.523943,112.3253201
AH SENG SUPER MART,"GROUND FLOOR, SUBLOT 3 (SURVEY LOT 1142) COMPRISED IN LOT 112 DARO TOWN DISTRICT AND LOT 651 BLOCK 23 JEMORENG LAND DISTRICT 96200 DARO SARAWAK",SARAWAK,2.527996,111.417057
HONG JIAN MINIMART,"LOT 150, NEW BAZAAR 96200 DARO SARAWAK",SARAWAK,2.527996,111.417057
DARO FRESH MART,"LOT 1145, G/F, JALAN DATUK PENGIRAN HIPNI 96200 DARO SARAWAK",SARAWAK,2.527996,111.417057
BIG 10 GROCER (GEMENCHEH) SDN BHD,"LOT 7056 - 7063, GRN 47876 - 47883 TAMAN GEMENCHEH BARU, JALAN BATANG MELAKA 73200 GEMENCHEH NEGERI SEMBILAN",NEGERI SEMBILAN,2.5284422,102.401155
PASARAYA MEGA (GEMENCHEH),"PASARAYA MEGA GEMENCHEH LOT 7048,7049,7050,7051 TAMAN GEMENCHEH BARU, JALAN BATANG MELAKA 73200 GEMENCHEH NEGERI SEMBILAN",NEGERI SEMBILAN,2.5291642,102.3989956
ECONSAVE CASH & CARRY (PDI) SDN BHD (PORT DICKSON),LOT 575 JALAN PORT DICKSON BYPASS 71009 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN,2.5294521,101.8030397
99 SPEEDMART SDN BHD (GEMENCHEH) - 1665,PT 2934 & 2935 (G) TMN PEKAN GEMENCHEH TMN PEKAN GEMENCHEH BARU 73200 GEMENCHEH NEGERI SEMBILAN,NEGERI SEMBILAN,2.5302475,102.4006336
ECONSAVE CASH & CARRY (TPN) SDN BHD (TAMPIN),"PT121, PT122 & PT328 TAMAN SRI INTAN 73000 TAMPIN NEGERI SEMBILAN",NEGERI SEMBILAN,2.5333672,102.396865
CHOP HIAP HONG (SEGAMAT),"26, JALAN OMAR, PEKAN JABI, 85000 SEGAMAT JOHOR",JOHOR,2.5346688,102.809211
WORLDCOME MART SDN BHD (YAYASAN),"NO 26, 27, 28, JALAN BISTARI 1/1, TAMAN YAYASAN, BULOH KASAP 85000 SEGAMAT JOHOR",JOHOR,2.5450949,102.7929683
BILLION SHOPPING CENTRE (SEGAMAT) SDN BHD - YAYASAN,"NO.17, JALAN BISTARI 2/1, TAMAN YAYASAN 85010 SEGAMAT JOHOR",JOHOR,2.5454912,102.7910361
99 SPEEDMART SDN BHD (PUSAT KOMERSIAL GEMENCHEH) - 1901,NO : 58  & 59 (GROUND FLOOR) JALAN KASTURI 1 PUSAT KOMERSIAL GEMENCHEH 73200 GEMENCHEH NEGERI SEMBILAN,NEGERI SEMBILAN,2.545854,102.416595
THE STORE (PORT DICKSON),"GF, OCENIC MALL, JALAN BATU 1/2 NEGERI SEMBILAN 71000 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN,2.5479719,101.8008194
99 SPEEDMART SDN BHD (TAMAN MIKAMAS) - 3036,NO : 15 (GROUND FLOOR) TAMAN MIKAMAS BATU 2 JALAN SEREMBAN 71000 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN,2.5484151,101.8038054
68 FRESHMART SDN BHD (SEGAMAT),"35, 35 & 36 JALAN BISTARI 4/9, TAMAN YAYASAN, 85000 SEGAMAT JOHOR",JOHOR,2.5492921,102.7897406
99 SPEEDMART SDN BHD (TMN YAYASAN)-1884,"NO: 11 & 12 (GROUND FLOOR), JALAN BISTARI 4/9 TAMAN YAYASAN 85010 SEGAMAT JOHOR",JOHOR,2.5500664,102.7917027
YY MINI MARKET (SEGAMAT),NO. 18 JALAN BISTARI 4/2 TAMAN YAYASAN 85010 SEGAMAT JOHOR,JOHOR,2.5507467,102.7901268
99 SPEEDMART SDN BHD (BULOH KASAP) - 2370,"NO: 23B & 23C (GROUND FLOOR) LOT 306, JALAN IBRAHIM BULOH KASAP 85010 SEGAMAT JOHOR",JOHOR,2.5534802,102.7657899
ECONSAVE CASH & CARRY (LKT) SDN BHD (LUKUT),LOT 12532 JALAN DATARAN SEGAR LUKUT 71001 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN,2.5546967,101.8152681
99 SPEEDMART SDN BHD (TAMAN RIA) - 1687,"NO: 5 & 6, BATU 2 1/2 JALAN SEREMBAN TMN RIA 71000 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN,2.5549227,101.8032779
99 SPEEDMARRT SDN BHD (AIR MAWANG) - 1962,NO: 2 & 3 (GROUND FLOOR) JALAN MAWAR 1 TAMAN AIR MAWANG 73100 JOHOL NEGERI SEMBILAN,NEGERI SEMBILAN,2.5555133,102.2564748
SUNGAI PALA MINI MART MULU,"N0. 52, KAMPUNG MELINAU, 98070, MULU, BARAN 98070 MULU SARAWAK",SARAWAK,2.5574285,113.0011989
99 SPEEDMART SDN BHD (BANDAR DATARAN SEGAR) - 2862,NO: 31 (GROUND FLOOR) JALAN DS 1/1 BANDAR DATARAN SEGAR 71010 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN,2.5582199,101.8148622
TTM FRESH MART,"7A, JALAN MELUR TAMAN SRI ALAM 85100 BATU ANAM JOHOR",JOHOR,2.5583011,102.7360898
99 SPEEDMART SDN BHD (TAMAN SRI ALAM) - 1820,NO: 1A JALAN MELUR TAMAN SRI ALAM 85000 SEGAMAT JOHOR,JOHOR,2.559892,102.7370115
LOTUSS (LUKUT),"NO.35, JALAN PRIMA 1, LUKUT PRIMA PORT DICKSON 71010 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN,2.5611235,101.8118769
99 SPEEDMART SDN BHD (NS TAMAN INDAH JAYA) - 1436,"NO: 8 & 9,JALAN SEREMBAN TAMAN INDAH JAYA LUKUT 71010 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN,2.5620243,101.8274918
99 SPEEDMART SDN BHD (TAMAN VISTA JAYA) - 2479,NO : 1 & 3 (GROUND FLOOR) JALAN VISTA JAYA TAMAN VISTA JAYA 71010 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN,2.574943,101.8559029
99 SPEEDMART SDN BHD (PINGGIRAN PEDAS) - 1683,"NO. 13 & 14, LORONG PP14 TAMAN PINGGIRAN PEDAS 71400 PEDAS NEGERI SEMBILAN",NEGERI SEMBILAN,2.5760356,102.0452687
99 SPEEDMART SDN BHD (TAMAN PASIR BESAR) - 1828,PT 4749 & 4750 TAMAN PASIR BESAR PEKAN DANGI 73400 GEMAS NEGERI SEMBILAN,NEGERI SEMBILAN,2.581728,102.614266
99 SPEEDMART SDN BHD (TAMAN DAMAI GEMAS) - 1814,PT 4287 & 4288 TAMAN DAMAI PEKAN DANGI 73400 GEMAS NEGERI SEMBILAN,NEGERI SEMBILAN,2.581728,102.614266
99 SPEEDMART SDN BHD (TMN BKT LENTANG)-3039,"NO : 1 & 2 (GROUND FLOOR), JALAN BUKIT LENTANG 1 TAMAN BUKIT LENTANG 73400 SEGAMAT JOHOR",JOHOR,2.5850182,102.6361509
FRESH N CONVENIENT RETAIL SDN BHD (REMBAU),"PASARAYA-FRESCO NO.36-39, JLN TAMPIN-SEREMBAN 71300 REMBAU NEGERI SEMBILAN",NEGERI SEMBILAN,2.5874394,102.0985036
PASAR MINI YAP BATU ANAM,NO. 7 & 8 JALAN JKR BATU ANAM 85100 SEGAMAT JOHOR,JOHOR,2.5887208,102.6262517
99 SPEEDMART SDN BHD (PEKAN RANTAU) - 2012,NO : 60 & 61 (GROUND FLOOR) JALAN BESAR PEKAN RANTAU 71200 RANTAU NEGERI SEMBILAN,NEGERI SEMBILAN,2.5896248,101.9614691
99 SPEEDMART SDN BHD (PEKAN REMBAU) - 1785,NO: 42/LOT 968 JALAN TERENTANG 71300 REMBAU NEGERI SEMBILAN,NEGERI SEMBILAN,2.5900583,102.0932524
DENIS FRESH MART SDN. BHD,NO. 187 & 188 TAMAN PASIR MAS RANTAU 70000 SEREMBAN NEGERI SEMBILAN,NEGERI SEMBILAN,2.5904354,101.9602101
TF VALUE-MART (GEMAS),"TF VALUE-MART (GEMAS) 35, JALAN DS2/2 DATARAN SATRIA 2 73400 GEMAS NEGERI SEMBILAN",NEGERI SEMBILAN,2.5908808,102.5747852
KK SUPER MART (KAMPUNG RANTAU SEREMBAN),"NO.204, JALAN BESAR, KAMPUNG RANTAU 71200 RANTAU NEGERI SEMBILAN",NEGERI SEMBILAN,2.591873,101.963915
99 SPEEDMART SDN BHD (BANDAR EKAR) - 1474,NO : 12 & 13 (G) JALAN EKAR 1/1 BANDAR EKAR 71200 RANTAU NEGERI SEMBILAN,NEGERI SEMBILAN,2.5928091,101.9591888
PASAR MINI SERI LAYANG JAYA (REMBAU),"PUSAT PERNIAGAAN MYA, NO.2, JALAN TAMPIN 71300 REMBAU NEGERI SEMBILAN",NEGERI SEMBILAN,2.5933089,102.0789262
99 SPEEDMART SDN BHD (TAMAN BAGAN KURNIA) - 2973,NO: 4 & 5 (GROUND FLOOR) JALAN BAGAN KURNIA TAMAN BAGAN KURNIA 71960 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN,2.5938795,101.7775746
KK SUPER MART (REMBAU SENTRAL),"NO.7, JALAN RS 1, REMBAU SENTRAL 71300 REMBAU NEGERI SEMBILAN",NEGERI SEMBILAN,2.5963151,102.0949355
NIRWANA MAJU SDN BHD - CAWANGAN YAYASAN,"PTD 3189, KM 1, LOT 7286, LEBUHRAYA SEGAMAT-KUANTAN 85000 SEGAMAT JOHOR",JOHOR,2.5968545,102.8225184
DENWAY SUPERMARKET SDN BHD,"1,3,5,7,11,13,15,17 JALAN HIJAU TAMAN BANDAR JAYA 85300 LABIS JOHOR",JOHOR,2.5974327,102.9035041
DMART SEGI PEMANIS 1,FELDA PEMANIS 01 SEGAMAT 85000 SEGAMAT JOHOR,JOHOR,2.5974327,102.9035041
DMART SEGI MAOKIL,DMART MAOKIL SEGAMAT 85000 SEGAMAT JOHOR,JOHOR,2.5974327,102.9035041
BILLION SHOPPING CENTRE (SEGAMAT) SDN BHD - SEGAMAT,"NO.27, JALAN ROS 85000 SEGAMAT JOHOR",JOHOR,2.6018531,102.8974233
FS FAMILY STORE SDN BHD (REMBAU),"4, JALAN RS 1 REMBAU SENTRAL 71309 REMBAU NEGERI SEMBILAN",NEGERI SEMBILAN,2.6050877,102.0718589
99 SPEEDMART SDN BHD (LUKUT UTAMA) - 2141,NO: 115 (GROUND FLOOR) JALAN PPLU 5 PUSAT PERNIAGAAN LUKUT UTAMA 71010 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN,2.6086234,101.8664958
KK SUPER MART (UCSI HOSPITAL & UNIVERSITY SPRINGHILL),"UNIT 4, MAIN LOBBY, UCSI HOSPITAL & UNIVERSITY, NO.2, AVENUE 3, PERSIARAN SPRINGHILL 71010 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN,2.6088541,101.8700966
DMART SEGI BUKIT ROKAN,FELDA BUKIT ROKAN 73200 GEMENCHEH NEGERI SEMBILAN,NEGERI SEMBILAN,2.609968,102.398315
99 SPEEDMART SDN BHD (SPRINGHILL 2) - 2586,NO: 43A (GROUND FLOOR) JALAN SPRINGHILL 1/1 BANDAR SPRINGHILL 71010 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN,2.6111234,101.8692791
99 SPEEDMART SDN BHD (SPRINGHILL 1) - 1717,NO 48 JALAN SPRINGHILL 9/1 BANDAR SPRINGHILL 71010 PORT DICKSON NEGERI SEMBILAN,NEGERI SEMBILAN,2.61141,101.871307
99 SPEEDMART SDN BHD (CHEMBONG UTAMA) - 1511,"NO: 11 & 12, JALAN CU 1 TAMAN CHEMBONG UTAMA LUKUT 71300 REMBAU NEGERI SEMBILAN",NEGERI SEMBILAN,2.6136868,102.0640203
ECONSAVE CASH & CARRY (GS) SDN BHD (GEMAS),"PT 4953, LOT 2127 JALAN TAMPIN GEMAS 73400 GEMAS NEGERI SEMBILAN",NEGERI SEMBILAN,2.6359322,102.5837041
PASARAYA GRAND UNION SUNGEI PELEK,"18,19,20 JALAN BESAR SUNGEI PELEK 43950 SEPANG SELANGOR",SELANGOR,2.6380692,101.709549
PASAR MINI KPS,NO. 56 JALAN BESAR SUNGAI PELEK 43950 SUNGAI PELEK SELANGOR,SELANGOR,2.6396866,101.7165716
99 SPEEDMART SDN BHD (PEKAN SG PELEK) - 1222,"NO: 77 & 78, JALAN BESAR, PEKAN SUNGAI PELEK, 43950 SUNGAI PELEK SELANGOR",SELANGOR,2.6396866,101.7165716
REZEKI FOODSTUFF ENTERPRISE,LOT 942 JALAN BESAR SUNGAI PELEK SELANGOR 43950 SUNGAI PELEK SELANGOR,SELANGOR,2.6396866,101.7165716
99 SPEEDMART SDN BHD (TMN WOON TAMPIN) - 1528,"P.T. 964 & 965, TAMAN WOON, PEKAN TAMPIN TENGAH PUSAT KOMERSIAL TIARA SENDAYAN 73000 TAMPIN NEGERI SEMBILAN",NEGERI SEMBILAN,2.6457246,101.8606603
99 SPEEDMART SDN BHD (PANTAI SEPANG PUTRA) - 1600,"NO: 25 & 27, JALAN PERLING 2, PANTAI SEPANG PUTRA, 43950 BANGAN LALANG SELANGOR",SELANGOR,2.6460359,101.7205913
19 SPEED FRESHMART,"NO. 15, 17, 19, 21 JALAN PERLING 2 PANTAI SEPANG PUTRA 43950 SUNGAI PELEK SELANGOR",SELANGOR,2.6460359,101.7205913
99 SPEEDMART SDN BHD (TAMAN HAJI ARIFFIN) - 2994,NO : 158 & 159 (GROUND FLOOR) JALAN PERSISIRAN HAJI ARIFFIN 3 TAMAN HAJI ARIFFIN 86900 ENDAU JOHOR,JOHOR,2.6465528,103.639932
SYARIKAT NASARUDDIN,KAMPUNG TIAN 96250 MATU SARAWAK,SARAWAK,2.6478441,111.5229924
CHIONG SOON TRADING,NO. 2 NEW BAZAAR MATU 96250 MUKAH SARAWAK,SARAWAK,2.6478441,111.5229924
THE STORE (JALAN BESAR BANTING),"LOT 1256, JALAN BESAR 42700 BANTING SELANGOR",SELANGOR,2.6479797,101.596996
DMART SEGI PASARAYA JELAI KOMPLEK,DMART PASARAYA JELAI KOMPLEK GEMAS 73480 GEMAS NEGERI SEMBILAN,NEGERI SEMBILAN,2.648811,102.484234
99 SPEEDMART SDN BHD (NS TANAH MERAH) - 1577,"PT 1075 & PT 1076 JALAN MELUR 1 TAMAN JIMAH JAYA, TANAH MERAH SITE C 71960 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN,2.648855,101.7845557
